"md_id","busi_time","sub_name","area","order_cnt","finish_cnt","avg_handler_time","satisfaction_cnt","negative_cnt","reply_on_time_cnt"
95193,"2024-11-12",公卫医疗,I区,26,21,4.97,17,2,18
95194,"2024-11-12",城乡建设,A区,24,22,1.0,17,3,22
95195,"2024-11-12",城乡建设,B区,26,26,3.96,19,1,20
95196,"2024-11-12",城乡建设,C区,20,16,1.36,14,2,15
95197,"2024-11-12",城乡建设,D区,22,22,2.51,18,0,18
95198,"2024-11-12",城乡建设,E区,24,22,1.07,17,2,18
95199,"2024-11-12",城乡建设,F区,17,15,1.24,10,0,13
95200,"2024-11-12",城乡建设,G区,24,24,1.03,17,0,23
95201,"2024-11-12",城乡建设,H区,29,25,1.05,19,3,21
95202,"2024-11-12",城乡建设,I区,22,17,2.44,11,1,17
95203,"2024-11-12",交通运输,A区,21,21,3.11,16,1,16
95204,"2024-11-12",交通运输,B区,16,12,1.65,9,1,11
95205,"2024-11-12",交通运输,C区,8,6,2.47,5,0,6
95206,"2024-11-12",交通运输,D区,34,32,1.98,23,2,25
95207,"2024-11-12",交通运输,E区,22,20,2.81,14,0,18
95208,"2024-11-12",交通运输,F区,21,17,3.63,13,2,14
95209,"2024-11-12",交通运输,G区,23,23,2.15,17,3,23
95210,"2024-11-12",交通运输,H区,19,18,4.83,13,1,17
95211,"2024-11-12",交通运输,I区,15,13,3.78,11,0,12
95212,"2024-11-12",农林牧渔,A区,13,11,2.45,7,0,11
95213,"2024-11-12",农林牧渔,B区,14,14,2.13,10,2,14
95214,"2024-11-12",农林牧渔,C区,12,9,4.47,6,1,9
95215,"2024-11-12",农林牧渔,D区,6,6,2.56,5,0,6
95216,"2024-11-12",农林牧渔,E区,16,15,2.61,12,0,14
95217,"2024-11-12",农林牧渔,F区,17,15,4.01,11,2,14
95218,"2024-11-12",农林牧渔,G区,13,12,1.24,10,0,9
95219,"2024-11-12",农林牧渔,H区,16,13,4.45,9,0,13
95220,"2024-11-12",农林牧渔,I区,6,5,4.95,4,0,5
95221,"2024-11-13",科教文体,A区,31,27,2.79,21,0,24
95222,"2024-11-13",科教文体,B区,29,23,3.93,16,1,22
95223,"2024-11-13",科教文体,C区,24,20,2.5,17,2,19
95224,"2024-11-13",科教文体,D区,22,18,1.61,14,1,14
95225,"2024-11-13",科教文体,E区,30,28,2.77,20,0,23
95226,"2024-11-13",科教文体,F区,23,22,4.18,16,3,17
95227,"2024-11-13",科教文体,G区,29,27,2.23,21,2,21
95228,"2024-11-13",科教文体,H区,33,26,2.17,22,2,21
95229,"2024-11-13",科教文体,I区,24,23,4.45,17,0,21
95230,"2024-11-13",公卫医疗,A区,12,9,1.46,6,1,9
95231,"2024-11-13",公卫医疗,B区,10,9,4.29,7,0,7
95232,"2024-11-13",公卫医疗,C区,16,12,3.13,9,1,12
95233,"2024-11-13",公卫医疗,D区,11,10,1.33,9,1,9
95234,"2024-11-13",公卫医疗,E区,13,11,2.39,9,0,8
95235,"2024-11-13",公卫医疗,F区,13,11,1.5,8,0,10
95236,"2024-11-13",公卫医疗,G区,9,9,3.31,8,1,7
95237,"2024-11-13",公卫医疗,H区,8,7,2.05,6,1,7
95238,"2024-11-13",公卫医疗,I区,7,6,3.14,4,0,6
95239,"2024-11-13",城乡建设,A区,23,19,3.37,16,0,17
95240,"2024-11-13",城乡建设,B区,13,10,2.9,7,1,9
95241,"2024-11-13",城乡建设,C区,12,9,1.94,7,1,8
95242,"2024-11-13",城乡建设,D区,21,17,1.16,11,2,14
95243,"2024-11-13",城乡建设,E区,18,15,4.71,10,2,12
95244,"2024-11-13",城乡建设,F区,25,22,2.85,15,2,17
95245,"2024-11-13",城乡建设,G区,29,28,2.86,24,0,23
95246,"2024-11-13",城乡建设,H区,18,15,3.69,10,1,14
95247,"2024-11-13",城乡建设,I区,21,17,2.42,14,0,16
95248,"2024-11-13",交通运输,A区,31,24,1.25,18,3,22
95249,"2024-11-13",交通运输,B区,32,29,4.9,21,1,24
95250,"2024-11-13",交通运输,C区,41,39,2.0,32,3,34
95251,"2024-11-13",交通运输,D区,33,31,4.22,24,4,29
95252,"2024-11-13",交通运输,E区,24,23,2.54,16,0,18
95253,"2024-11-13",交通运输,F区,25,23,3.63,17,2,23
95254,"2024-11-13",交通运输,G区,31,30,2.62,27,0,27
95255,"2024-11-13",交通运输,H区,30,30,3.31,24,0,26
95256,"2024-11-13",交通运输,I区,29,27,3.04,18,1,25
95257,"2024-11-13",农林牧渔,A区,23,20,1.29,15,0,20
95258,"2024-11-13",农林牧渔,B区,15,13,4.72,9,1,10
95259,"2024-11-13",农林牧渔,C区,18,15,3.52,13,2,12
95260,"2024-11-13",农林牧渔,D区,13,13,2.69,9,0,12
95261,"2024-11-13",农林牧渔,E区,18,15,2.29,13,1,15
95262,"2024-11-13",农林牧渔,F区,22,19,2.19,16,1,16
95263,"2024-11-13",农林牧渔,G区,19,17,3.34,15,0,15
95264,"2024-11-13",农林牧渔,H区,20,17,4.26,15,1,14
95265,"2024-11-13",农林牧渔,I区,12,12,3.97,8,0,9
95266,"2024-11-14",科教文体,A区,33,28,3.11,21,3,26
95267,"2024-11-14",科教文体,B区,33,26,2.37,19,0,20
95268,"2024-11-14",科教文体,C区,43,34,4.2,26,5,32
95269,"2024-11-14",科教文体,D区,35,30,4.01,21,0,26
95270,"2024-11-14",科教文体,E区,33,32,2.08,22,3,25
95271,"2024-11-14",科教文体,F区,32,31,3.55,22,0,31
95272,"2024-11-14",科教文体,G区,29,26,3.84,21,3,23
95273,"2024-11-14",科教文体,H区,34,31,4.98,22,3,31
95274,"2024-11-14",科教文体,I区,38,34,3.74,24,5,28
95275,"2024-11-14",公卫医疗,A区,15,12,3.52,9,1,10
95276,"2024-11-14",公卫医疗,B区,24,23,3.12,16,3,21
95277,"2024-11-14",公卫医疗,C区,18,14,3.45,9,0,13
95278,"2024-11-14",公卫医疗,D区,26,21,3.12,14,1,18
95279,"2024-11-14",公卫医疗,E区,16,15,4.69,13,1,14
95280,"2024-11-14",公卫医疗,F区,20,19,4.58,16,0,16
95281,"2024-11-14",公卫医疗,G区,19,18,3.77,15,2,15
95282,"2024-11-14",公卫医疗,H区,16,16,3.75,11,1,13
95283,"2024-11-14",公卫医疗,I区,22,19,4.98,14,0,16
95284,"2024-11-14",城乡建设,A区,17,17,4.23,13,1,13
95285,"2024-11-14",城乡建设,B区,24,21,1.7,15,2,20
95286,"2024-11-14",城乡建设,C区,19,19,2.5,16,1,16
95287,"2024-11-14",城乡建设,D区,18,18,4.58,14,0,18
95288,"2024-11-14",城乡建设,E区,14,14,2.29,12,1,13
95289,"2024-11-14",城乡建设,F区,17,15,2.85,12,1,15
95290,"2024-11-14",城乡建设,G区,15,14,1.86,12,1,11
95291,"2024-11-14",城乡建设,H区,32,27,2.25,19,2,22
95292,"2024-11-14",城乡建设,I区,17,15,2.44,10,0,12
95293,"2024-11-14",交通运输,A区,9,7,4.37,5,0,7
95294,"2024-11-14",交通运输,B区,10,8,2.93,7,1,7
95295,"2024-11-14",交通运输,C区,11,10,4.29,8,0,10
95296,"2024-11-14",交通运输,D区,7,6,4.92,5,0,5
95297,"2024-11-14",交通运输,E区,8,8,2.0,5,1,8
95298,"2024-11-14",交通运输,F区,6,4,2.53,2,0,4
95299,"2024-11-14",交通运输,G区,12,10,2.67,7,0,10
95300,"2024-11-14",交通运输,H区,10,10,3.63,8,0,10
95301,"2024-11-14",交通运输,I区,6,6,3.73,4,0,4
95302,"2024-11-14",农林牧渔,A区,15,12,4.32,9,1,9
95303,"2024-11-14",农林牧渔,B区,16,14,3.99,9,1,11
95304,"2024-11-14",农林牧渔,C区,28,26,2.72,23,0,20
95305,"2024-11-14",农林牧渔,D区,22,20,1.93,17,1,17
95306,"2024-11-14",农林牧渔,E区,24,23,2.77,19,0,18
95307,"2024-11-14",农林牧渔,F区,20,16,1.06,13,1,12
95308,"2024-11-14",农林牧渔,G区,16,16,2.81,14,2,15
95309,"2024-11-14",农林牧渔,H区,28,27,2.16,23,3,27
95310,"2024-11-14",农林牧渔,I区,12,9,2.11,6,1,8
95311,"2024-11-15",科教文体,A区,11,9,2.84,7,1,8
95312,"2024-11-15",科教文体,B区,11,11,3.92,7,0,9
95313,"2024-11-15",科教文体,C区,12,12,4.3,8,1,9
95314,"2024-11-15",科教文体,D区,7,5,3.07,3,0,4
95315,"2024-11-15",科教文体,E区,9,8,1.0,6,1,6
95316,"2024-11-15",科教文体,F区,12,11,3.85,7,1,8
95317,"2024-11-15",科教文体,G区,7,6,3.27,5,0,5
95318,"2024-11-15",科教文体,H区,18,15,1.36,12,1,12
95319,"2024-11-15",科教文体,I区,16,13,3.49,10,1,10
95320,"2024-11-15",公卫医疗,A区,9,8,2.79,6,0,7
95321,"2024-11-15",公卫医疗,B区,13,11,3.31,8,1,9
95322,"2024-11-15",公卫医疗,C区,12,12,1.4,8,1,9
95323,"2024-11-15",公卫医疗,D区,19,18,1.66,12,1,17
95324,"2024-11-15",公卫医疗,E区,19,16,3.47,12,1,16
95325,"2024-11-15",公卫医疗,F区,7,5,4.63,4,0,5
95326,"2024-11-15",公卫医疗,G区,18,17,4.24,11,1,13
95327,"2024-11-15",公卫医疗,H区,16,16,2.7,11,2,14
95328,"2024-11-15",公卫医疗,I区,10,9,3.67,6,1,8
95329,"2024-11-15",城乡建设,A区,9,9,1.67,7,1,9
95330,"2024-11-15",城乡建设,B区,8,7,1.04,5,1,7
95331,"2024-11-15",城乡建设,C区,8,6,2.33,5,0,4
95332,"2024-11-15",城乡建设,D区,9,7,1.35,5,0,6
95333,"2024-11-15",城乡建设,E区,6,5,4.8,4,0,5
95334,"2024-11-15",城乡建设,F区,7,5,1.45,4,0,4
95335,"2024-11-15",城乡建设,G区,4,4,1.96,3,0,3
95336,"2024-11-15",城乡建设,H区,9,9,1.56,6,0,8
95337,"2024-11-15",城乡建设,I区,8,6,1.33,4,0,6
95338,"2024-11-15",交通运输,A区,8,8,4.17,7,1,6
95339,"2024-11-15",交通运输,B区,8,7,2.02,5,1,7
95340,"2024-11-15",交通运输,C区,9,8,1.7,6,1,7
95341,"2024-11-15",交通运输,D区,10,8,2.98,7,0,6
95342,"2024-11-15",交通运输,E区,7,6,2.65,4,0,6
95343,"2024-11-15",交通运输,F区,9,9,4.18,7,1,8
95344,"2024-11-15",交通运输,G区,6,5,1.26,4,0,5
95345,"2024-11-15",交通运输,H区,7,7,1.1,6,0,7
95346,"2024-11-15",交通运输,I区,11,8,2.78,6,0,6
95347,"2024-11-15",农林牧渔,A区,16,15,4.81,10,0,12
95348,"2024-11-15",农林牧渔,B区,11,9,1.27,8,1,9
95349,"2024-11-15",农林牧渔,C区,13,13,4.74,10,1,10
95350,"2024-11-15",农林牧渔,D区,14,12,3.56,9,1,11
95351,"2024-11-15",农林牧渔,E区,18,15,3.37,11,1,15
95352,"2024-11-15",农林牧渔,F区,15,15,1.33,11,1,14
95353,"2024-11-15",农林牧渔,G区,15,12,3.13,9,0,10
95354,"2024-11-15",农林牧渔,H区,21,18,1.43,16,2,14
95355,"2024-11-15",农林牧渔,I区,9,9,1.31,7,1,8
95356,"2024-11-16",科教文体,A区,2,1,4.0,0,0,0
95357,"2024-11-16",科教文体,B区,3,2,1.93,1,0,2
95358,"2024-11-16",科教文体,C区,2,2,4.45,1,0,2
95359,"2024-11-16",科教文体,D区,3,3,4.55,2,0,3
95360,"2024-11-16",科教文体,E区,2,1,2.72,0,0,0
95361,"2024-11-16",科教文体,F区,3,2,4.31,1,0,1
95362,"2024-11-16",科教文体,G区,3,3,2.38,2,0,3
95363,"2024-11-16",科教文体,H区,1,0,4.49,0,0,0
95364,"2024-11-16",科教文体,I区,3,2,3.81,1,0,2
95365,"2024-11-16",公卫医疗,A区,44,42,3.41,34,6,36
95366,"2024-11-16",公卫医疗,B区,40,35,2.91,24,5,30
95367,"2024-11-16",公卫医疗,C区,49,43,4.37,38,6,41
95368,"2024-11-16",公卫医疗,D区,41,34,2.92,26,5,29
95369,"2024-11-16",公卫医疗,E区,55,45,1.52,34,0,38
95370,"2024-11-16",公卫医疗,F区,41,41,3.38,31,5,40
95371,"2024-11-16",公卫医疗,G区,41,38,1.82,32,2,34
95372,"2024-11-16",公卫医疗,H区,39,32,2.72,23,2,28
95373,"2024-11-16",公卫医疗,I区,41,32,1.61,24,1,32
95374,"2024-11-16",城乡建设,A区,34,33,4.3,29,1,29
95375,"2024-11-16",城乡建设,B区,21,21,4.81,18,2,16
95376,"2024-11-16",城乡建设,C区,29,26,2.62,18,2,23
95377,"2024-11-16",城乡建设,D区,28,24,2.98,21,2,24
95378,"2024-11-16",城乡建设,E区,38,37,3.85,26,1,33
95379,"2024-11-16",城乡建设,F区,27,22,4.87,18,2,18
95380,"2024-11-16",城乡建设,G区,22,21,3.71,14,2,16
95381,"2024-11-16",城乡建设,H区,27,23,2.17,17,3,21
95382,"2024-11-16",城乡建设,I区,16,14,3.13,10,1,12
95383,"2024-11-16",交通运输,A区,17,14,4.57,10,2,11
95384,"2024-11-16",交通运输,B区,12,11,1.18,8,1,8
95385,"2024-11-16",交通运输,C区,8,6,4.52,4,0,6
95386,"2024-11-16",交通运输,D区,18,15,1.15,12,1,12
95387,"2024-11-16",交通运输,E区,16,12,1.64,8,0,9
95388,"2024-11-16",交通运输,F区,15,13,4.98,10,0,13
95389,"2024-11-16",交通运输,G区,18,16,2.51,12,0,13
95390,"2024-11-16",交通运输,H区,16,15,1.33,13,0,14
95391,"2024-11-16",交通运输,I区,10,9,2.32,6,1,9
95392,"2024-11-16",农林牧渔,A区,6,5,3.52,4,0,4
95393,"2024-11-16",农林牧渔,B区,4,3,1.58,2,0,2
95394,"2024-11-16",农林牧渔,C区,6,4,2.52,2,0,4
95395,"2024-11-16",农林牧渔,D区,8,7,1.31,4,1,5
95396,"2024-11-16",农林牧渔,E区,9,7,1.81,6,1,7
95397,"2024-11-16",农林牧渔,F区,7,5,1.79,4,0,5
95398,"2024-11-16",农林牧渔,G区,7,7,2.12,6,1,5
95399,"2024-11-16",农林牧渔,H区,8,7,2.6,4,0,7
95400,"2024-11-16",农林牧渔,I区,5,4,3.49,3,0,3
95401,"2024-11-17",科教文体,A区,13,13,1.12,10,0,12
95402,"2024-11-17",科教文体,B区,12,10,4.34,9,0,8
95403,"2024-11-17",科教文体,C区,17,16,2.02,11,1,13
95404,"2024-11-17",科教文体,D区,18,17,2.91,14,1,17
95405,"2024-11-17",科教文体,E区,8,6,4.49,5,0,6
95406,"2024-11-17",科教文体,F区,10,9,2.55,7,1,7
95407,"2024-11-17",科教文体,G区,15,12,3.15,9,1,9
95408,"2024-11-17",科教文体,H区,9,9,3.92,8,1,8
95409,"2024-11-17",科教文体,I区,17,16,4.67,13,2,16
95410,"2024-11-17",公卫医疗,A区,8,6,4.88,5,0,4
95411,"2024-11-17",公卫医疗,B区,9,8,4.74,5,0,6
95412,"2024-11-17",公卫医疗,C区,12,11,3.84,8,0,10
95413,"2024-11-17",公卫医疗,D区,14,11,4.91,7,1,11
95414,"2024-11-17",公卫医疗,E区,16,14,4.25,9,2,12
95415,"2024-11-17",公卫医疗,F区,12,9,2.23,6,1,7
95416,"2024-11-17",公卫医疗,G区,11,9,2.44,8,1,7
95417,"2024-11-17",公卫医疗,H区,11,9,3.22,6,1,8
95418,"2024-11-17",公卫医疗,I区,13,10,1.42,9,0,8
95419,"2024-11-17",城乡建设,A区,1,0,4.17,0,0,0
95420,"2024-11-17",城乡建设,B区,1,0,2.89,0,0,0
95421,"2024-11-17",城乡建设,C区,1,0,2.38,0,0,0
95422,"2024-11-17",城乡建设,D区,1,0,3.37,0,0,0
95423,"2024-11-17",城乡建设,E区,1,0,2.12,0,0,0
95424,"2024-11-17",城乡建设,F区,1,1,1.04,0,0,0
95425,"2024-11-17",城乡建设,G区,1,0,4.37,0,0,0
95426,"2024-11-17",城乡建设,H区,1,0,4.22,0,0,0
95427,"2024-11-17",城乡建设,I区,1,0,2.98,0,0,0
95428,"2024-11-17",交通运输,A区,11,11,1.58,8,0,11
95429,"2024-11-17",交通运输,B区,20,17,1.7,12,2,15
95430,"2024-11-17",交通运输,C区,14,14,1.01,9,1,12
95431,"2024-11-17",交通运输,D区,15,14,1.98,9,1,13
95432,"2024-11-17",交通运输,E区,21,16,3.63,13,2,12
95433,"2024-11-17",交通运输,F区,20,18,1.88,15,0,16
95434,"2024-11-17",交通运输,G区,20,18,1.66,13,2,15
95435,"2024-11-17",交通运输,H区,21,19,1.76,16,2,17
95436,"2024-11-17",交通运输,I区,17,17,4.66,11,0,17
95437,"2024-11-17",农林牧渔,A区,14,11,3.71,7,1,8
95438,"2024-11-17",农林牧渔,B区,10,8,3.6,6,0,6
95439,"2024-11-17",农林牧渔,C区,16,16,1.82,12,1,14
95440,"2024-11-17",农林牧渔,D区,17,16,1.76,12,1,15
95441,"2024-11-17",农林牧渔,E区,25,20,1.4,18,1,17
95442,"2024-11-17",农林牧渔,F区,15,14,1.33,12,1,12
95443,"2024-11-17",农林牧渔,G区,9,7,3.83,6,0,5
95444,"2024-11-17",农林牧渔,H区,12,12,1.82,9,1,12
95445,"2024-11-17",农林牧渔,I区,9,7,4.99,4,0,7
95446,"2024-11-18",科教文体,A区,28,24,4.39,18,3,23
95447,"2024-11-18",科教文体,B区,25,21,3.15,15,3,16
95448,"2024-11-18",科教文体,C区,27,27,2.37,21,0,23
95449,"2024-11-18",科教文体,D区,20,17,4.44,14,0,13
95450,"2024-11-18",科教文体,E区,30,25,4.43,21,2,23
95451,"2024-11-18",科教文体,F区,24,22,2.44,17,1,22
95452,"2024-11-18",科教文体,G区,30,29,4.62,21,3,24
95453,"2024-11-18",科教文体,H区,27,23,3.57,16,3,19
95454,"2024-11-18",科教文体,I区,31,25,2.8,17,3,21
95455,"2024-11-18",公卫医疗,A区,6,4,2.18,2,0,4
95456,"2024-11-18",公卫医疗,B区,6,4,4.38,2,0,4
95457,"2024-11-18",公卫医疗,C区,3,3,1.23,2,0,3
95458,"2024-11-18",公卫医疗,D区,6,4,4.04,2,0,3
95459,"2024-11-18",公卫医疗,E区,11,10,4.03,7,1,10
95460,"2024-11-18",公卫医疗,F区,2,1,1.48,0,0,1
95461,"2024-11-18",公卫医疗,G区,3,2,1.44,1,0,2
95462,"2024-11-18",公卫医疗,H区,1,0,2.92,0,0,0
95463,"2024-11-18",公卫医疗,I区,8,7,4.94,4,0,7
95464,"2024-11-18",城乡建设,A区,25,25,1.01,18,3,23
95465,"2024-11-18",城乡建设,B区,27,23,2.51,17,0,23
95466,"2024-11-18",城乡建设,C区,19,17,1.58,13,2,15
95467,"2024-11-18",城乡建设,D区,17,13,4.34,9,0,12
95468,"2024-11-18",城乡建设,E区,22,19,1.13,16,1,19
95469,"2024-11-18",城乡建设,F区,18,15,3.01,13,0,15
95470,"2024-11-18",城乡建设,G区,20,17,2.88,11,1,16
95471,"2024-11-18",城乡建设,H区,14,14,2.12,11,2,12
95472,"2024-11-18",城乡建设,I区,20,20,4.12,18,0,16
95473,"2024-11-18",交通运输,A区,11,9,1.72,7,1,9
95474,"2024-11-18",交通运输,B区,14,13,3.13,11,1,10
95475,"2024-11-18",交通运输,C区,10,9,3.84,7,1,8
95476,"2024-11-18",交通运输,D区,5,4,2.91,2,0,3
95477,"2024-11-18",交通运输,E区,20,18,3.64,12,0,15
95478,"2024-11-18",交通运输,F区,9,7,3.6,4,1,6
95479,"2024-11-18",交通运输,G区,11,9,2.36,7,0,8
95480,"2024-11-18",交通运输,H区,10,10,2.33,7,0,10
95481,"2024-11-18",交通运输,I区,17,15,3.25,12,1,14
95482,"2024-11-18",农林牧渔,A区,48,44,4.87,31,6,43
95483,"2024-11-18",农林牧渔,B区,44,40,2.74,29,0,37
95484,"2024-11-18",农林牧渔,C区,38,38,1.2,34,1,34
95485,"2024-11-18",农林牧渔,D区,44,43,2.03,31,6,41
95486,"2024-11-18",农林牧渔,E区,44,42,4.36,36,5,33
95487,"2024-11-18",农林牧渔,F区,42,34,4.63,23,0,34
95488,"2024-11-18",农林牧渔,G区,35,30,3.94,24,0,27
95489,"2024-11-18",农林牧渔,H区,49,48,2.18,43,1,40
95490,"2024-11-18",农林牧渔,I区,56,44,1.8,30,1,37
95491,"2024-11-19",科教文体,A区,15,13,4.42,10,1,10
95492,"2024-11-19",科教文体,B区,26,20,4.23,15,1,17
95493,"2024-11-19",科教文体,C区,18,15,4.04,12,2,15
95494,"2024-11-19",科教文体,D区,27,25,4.5,22,3,25
95495,"2024-11-19",科教文体,E区,16,13,3.77,11,0,11
95496,"2024-11-19",科教文体,F区,14,11,4.78,8,1,8
95497,"2024-11-19",科教文体,G区,18,18,1.38,16,2,14
95498,"2024-11-19",科教文体,H区,17,13,1.96,11,0,11
95499,"2024-11-19",科教文体,I区,23,20,2.2,17,2,20
95500,"2024-11-19",公卫医疗,A区,20,20,3.81,16,2,16
95501,"2024-11-19",公卫医疗,B区,34,29,4.86,24,0,27
95502,"2024-11-19",公卫医疗,C区,33,31,2.26,22,0,25
95503,"2024-11-19",公卫医疗,D区,25,23,3.55,16,0,23
95504,"2024-11-19",公卫医疗,E区,25,25,4.97,19,0,25
95505,"2024-11-19",公卫医疗,F区,26,23,3.84,20,2,22
95506,"2024-11-19",公卫医疗,G区,39,39,1.12,35,1,32
95507,"2024-11-19",公卫医疗,H区,34,32,2.35,24,4,29
95508,"2024-11-19",公卫医疗,I区,34,31,4.7,27,2,25
95509,"2024-11-19",城乡建设,A区,15,13,3.91,11,0,12
95510,"2024-11-19",城乡建设,B区,12,10,3.58,7,1,9
95511,"2024-11-19",城乡建设,C区,11,9,4.32,8,0,9
95512,"2024-11-19",城乡建设,D区,17,15,4.42,10,0,13
95513,"2024-11-19",城乡建设,E区,10,9,1.29,8,1,7
95514,"2024-11-19",城乡建设,F区,14,14,3.36,12,1,13
95515,"2024-11-19",城乡建设,G区,12,9,2.21,8,1,7
95516,"2024-11-19",城乡建设,H区,11,8,2.61,5,1,8
95517,"2024-11-19",城乡建设,I区,16,15,3.58,12,1,12
95518,"2024-11-19",交通运输,A区,22,20,1.95,17,2,18
95519,"2024-11-19",交通运输,B区,21,19,4.84,14,0,16
95520,"2024-11-19",交通运输,C区,31,25,3.69,22,3,20
95521,"2024-11-19",交通运输,D区,20,16,1.96,13,0,16
95522,"2024-11-19",交通运输,E区,17,15,3.8,10,1,14
95523,"2024-11-19",交通运输,F区,16,16,1.49,14,2,15
95524,"2024-11-19",交通运输,G区,16,12,4.35,8,0,11
95525,"2024-11-19",交通运输,H区,19,17,2.96,12,2,15
95526,"2024-11-19",交通运输,I区,17,16,1.1,13,2,13
95527,"2024-11-19",农林牧渔,A区,20,18,3.06,14,2,16
95528,"2024-11-19",农林牧渔,B区,24,20,3.5,17,3,16
95529,"2024-11-19",农林牧渔,C区,28,27,1.54,23,2,23
95530,"2024-11-19",农林牧渔,D区,16,14,3.79,9,0,12
95531,"2024-11-19",农林牧渔,E区,26,24,4.15,18,1,20
95532,"2024-11-19",农林牧渔,F区,24,24,2.33,19,1,23
95533,"2024-11-19",农林牧渔,G区,25,21,3.78,18,3,18
95534,"2024-11-19",农林牧渔,H区,27,21,3.61,17,3,21
95535,"2024-11-19",农林牧渔,I区,24,24,2.78,19,0,23
95536,"2024-11-20",科教文体,A区,21,18,4.19,12,2,15
95537,"2024-11-20",科教文体,B区,25,25,1.43,19,0,25
95538,"2024-11-20",科教文体,C区,25,22,3.19,18,2,22
95539,"2024-11-20",科教文体,D区,31,26,2.59,19,2,26
95540,"2024-11-20",科教文体,E区,19,18,3.48,13,0,14
95541,"2024-11-20",科教文体,F区,36,28,4.86,24,3,25
95542,"2024-11-20",科教文体,G区,31,29,1.17,23,3,29
95543,"2024-11-20",科教文体,H区,29,27,4.17,18,1,23
95544,"2024-11-20",科教文体,I区,24,19,3.73,15,0,16
95545,"2024-11-20",公卫医疗,A区,22,22,3.24,16,0,21
95546,"2024-11-20",公卫医疗,B区,26,20,3.46,16,2,20
95547,"2024-11-20",公卫医疗,C区,22,18,1.47,15,0,15
95548,"2024-11-20",公卫医疗,D区,29,25,3.49,20,3,21
95549,"2024-11-20",公卫医疗,E区,22,17,3.98,15,1,14
95550,"2024-11-20",公卫医疗,F区,21,20,4.04,17,1,16
95551,"2024-11-20",公卫医疗,G区,27,23,3.34,16,3,23
95552,"2024-11-20",公卫医疗,H区,26,25,2.27,22,0,21
95553,"2024-11-20",公卫医疗,I区,23,20,3.11,14,0,20
95554,"2024-11-20",城乡建设,A区,1,0,3.67,0,0,0
95555,"2024-11-20",城乡建设,B区,1,1,2.47,0,0,0
95556,"2024-11-20",城乡建设,C区,1,1,2.37,0,0,0
95557,"2024-11-20",城乡建设,D区,1,1,1.05,0,0,1
95558,"2024-11-20",城乡建设,E区,1,0,3.44,0,0,0
95559,"2024-11-20",城乡建设,F区,1,1,2.29,0,0,1
95560,"2024-11-20",城乡建设,G区,1,0,3.81,0,0,0
95561,"2024-11-20",城乡建设,H区,1,0,2.35,0,0,0
95562,"2024-11-20",城乡建设,I区,1,1,2.18,0,0,0
95563,"2024-11-20",交通运输,A区,7,7,2.0,6,1,7
95564,"2024-11-20",交通运输,B区,5,5,2.24,4,0,4
95565,"2024-11-20",交通运输,C区,6,5,2.34,4,0,5
95566,"2024-11-20",交通运输,D区,5,5,1.17,3,0,4
95567,"2024-11-20",交通运输,E区,5,5,3.23,4,0,5
95568,"2024-11-20",交通运输,F区,7,7,4.29,4,0,6
95569,"2024-11-20",交通运输,G区,4,4,3.11,2,0,4
95570,"2024-11-20",交通运输,H区,6,4,1.67,2,0,3
95571,"2024-11-20",交通运输,I区,4,4,2.04,3,0,4
95572,"2024-11-20",农林牧渔,A区,19,16,3.49,13,2,16
95573,"2024-11-20",农林牧渔,B区,25,25,3.49,17,1,23
95574,"2024-11-20",农林牧渔,C区,32,31,2.3,21,4,31
95575,"2024-11-20",农林牧渔,D区,25,25,1.28,22,2,24
95576,"2024-11-20",农林牧渔,E区,33,31,3.87,25,1,28
95577,"2024-11-20",农林牧渔,F区,24,22,3.83,18,3,18
95578,"2024-11-20",农林牧渔,G区,25,23,4.43,18,1,18
95579,"2024-11-20",农林牧渔,H区,21,20,2.92,17,3,17
95580,"2024-11-20",农林牧渔,I区,18,15,2.51,13,1,13
95581,"2024-11-21",科教文体,A区,12,10,2.17,7,1,9
95582,"2024-11-21",科教文体,B区,14,12,4.02,10,1,11
95583,"2024-11-21",科教文体,C区,10,10,4.44,7,0,10
95584,"2024-11-21",科教文体,D区,18,18,1.15,15,2,18
95585,"2024-11-21",科教文体,E区,11,11,2.71,8,1,8
95586,"2024-11-21",科教文体,F区,9,9,1.53,7,1,9
95587,"2024-11-21",科教文体,G区,10,8,1.47,6,1,7
95588,"2024-11-21",科教文体,H区,16,12,1.9,8,1,12
95589,"2024-11-21",科教文体,I区,13,10,2.3,8,1,10
95590,"2024-11-21",公卫医疗,A区,53,42,3.35,30,4,38
95591,"2024-11-21",公卫医疗,B区,58,54,2.54,44,2,54
95592,"2024-11-21",公卫医疗,C区,44,42,4.47,29,4,39
95593,"2024-11-21",公卫医疗,D区,45,42,3.66,32,5,39
95594,"2024-11-21",公卫医疗,E区,54,49,3.05,42,1,40
95595,"2024-11-21",公卫医疗,F区,49,40,3.25,34,3,38
95596,"2024-11-21",公卫医疗,G区,43,35,2.28,27,4,34
95597,"2024-11-21",公卫医疗,H区,49,46,2.97,37,4,45
95598,"2024-11-21",公卫医疗,I区,57,47,3.77,36,6,39
95599,"2024-11-21",城乡建设,A区,35,34,1.76,25,1,30
95600,"2024-11-21",城乡建设,B区,24,21,3.83,18,0,18
95601,"2024-11-21",城乡建设,C区,57,56,2.33,47,3,55
