"md_id","busi_time","callback_type","callback_cnt","success_cnt","satisfaction_cnt","dissatisfaction_cnt","no_evaluate_cnt","avg_callback_time"
1582,"2023-10-10",1,153,49,35,0,14,4.89
1583,"2023-10-10",2,112,43,10,18,15,0.0
1584,"2023-10-10",3,87,34,21,8,5,1.93
1585,"2023-10-11",1,133,129,115,1,13,9.54
1586,"2023-10-11",2,63,50,1,32,17,0.0
1587,"2023-10-11",3,78,69,49,20,0,4.58
1588,"2023-10-12",1,83,76,4,8,64,3.77
1589,"2023-10-12",2,61,53,27,3,23,0.0
1590,"2023-10-12",3,174,73,2,8,63,4.23
1591,"2023-10-13",1,143,92,1,71,20,2.66
1592,"2023-10-13",2,190,150,76,5,69,0.0
1593,"2023-10-13",3,92,89,55,15,19,2.84
1594,"2023-10-14",1,102,64,3,54,7,4.79
1595,"2023-10-14",2,170,118,64,49,5,0.0
1596,"2023-10-14",3,153,32,27,5,0,4.89
1597,"2023-10-15",1,81,32,28,3,1,5.28
1598,"2023-10-15",2,196,159,101,55,3,0.0
1599,"2023-10-15",3,91,31,5,17,9,2.84
1600,"2023-10-16",1,121,62,5,48,9,3.59
1601,"2023-10-16",2,184,154,29,18,107,0.0
1602,"2023-10-16",3,196,55,3,34,18,3.68
1603,"2023-10-17",1,117,105,26,70,9,2.34
1604,"2023-10-17",2,105,68,24,10,34,0.0
1605,"2023-10-17",3,139,92,0,71,21,3.7
1606,"2023-10-18",1,195,33,30,1,2,6.24
1607,"2023-10-18",2,188,107,64,4,39,0.0
1608,"2023-10-18",3,198,156,136,7,13,4.15
1609,"2023-10-19",1,199,120,28,38,54,3.94
1610,"2023-10-19",2,177,76,62,12,2,0.0
1611,"2023-10-19",3,98,84,28,17,39,2.12
1612,"2023-10-20",1,84,68,33,35,0,3.34
1613,"2023-10-20",2,125,36,15,18,3,0.0
1614,"2023-10-20",3,99,78,29,25,24,1.69
1615,"2023-10-21",1,151,85,77,4,4,6.97
1616,"2023-10-21",2,147,136,133,0,3,0.0
1617,"2023-10-21",3,68,30,14,1,15,1.23
1618,"2023-10-22",1,183,96,20,16,60,9.07
1619,"2023-10-22",2,54,37,35,2,0,0.0
1620,"2023-10-22",3,164,66,44,6,16,4.87
1621,"2023-10-23",1,73,30,13,3,14,4.88
1622,"2023-10-23",2,146,65,22,22,21,0.0
1623,"2023-10-23",3,115,80,15,7,58,1.41
1624,"2023-10-24",1,70,69,60,5,4,4.22
1625,"2023-10-24",2,120,119,65,3,51,0.0
1626,"2023-10-24",3,115,58,13,31,14,1.91
1627,"2023-10-25",1,60,44,33,2,9,8.09
1628,"2023-10-25",2,84,79,38,34,7,0.0
1629,"2023-10-25",3,105,48,4,29,15,4.35
1630,"2023-10-26",1,53,43,7,26,10,5.77
1631,"2023-10-26",2,55,48,18,30,0,0.0
1632,"2023-10-26",3,114,68,13,32,23,1.85
1633,"2023-10-27",1,193,156,131,7,18,4.45
1634,"2023-10-27",2,107,37,2,20,15,0.0
1635,"2023-10-27",3,118,35,32,0,3,3.39
1636,"2023-10-28",1,51,35,23,6,6,8.83
1637,"2023-10-28",2,117,107,89,9,9,0.0
1638,"2023-10-28",3,124,92,63,27,2,3.12
1639,"2023-10-29",1,91,45,7,2,36,9.08
1640,"2023-10-29",2,180,126,59,20,47,0.0
1641,"2023-10-29",3,187,108,40,63,5,2.3
1642,"2023-10-30",1,105,61,36,15,10,4.78
1643,"2023-10-30",2,77,34,2,26,6,0.0
1644,"2023-10-30",3,188,107,41,47,19,2.02
1645,"2023-10-31",1,181,49,48,1,0,8.72
1646,"2023-10-31",2,112,56,14,40,2,0.0
1647,"2023-10-31",3,160,49,33,11,5,1.02
1648,"2023-11-01",1,107,94,44,44,6,6.01
1649,"2023-11-01",2,166,160,125,24,11,0.0
1650,"2023-11-01",3,84,40,23,1,16,3.55
1651,"2023-11-02",1,53,31,5,16,10,3.73
1652,"2023-11-02",2,152,78,24,24,30,0.0
1653,"2023-11-02",3,190,63,59,4,0,1.85
1654,"2023-11-03",1,53,50,16,14,20,4.67
1655,"2023-11-03",2,92,39,12,5,22,0.0
1656,"2023-11-03",3,103,47,16,30,1,3.97
1657,"2023-11-04",1,156,88,72,5,11,9.34
1658,"2023-11-04",2,50,49,8,0,41,0.0
1659,"2023-11-04",3,91,43,4,15,24,2.94
1660,"2023-11-05",1,112,53,8,23,22,4.76
1661,"2023-11-05",2,168,146,116,4,26,0.0
1662,"2023-11-05",3,136,74,24,17,33,4.58
1663,"2023-11-06",1,115,111,50,28,33,5.33
1664,"2023-11-06",2,70,43,16,21,6,0.0
1665,"2023-11-06",3,166,133,105,28,0,3.81
1666,"2023-11-07",1,183,152,60,13,79,7.29
1667,"2023-11-07",2,72,63,56,7,0,0.0
1668,"2023-11-07",3,125,113,63,40,10,2.55
1669,"2023-11-08",1,147,145,97,36,12,8.5
1670,"2023-11-08",2,148,56,9,39,8,0.0
1671,"2023-11-08",3,76,40,27,1,12,3.25
1672,"2023-11-09",1,90,32,21,4,7,9.14
1673,"2023-11-09",2,169,82,62,19,1,0.0
1674,"2023-11-09",3,59,39,8,10,21,1.89
1675,"2023-11-10",1,190,60,39,14,7,9.8
1676,"2023-11-10",2,83,54,30,18,6,0.0
1677,"2023-11-10",3,143,72,23,4,45,3.96
1678,"2023-11-11",1,138,118,26,6,86,5.95
1679,"2023-11-11",2,139,82,69,7,6,0.0
1680,"2023-11-11",3,118,101,23,39,39,4.59
1681,"2023-11-12",1,89,79,9,16,54,8.15
1682,"2023-11-12",2,80,69,38,0,31,0.0
1683,"2023-11-12",3,118,99,85,4,10,1.59
1684,"2023-11-13",1,80,56,20,9,27,2.6
1685,"2023-11-13",2,70,37,34,2,1,0.0
1686,"2023-11-13",3,178,96,35,12,49,3.46
1687,"2023-11-14",1,186,68,48,7,13,9.88
1688,"2023-11-14",2,106,52,6,26,20,0.0
1689,"2023-11-14",3,150,94,16,20,58,2.56
1690,"2023-11-15",1,191,149,87,27,35,6.92
1691,"2023-11-15",2,159,65,63,0,2,0.0
1692,"2023-11-15",3,155,126,103,7,16,1.79
1693,"2023-11-16",1,73,37,32,2,3,7.12
1694,"2023-11-16",2,70,56,54,0,2,0.0
1695,"2023-11-16",3,121,34,10,14,10,3.45
1696,"2023-11-17",1,185,65,40,14,11,8.14
1697,"2023-11-17",2,179,74,47,24,3,0.0
1698,"2023-11-17",3,177,114,83,14,17,1.31
1699,"2023-11-18",1,155,103,35,28,40,8.06
1700,"2023-11-18",2,151,120,104,0,16,0.0
1701,"2023-11-18",3,157,50,44,1,5,3.51
1702,"2023-11-19",1,67,57,28,23,6,5.07
1703,"2023-11-19",2,167,81,11,58,12,0.0
1704,"2023-11-19",3,85,77,9,65,3,4.06
1705,"2023-11-20",1,62,42,2,25,15,7.25
1706,"2023-11-20",2,103,71,14,50,7,0.0
1707,"2023-11-20",3,183,55,2,23,30,1.55
1708,"2023-11-21",1,100,84,22,39,23,9.75
1709,"2023-11-21",2,159,101,26,14,61,0.0
1710,"2023-11-21",3,92,83,75,1,7,1.44
1711,"2023-11-22",1,180,93,56,33,4,5.15
1712,"2023-11-22",2,59,33,24,4,5,0.0
1713,"2023-11-22",3,165,40,11,29,0,4.76
1714,"2023-11-23",1,122,100,54,16,30,7.47
1715,"2023-11-23",2,175,95,88,3,4,0.0
1716,"2023-11-23",3,55,52,11,6,35,4.37
1717,"2023-11-24",1,61,51,51,0,0,2.94
1718,"2023-11-24",2,172,69,1,35,33,0.0
1719,"2023-11-24",3,164,100,46,0,54,4.59
1720,"2023-11-25",1,171,161,145,15,1,4.62
1721,"2023-11-25",2,72,51,9,35,7,0.0
1722,"2023-11-25",3,184,57,47,2,8,2.01
1723,"2023-11-26",1,91,40,9,30,1,8.94
1724,"2023-11-26",2,151,72,69,3,0,0.0
1725,"2023-11-26",3,128,48,34,0,14,1.65
1726,"2023-11-27",1,129,50,49,1,0,7.96
1727,"2023-11-27",2,161,158,143,2,13,0.0
1728,"2023-11-27",3,117,70,26,28,16,1.41
1729,"2023-11-28",1,56,51,3,16,32,7.71
1730,"2023-11-28",2,171,45,39,2,4,0.0
1731,"2023-11-28",3,177,51,51,0,0,2.83
1732,"2023-11-29",1,74,30,27,2,1,6.05
1733,"2023-11-29",2,122,67,19,2,46,0.0
1734,"2023-11-29",3,89,70,64,6,0,4.72
1735,"2023-11-30",1,152,46,13,30,3,2.21
1736,"2023-11-30",2,112,76,32,19,25,0.0
1737,"2023-11-30",3,131,108,103,3,2,4.42
1738,"2023-12-01",1,57,52,41,8,3,3.82
1739,"2023-12-01",2,107,81,44,16,21,0.0
1740,"2023-12-01",3,148,32,20,2,10,2.64
1741,"2023-12-02",1,62,38,33,0,5,2.5
1742,"2023-12-02",2,184,70,5,46,19,0.0
1743,"2023-12-02",3,167,102,58,9,35,4.58
1744,"2023-12-03",1,195,98,14,81,3,5.64
1745,"2023-12-03",2,77,40,33,6,1,0.0
1746,"2023-12-03",3,190,97,24,58,15,2.32
1747,"2023-12-04",1,119,71,37,21,13,3.83
1748,"2023-12-04",2,178,120,114,1,5,0.0
1749,"2023-12-04",3,187,122,120,0,2,1.24
1750,"2023-12-05",1,103,42,35,2,5,5.13
1751,"2023-12-05",2,132,52,46,4,2,0.0
1752,"2023-12-05",3,164,96,16,0,80,1.83
1753,"2023-12-06",1,127,95,80,9,6,9.69
1754,"2023-12-06",2,190,155,100,32,23,0.0
1755,"2023-12-06",3,128,99,30,67,2,2.47
1756,"2023-12-07",1,92,65,32,4,29,3.0
1757,"2023-12-07",2,143,66,50,13,3,0.0
1758,"2023-12-07",3,198,37,27,9,1,3.03
1759,"2023-12-08",1,81,68,52,14,2,8.84
1760,"2023-12-08",2,108,80,31,38,11,0.0
1761,"2023-12-08",3,183,114,62,28,24,3.97
1762,"2023-12-09",1,82,79,37,27,15,7.97
1763,"2023-12-09",2,85,78,36,37,5,0.0
1764,"2023-12-09",3,193,63,41,22,0,4.21
1765,"2023-12-10",1,145,91,60,30,1,9.26
1766,"2023-12-10",2,154,103,96,3,4,0.0
1767,"2023-12-10",3,144,50,10,14,26,4.14
1768,"2023-12-11",1,112,62,60,2,0,4.24
1769,"2023-12-11",2,97,35,10,8,17,0.0
1770,"2023-12-11",3,140,131,107,14,10,4.17
1771,"2023-12-12",1,107,31,24,1,6,6.37
1772,"2023-12-12",2,146,136,22,47,67,0.0
1773,"2023-12-12",3,123,119,82,11,26,4.73
1774,"2023-12-13",1,117,98,29,41,28,2.5
1775,"2023-12-13",2,144,139,56,74,9,0.0
1776,"2023-12-13",3,65,37,23,12,2,5.0
1777,"2023-12-14",1,139,130,3,120,7,7.91
1778,"2023-12-14",2,116,104,11,69,24,0.0
1779,"2023-12-14",3,121,46,12,2,32,1.43
1780,"2023-12-15",1,159,96,96,0,0,3.64
1781,"2023-12-15",2,196,32,19,13,0,0.0
1782,"2023-12-15",3,195,190,175,7,8,3.34
1783,"2023-12-16",1,196,164,41,80,43,9.03
1784,"2023-12-16",2,55,35,2,14,19,0.0
1785,"2023-12-16",3,187,173,39,87,47,4.61
1786,"2023-12-17",1,100,91,25,13,53,6.24
1787,"2023-12-17",2,104,52,38,4,10,0.0
1788,"2023-12-17",3,136,77,21,13,43,2.19
1789,"2023-12-18",1,197,160,35,65,60,3.32
1790,"2023-12-18",2,113,49,6,15,28,0.0
1791,"2023-12-18",3,150,124,6,75,43,2.75
1792,"2023-12-19",1,160,156,88,52,16,6.44
1793,"2023-12-19",2,82,33,33,0,0,0.0
1794,"2023-12-19",3,63,33,3,20,10,1.14
1795,"2023-12-20",1,188,41,1,1,39,9.67
1796,"2023-12-20",2,134,90,12,75,3,0.0
1797,"2023-12-20",3,189,60,30,11,19,3.67
1798,"2023-12-21",1,126,114,19,15,80,7.61
1799,"2023-12-21",2,176,50,47,1,2,0.0
1800,"2023-12-21",3,89,64,29,21,14,4.79
1801,"2023-12-22",1,98,31,0,29,2,7.53
1802,"2023-12-22",2,158,42,6,12,24,0.0
1803,"2023-12-22",3,80,41,28,7,6,3.05
1804,"2023-12-23",1,197,133,12,29,92,7.03
1805,"2023-12-23",2,90,31,4,23,4,0.0
1806,"2023-12-23",3,64,56,25,12,19,2.79
1807,"2023-12-24",1,200,32,9,17,6,8.22
1808,"2023-12-24",2,86,51,39,5,7,0.0
1809,"2023-12-24",3,70,40,34,1,5,2.99
1810,"2023-12-25",1,184,46,33,12,1,3.84
1811,"2023-12-25",2,109,49,39,2,8,0.0
1812,"2023-12-25",3,167,104,84,6,14,3.55
1813,"2023-12-26",1,102,37,8,26,3,2.42
1814,"2023-12-26",2,82,79,29,8,42,0.0
1815,"2023-12-26",3,157,89,31,16,42,4.5
1816,"2023-12-27",1,154,60,49,10,1,7.12
1817,"2023-12-27",2,144,69,56,8,5,0.0
1818,"2023-12-27",3,152,55,26,12,17,1.66
1819,"2023-12-28",1,187,119,85,19,15,7.31
1820,"2023-12-28",2,154,81,14,32,35,0.0
1821,"2023-12-28",3,137,102,16,46,40,2.19
1822,"2023-12-29",1,78,77,49,7,21,7.7
1823,"2023-12-29",2,184,92,70,9,13,0.0
1824,"2023-12-29",3,128,57,31,5,21,2.27
1825,"2023-12-30",1,79,44,21,21,2,6.36
1826,"2023-12-30",2,140,136,10,48,78,0.0
1827,"2023-12-30",3,109,41,21,13,7,1.09
1828,"2023-12-31",1,150,84,65,18,1,8.73
1829,"2023-12-31",2,59,49,44,3,2,0.0
1830,"2023-12-31",3,191,144,116,17,11,4.36
1831,"2024-01-01",1,135,93,32,1,60,7.44
1832,"2024-01-01",2,166,42,15,1,26,0.0
1833,"2024-01-01",3,96,65,15,16,34,3.98
1834,"2024-01-02",1,73,43,38,2,3,5.12
1835,"2024-01-02",2,51,33,9,18,6,0.0
1836,"2024-01-02",3,184,90,78,8,4,1.14
1837,"2024-01-03",1,76,52,45,5,2,8.57
1838,"2024-01-03",2,88,59,6,7,46,0.0
1839,"2024-01-03",3,100,91,41,25,25,2.59
1840,"2024-01-04",1,104,103,96,7,0,3.64
1841,"2024-01-04",2,118,39,37,2,0,0.0
1842,"2024-01-04",3,189,65,16,8,41,2.1
1843,"2024-01-05",1,124,88,32,43,13,3.88
1844,"2024-01-05",2,136,100,74,10,16,0.0
1845,"2024-01-05",3,133,38,4,16,18,3.17
1846,"2024-01-06",1,128,54,0,34,20,4.26
1847,"2024-01-06",2,156,97,96,0,1,0.0
1848,"2024-01-06",3,99,58,18,1,39,1.1
1849,"2024-01-07",1,100,48,19,22,7,7.67
1850,"2024-01-07",2,145,82,12,29,41,0.0
1851,"2024-01-07",3,78,42,35,5,2,2.97
1852,"2024-01-08",1,108,65,33,8,24,6.75
1853,"2024-01-08",2,90,63,3,6,54,0.0
1854,"2024-01-08",3,66,36,10,18,8,1.31
1855,"2024-01-09",1,54,37,31,6,0,5.87
1856,"2024-01-09",2,68,32,1,20,11,0.0
1857,"2024-01-09",3,104,83,34,43,6,4.53
1858,"2024-01-10",1,184,113,68,33,12,5.59
1859,"2024-01-10",2,165,148,119,13,16,0.0
1860,"2024-01-10",3,90,45,8,28,9,4.42
1861,"2024-01-11",1,117,64,59,0,5,2.92
1862,"2024-01-11",2,147,96,89,7,0,0.0
1863,"2024-01-11",3,133,81,73,4,4,2.34
1864,"2024-01-12",1,134,104,8,59,37,2.33
1865,"2024-01-12",2,149,98,84,0,14,0.0
1866,"2024-01-12",3,60,53,15,25,13,4.64
1867,"2024-01-13",1,55,39,28,2,9,6.77
1868,"2024-01-13",2,111,48,12,9,27,0.0
1869,"2024-01-13",3,157,134,32,48,54,4.06
1870,"2024-01-14",1,178,52,35,10,7,8.95
1871,"2024-01-14",2,87,70,27,5,38,0.0
1872,"2024-01-14",3,69,35,26,4,5,4.0
1873,"2024-01-15",1,149,55,20,28,7,7.93
1874,"2024-01-15",2,130,46,12,27,7,0.0
1875,"2024-01-15",3,71,61,40,7,14,4.07
1876,"2024-01-16",1,183,103,16,47,40,5.89
1877,"2024-01-16",2,151,41,40,1,0,0.0
1878,"2024-01-16",3,99,62,32,19,11,2.76
1879,"2024-01-17",1,151,104,7,61,36,8.4
1880,"2024-01-17",2,80,76,14,47,15,0.0
1881,"2024-01-17",3,197,145,40,85,20,4.43
1882,"2024-01-18",1,149,50,24,18,8,9.91
1883,"2024-01-18",2,125,120,100,12,8,0.0
1884,"2024-01-18",3,84,68,46,11,11,1.42
1885,"2024-01-19",1,189,163,27,129,7,2.44
1886,"2024-01-19",2,186,155,114,30,11,0.0
1887,"2024-01-19",3,89,64,49,8,7,4.14
1888,"2024-01-20",1,117,101,0,84,17,6.21
1889,"2024-01-20",2,92,86,12,12,62,0.0
1890,"2024-01-20",3,155,110,98,10,2,1.99
1891,"2024-01-21",1,160,50,46,0,4,3.03
1892,"2024-01-21",2,164,43,33,3,7,0.0
1893,"2024-01-21",3,190,81,18,20,43,2.73
1894,"2024-01-22",1,142,130,18,82,30,4.86
1895,"2024-01-22",2,142,59,48,2,9,0.0
1896,"2024-01-22",3,139,135,2,87,46,4.25
1897,"2024-01-23",1,69,57,44,3,10,9.64
1898,"2024-01-23",2,182,85,4,42,39,0.0
1899,"2024-01-23",3,121,101,53,15,33,1.44
1900,"2024-01-24",1,142,34,1,17,16,2.76
1901,"2024-01-24",2,143,122,33,49,40,0.0
1902,"2024-01-24",3,198,168,18,119,31,4.22
1903,"2024-01-25",1,141,71,38,10,23,4.99
1904,"2024-01-25",2,89,31,8,17,6,0.0
1905,"2024-01-25",3,65,48,43,3,2,2.85
1906,"2024-01-26",1,188,140,31,97,12,6.65
1907,"2024-01-26",2,101,72,53,17,2,0.0
1908,"2024-01-26",3,106,52,18,28,6,1.17
1909,"2024-01-27",1,135,98,73,10,15,5.78
1910,"2024-01-27",2,102,83,38,7,38,0.0
1911,"2024-01-27",3,81,47,5,2,40,4.97
1912,"2024-01-28",1,151,84,37,16,31,6.82
1913,"2024-01-28",2,73,60,34,8,18,0.0
1914,"2024-01-28",3,193,95,48,28,19,3.32
1915,"2024-01-29",1,185,102,50,27,25,2.55
1916,"2024-01-29",2,132,93,32,11,50,0.0
1917,"2024-01-29",3,54,45,17,9,19,2.75
1918,"2024-01-30",1,116,64,38,22,4,3.34
1919,"2024-01-30",2,89,72,60,11,1,0.0
1920,"2024-01-30",3,138,33,27,2,4,1.21
1921,"2024-01-31",1,141,49,10,26,13,3.0
1922,"2024-01-31",2,124,85,19,47,19,0.0
1923,"2024-01-31",3,137,90,45,13,32,1.51
1924,"2024-02-01",1,70,38,32,1,5,5.22
1925,"2024-02-01",2,132,69,51,11,7,0.0
1926,"2024-02-01",3,148,33,30,3,0,3.17
1927,"2024-02-02",1,54,32,3,26,3,8.77
1928,"2024-02-02",2,66,48,39,3,6,0.0
1929,"2024-02-02",3,91,39,26,6,7,3.83
1930,"2024-02-03",1,106,103,79,0,24,6.69
1931,"2024-02-03",2,180,137,136,0,1,0.0
1932,"2024-02-03",3,128,63,14,25,24,2.28
1933,"2024-02-04",1,139,52,28,15,9,4.15
1934,"2024-02-04",2,125,33,13,0,20,0.0
1935,"2024-02-04",3,68,42,29,5,8,3.04
1936,"2024-02-05",1,104,48,11,31,6,9.16
1937,"2024-02-05",2,124,49,2,33,14,0.0
1938,"2024-02-05",3,114,80,79,1,0,4.1
1939,"2024-02-06",1,129,56,39,2,15,7.54
1940,"2024-02-06",2,143,114,12,65,37,0.0
1941,"2024-02-06",3,101,95,88,6,1,3.89
1942,"2024-02-07",1,108,98,58,24,16,8.56
1943,"2024-02-07",2,84,70,55,13,2,0.0
1944,"2024-02-07",3,138,108,9,27,72,4.36
1945,"2024-02-08",1,159,129,91,13,25,9.5
1946,"2024-02-08",2,112,54,8,9,37,0.0
1947,"2024-02-08",3,168,107,99,1,7,3.12
1948,"2024-02-09",1,125,83,47,7,29,4.64
1949,"2024-02-09",2,123,68,49,12,7,0.0
1950,"2024-02-09",3,52,42,4,38,0,4.15
1951,"2024-02-10",1,89,56,15,35,6,2.42
1952,"2024-02-10",2,164,59,34,7,18,0.0
1953,"2024-02-10",3,106,57,40,15,2,3.11
1954,"2024-02-11",1,99,82,2,51,29,8.34
1955,"2024-02-11",2,185,170,61,61,48,0.0
1956,"2024-02-11",3,166,129,94,19,16,1.93
1957,"2024-02-12",1,198,113,43,56,14,6.06
1958,"2024-02-12",2,169,110,75,34,1,0.0
1959,"2024-02-12",3,99,70,28,19,23,3.74
1960,"2024-02-13",1,147,38,12,15,11,2.09
1961,"2024-02-13",2,88,67,20,37,10,0.0
1962,"2024-02-13",3,50,37,20,10,7,1.08
1963,"2024-02-14",1,150,115,102,1,12,2.67
1964,"2024-02-14",2,52,31,2,28,1,0.0
1965,"2024-02-14",3,125,70,29,6,35,4.22
1966,"2024-02-15",1,102,33,28,0,5,7.39
1967,"2024-02-15",2,184,165,6,85,74,0.0
1968,"2024-02-15",3,158,121,60,61,0,2.49
1969,"2024-02-16",1,104,103,32,57,14,7.48
1970,"2024-02-16",2,107,68,34,17,17,0.0
1971,"2024-02-16",3,173,38,29,9,0,1.95
1972,"2024-02-17",1,157,127,127,0,0,6.03
1973,"2024-02-17",2,195,78,62,8,8,0.0
1974,"2024-02-17",3,88,73,37,21,15,2.21
1975,"2024-02-18",1,190,108,36,29,43,9.27
1976,"2024-02-18",2,74,69,2,11,56,0.0
1977,"2024-02-18",3,58,49,31,7,11,2.49
1978,"2024-02-19",1,168,40,25,8,7,3.89
1979,"2024-02-19",2,119,46,10,17,19,0.0
1980,"2024-02-19",3,154,114,61,14,39,1.83
1981,"2024-02-20",1,98,97,75,17,5,7.17
1982,"2024-02-20",2,93,90,46,7,37,0.0
1983,"2024-02-20",3,197,194,9,64,121,3.0
1984,"2024-02-21",1,91,71,9,43,19,5.83
1985,"2024-02-21",2,90,68,14,5,49,0.0
1986,"2024-02-21",3,159,77,21,34,22,1.46
1987,"2024-02-22",1,101,50,8,6,36,4.49
1988,"2024-02-22",2,103,53,38,9,6,0.0
1989,"2024-02-22",3,200,136,131,0,5,3.7
1990,"2024-02-23",1,155,103,37,3,63,5.75
1991,"2024-02-23",2,161,117,7,38,72,0.0
1992,"2024-02-23",3,51,40,19,21,0,1.17
1993,"2024-02-24",1,122,78,35,40,3,4.56
1994,"2024-02-24",2,65,61,1,47,13,0.0
1995,"2024-02-24",3,118,103,24,41,38,1.9
1996,"2024-02-25",1,121,97,55,1,41,9.88
1997,"2024-02-25",2,161,104,4,21,79,0.0
1998,"2024-02-25",3,84,62,28,34,0,1.75
1999,"2024-02-26",1,88,30,16,12,2,9.88
2000,"2024-02-26",2,143,76,7,5,64,0.0
2001,"2024-02-26",3,68,48,37,8,3,1.63
2002,"2024-02-27",1,196,58,33,14,11,4.74
2003,"2024-02-27",2,196,150,140,5,5,0.0
2004,"2024-02-27",3,178,66,10,33,23,4.45
2005,"2024-02-28",1,89,43,26,6,11,7.14
2006,"2024-02-28",2,78,74,7,49,18,0.0
2007,"2024-02-28",3,82,62,19,27,16,3.5
2008,"2024-02-29",1,84,31,5,9,17,3.53
2009,"2024-02-29",2,157,91,72,17,2,0.0
2010,"2024-02-29",3,129,120,106,10,4,2.92
2011,"2024-03-01",1,124,101,60,0,41,6.41
2012,"2024-03-01",2,70,34,1,32,1,0.0
2013,"2024-03-01",3,189,142,71,54,17,1.44
2014,"2024-03-02",1,129,37,9,23,5,3.51
2015,"2024-03-02",2,67,50,1,38,11,0.0
2016,"2024-03-02",3,109,90,25,38,27,2.45
2017,"2024-03-03",1,154,48,29,9,10,3.38
2018,"2024-03-03",2,135,104,54,6,44,0.0
2019,"2024-03-03",3,152,31,19,3,9,4.88
2020,"2024-03-04",1,104,74,63,5,6,8.55
2021,"2024-03-04",2,74,57,38,5,14,0.0
2022,"2024-03-04",3,199,182,146,11,25,2.56
2023,"2024-03-05",1,108,87,23,18,46,2.62
2024,"2024-03-05",2,196,139,74,40,25,0.0
2025,"2024-03-05",3,157,76,31,15,30,1.52
2026,"2024-03-06",1,172,70,6,20,44,7.42
2027,"2024-03-06",2,149,139,13,73,53,0.0
2028,"2024-03-06",3,89,35,9,13,13,4.1
2029,"2024-03-07",1,191,69,14,47,8,7.3
2030,"2024-03-07",2,130,45,34,5,6,0.0
2031,"2024-03-07",3,108,60,27,18,15,1.07
2032,"2024-03-08",1,122,96,45,5,46,8.11
2033,"2024-03-08",2,144,101,87,10,4,0.0
2034,"2024-03-08",3,162,113,29,59,25,2.23
2035,"2024-03-09",1,194,137,118,10,9,3.9
2036,"2024-03-09",2,119,115,85,12,18,0.0
2037,"2024-03-09",3,100,34,23,4,7,1.83
2038,"2024-03-10",1,172,112,54,56,2,4.99
2039,"2024-03-10",2,109,41,24,10,7,0.0
2040,"2024-03-10",3,170,78,72,3,3,1.35
2041,"2024-03-11",1,74,72,71,1,0,9.38
2042,"2024-03-11",2,157,90,88,2,0,0.0
2043,"2024-03-11",3,68,44,1,14,29,2.16
2044,"2024-03-12",1,189,157,17,99,41,8.58
2045,"2024-03-12",2,94,39,33,6,0,0.0
2046,"2024-03-12",3,55,42,22,18,2,2.27
2047,"2024-03-13",1,135,124,60,32,32,2.34
2048,"2024-03-13",2,182,147,73,19,55,0.0
2049,"2024-03-13",3,82,56,56,0,0,3.48
2050,"2024-03-14",1,161,77,26,16,35,6.47
2051,"2024-03-14",2,78,69,25,24,20,0.0
2052,"2024-03-14",3,175,32,24,1,7,3.39
2053,"2024-03-15",1,54,46,30,10,6,2.7
2054,"2024-03-15",2,89,54,44,8,2,0.0
2055,"2024-03-15",3,169,73,14,25,34,1.87
2056,"2024-03-16",1,81,62,18,6,38,4.61
2057,"2024-03-16",2,155,70,10,34,26,0.0
2058,"2024-03-16",3,75,68,58,0,10,3.89
2059,"2024-03-17",1,135,101,80,20,1,6.03
2060,"2024-03-17",2,65,32,6,11,15,0.0
2061,"2024-03-17",3,190,177,135,14,28,3.82
2062,"2024-03-18",1,166,45,30,13,2,8.48
2063,"2024-03-18",2,89,82,56,21,5,0.0
2064,"2024-03-18",3,111,102,80,13,9,2.39
2065,"2024-03-19",1,130,67,12,6,49,4.37
2066,"2024-03-19",2,99,54,40,13,1,0.0
2067,"2024-03-19",3,108,33,15,9,9,4.24
2068,"2024-03-20",1,194,131,91,5,35,3.92
2069,"2024-03-20",2,100,79,50,25,4,0.0
2070,"2024-03-20",3,102,95,74,10,11,3.6
2071,"2024-03-21",1,82,77,45,24,8,4.41
2072,"2024-03-21",2,85,84,11,19,54,0.0
2073,"2024-03-21",3,171,112,14,47,51,4.94
2074,"2024-03-22",1,87,37,27,10,0,6.84
2075,"2024-03-22",2,185,48,2,21,25,0.0
2076,"2024-03-22",3,118,94,17,55,22,3.27
2077,"2024-03-23",1,110,81,41,0,40,2.52
2078,"2024-03-23",2,58,40,20,11,9,0.0
2079,"2024-03-23",3,74,61,17,13,31,1.66
2080,"2024-03-24",1,121,45,1,31,13,4.41
2081,"2024-03-24",2,54,35,6,23,6,0.0
2082,"2024-03-24",3,93,37,22,10,5,3.09
2083,"2024-03-25",1,136,106,74,10,22,6.93
2084,"2024-03-25",2,84,49,23,4,22,0.0
2085,"2024-03-25",3,128,30,21,9,0,1.72
2086,"2024-03-26",1,173,79,18,18,43,3.64
2087,"2024-03-26",2,88,37,31,6,0,0.0
2088,"2024-03-26",3,68,49,34,13,2,4.08
2089,"2024-03-27",1,154,123,30,50,43,7.82
2090,"2024-03-27",2,169,164,47,38,79,0.0
2091,"2024-03-27",3,128,110,100,0,10,3.58
2092,"2024-03-28",1,185,64,53,6,5,6.61
2093,"2024-03-28",2,179,111,106,3,2,0.0
2094,"2024-03-28",3,134,88,36,1,51,1.73
2095,"2024-03-29",1,145,83,60,20,3,3.52
2096,"2024-03-29",2,122,117,20,79,18,0.0
