"md_id","busi_date","region_name","org_level","total_orders","process_orders","pending_orders","night_orders","cancelled_orders","avg_response_time","avg_finish_time","first_contact_resolved","escalation_cnt","repeat_cnt","online_channel_cnt","phone_channel_cnt","email_channel_cnt","mobile_app_cnt","alert_timeout_sign_orders","alert_timeout_process_orders","alert_repeat_exceed_orders","alert_sentiment_keyword_orders","high_priority_cnt","medium_priority_cnt","low_priority_cnt","overdue_pct","satisfaction_score","handler_cnt","bot_handled_cnt","handover_cnt","top_keyword_1","top_keyword_1_cnt","top_keyword_2","top_keyword_2_cnt","top_keyword_3","top_keyword_3_cnt","early_response_orders","late_response_orders","avg_wait_time_user","repeat_user_cnt","first_time_user_cnt","multi_channel_user_cnt","escalated_user_cnt","followup_orders","feedback_received_cnt","auto_reply_cnt","manual_reply_cnt","satisfaction_survey_sent","satisfaction_survey_responded","avg_survey_response_time"
5395,"2024-10-16",A市,1,536,477,59,64,49,157.95,63.45,14,40,7,178,226,96,36,4,26,18,21,115,217,204,19.17,85.31,3,418,93,宽带,89,供电,285,污染,173,468,16,34.45,204,161,182,167,43,21,349,32,102,55,56.91
5396,"2024-10-16",B市,1,753,586,167,188,64,184.29,47.83,155,24,2,111,94,261,287,47,30,23,31,300,144,309,11.99,72.78,12,89,81,安全,743,交通,326,供电,203,52,461,74.75,49,71,62,7,484,477,572,12,231,2,88.44
5397,"2024-10-16",A县,2,461,366,95,189,28,271.17,89.88,5,9,5,135,138,111,77,28,9,3,36,108,58,295,11.64,39.44,7,336,45,垃圾,270,信号,225,交通,361,343,71,20.81,213,72,267,11,138,127,222,62,150,130,55.03
5398,"2024-10-16",B县,2,279,262,17,112,13,68.8,58.47,4,13,4,119,6,133,21,20,22,4,3,11,106,162,15.2,30.76,19,161,11,停电,249,网络,230,垃圾,152,238,37,19.28,76,75,37,17,135,26,73,181,170,45,69.34
5399,"2024-10-16",A1镇,3,115,112,3,25,1,129.59,80.38,25,1,0,48,4,30,33,2,5,2,2,55,51,9,13.65,44.45,20,51,0,卫生,29,排水,46,停电,40,72,16,90.55,69,37,38,102,21,20,68,13,76,19,35.86
5400,"2024-10-16",B1镇,3,998,831,167,290,65,276.94,79.25,164,65,16,272,203,236,287,84,81,31,69,529,280,189,11.96,50.37,20,503,79,外卖,545,网络,680,停车,367,343,123,79.95,279,2,11,235,479,114,606,64,510,262,42.65
5401,"2024-10-17",A市,1,833,671,162,384,2,113.99,50.46,7,33,10,244,226,277,86,35,24,35,15,311,261,261,6.34,65.21,5,215,25,路灯,316,快递,686,漏水,465,448,94,82.08,210,71,12,211,8,7,598,66,312,35,12.14
5402,"2024-10-17",B市,1,513,410,103,67,24,270.73,65.27,97,45,14,137,178,171,27,11,39,4,48,152,180,181,1.65,44.89,12,228,88,宽带,294,排水,133,垃圾,243,332,94,13.85,81,5,76,54,36,17,208,112,192,121,94.05
5403,"2024-10-17",A县,2,244,202,42,59,6,119.26,72.43,52,22,2,17,186,14,27,4,15,4,7,112,97,35,18.08,56.07,3,180,4,道路,66,快递,200,网络,28,200,18,99.24,58,111,35,59,33,20,132,0,151,98,33.17
5404,"2024-10-17",B县,2,557,456,101,33,41,200.78,72.12,133,20,25,163,118,77,199,24,13,9,11,335,46,176,6.56,75.9,14,396,52,道路,134,卫生,496,安全,278,69,393,94.11,153,198,217,263,230,122,152,76,129,103,39.79
5405,"2024-10-17",A1镇,3,744,716,28,164,19,290.75,66.44,167,57,15,236,202,60,246,35,34,35,28,177,168,399,10.67,34.38,10,497,76,垃圾,572,供水,650,外卖,606,252,247,13.76,33,15,46,35,32,31,407,246,69,12,59.92
5406,"2024-10-17",B1镇,3,940,817,123,332,59,205.17,63.47,23,87,26,33,369,334,204,83,35,46,58,303,270,367,19.9,69.61,11,754,67,停电,874,垃圾,530,排水,253,785,73,43.7,316,177,170,405,570,202,706,1,353,213,19.36
5407,"2024-10-18",A市,1,288,268,20,65,13,69.46,41.98,12,1,12,23,28,102,135,2,28,13,20,62,69,157,10.55,57.61,9,51,51,漏水,66,燃气,149,卫生,106,66,110,71.52,47,9,6,7,152,16,156,102,143,42,16.99
5408,"2024-10-18",B市,1,778,739,39,213,68,22.41,36.26,206,38,8,266,197,158,157,4,31,15,29,373,350,55,8.19,73.23,6,518,53,电梯,430,道路,666,违建,715,50,21,25.91,192,81,251,160,82,42,490,171,285,129,10.98
5409,"2024-10-18",A县,2,133,124,9,9,11,193.38,88.56,16,8,4,30,72,2,29,2,6,4,1,39,43,51,16.06,95.88,6,90,9,漏水,31,物业,39,信号,128,94,6,23.46,10,11,15,6,123,75,24,7,43,19,32.72
5410,"2024-10-18",B县,2,579,551,28,289,23,15.67,59.9,51,28,24,25,154,255,145,45,9,23,38,190,141,248,7.04,59.77,15,480,96,物业,564,供电,281,排水,115,287,241,15.1,29,56,50,47,353,53,339,127,392,325,22.15
5411,"2024-10-18",A1镇,3,883,749,134,292,69,222.69,93.04,79,60,20,250,261,366,6,70,59,8,66,422,357,104,9.05,82.33,18,297,65,施工,465,维修,828,噪音,138,24,830,78.57,142,206,92,245,636,402,543,44,65,3,54.52
5412,"2024-10-18",B1镇,3,524,405,119,235,36,298.59,47.5,119,10,7,67,177,180,100,0,27,26,33,218,178,128,0.74,54.68,9,59,32,停车,313,扰民,448,供水,145,328,166,52.68,428,53,446,357,400,294,48,285,80,39,79.6
5413,"2024-10-19",A市,1,185,153,32,82,1,224.6,62.99,25,17,0,28,116,22,19,6,2,3,17,67,115,3,19.55,99.95,3,107,31,道路,54,物业,127,违建,149,82,94,86.11,8,70,49,58,30,10,143,5,106,62,60.1
5414,"2024-10-19",B市,1,398,398,0,153,13,226.26,78.82,118,29,11,191,47,93,67,2,13,2,18,105,76,217,8.55,99.61,1,326,21,噪音,90,快递,224,扰民,380,373,19,98.65,12,75,83,70,349,302,155,118,218,94,92.43
5415,"2024-10-19",A县,2,844,821,23,86,57,143.6,95.17,129,9,22,237,83,216,308,52,12,30,80,453,284,107,0.97,97.36,15,511,150,安全,268,违建,522,维修,767,563,147,11.83,587,210,249,411,653,5,648,32,229,156,11.69
5416,"2024-10-19",B县,2,448,406,42,183,3,219.41,58.41,73,34,5,144,57,139,108,2,27,0,23,90,218,140,10.56,67.99,5,294,66,维修,417,网络,428,信号,408,183,39,51.44,312,10,139,134,55,29,326,65,172,77,21.09
5417,"2024-10-19",A1镇,3,449,440,9,166,33,70.32,62.28,111,43,1,157,55,138,99,27,33,17,26,90,142,217,2.72,68.08,3,164,13,噪音,44,路灯,59,快递,59,190,244,80.93,160,103,203,170,231,206,148,104,177,67,65.72
5418,"2024-10-19",B1镇,3,596,588,8,58,23,83.24,71.03,112,12,20,135,21,240,200,34,6,12,36,142,212,242,2.02,31.84,6,262,15,供水,128,扰民,349,安全,279,190,90,82.54,10,9,2,16,287,48,181,139,437,423,21.53
5419,"2024-10-20",A市,1,679,659,20,221,7,142.45,66.49,194,30,12,68,48,242,321,44,40,2,58,355,44,280,18.76,55.51,5,163,32,漏水,214,垃圾,262,燃气,166,26,180,19.13,285,188,74,270,126,101,444,137,133,102,11.52
5420,"2024-10-20",B市,1,269,258,11,28,13,121.47,60.61,21,6,5,78,59,65,67,18,10,1,14,100,67,102,13.54,47.77,2,64,38,路灯,59,卫生,125,快递,250,45,135,42.31,1,0,1,1,179,30,202,49,42,25,70.32
5421,"2024-10-20",A县,2,692,569,123,200,27,101.18,37.29,87,43,19,13,54,548,77,27,51,26,28,308,234,150,11.83,61.85,9,274,24,信号,87,道路,672,垃圾,386,660,11,97.2,409,160,552,373,403,378,192,222,276,262,57.7
5422,"2024-10-20",B县,2,218,163,55,24,15,131.36,74.76,46,5,8,52,56,65,45,21,10,6,7,149,9,60,1.96,93.57,18,101,38,噪音,102,消防,111,绿化,26,98,41,32.37,16,9,19,16,157,115,51,100,65,39,36.19
5423,"2024-10-20",A1镇,3,898,677,221,366,54,158.37,35.15,8,34,42,388,170,71,269,57,36,24,36,346,69,483,0.77,75.65,10,44,142,路灯,611,供暖,854,污染,878,464,140,59.65,365,511,567,800,264,35,505,116,450,117,61.91
5424,"2024-10-20",B1镇,3,661,634,27,21,40,23.74,84.27,84,17,19,275,92,240,54,15,16,1,26,66,377,218,4.5,95.77,16,341,59,停车,528,污染,400,燃气,152,6,26,32.64,278,28,48,101,8,7,133,366,400,23,70.47
5425,"2024-10-21",A市,1,489,421,68,130,45,270.62,44.49,118,29,8,26,209,48,206,9,39,18,19,189,119,181,10.62,54.23,8,80,23,垃圾,317,违建,384,供水,455,482,4,75.99,171,51,43,51,174,50,2,384,419,197,19.57
5426,"2024-10-21",B市,1,646,616,30,11,25,226.36,71.99,36,53,32,93,244,155,154,53,60,18,31,316,142,188,10.98,47.01,18,492,63,停车,263,安全,636,污染,73,536,83,98.67,1,78,76,17,180,139,279,210,82,45,87.45
5427,"2024-10-21",A县,2,301,275,26,116,9,201.22,90.71,48,12,2,164,87,6,44,15,20,3,9,99,89,113,6.69,38.94,11,25,22,停车,131,外卖,67,道路,66,299,2,96.89,36,9,44,31,51,37,101,92,177,1,96.32
5428,"2024-10-21",B县,2,427,399,28,180,13,167.22,81.54,83,11,4,155,78,82,112,35,10,7,32,126,140,161,16.41,40.79,16,11,21,交通,281,停电,191,违建,415,375,16,82.46,35,160,96,158,5,4,267,51,189,178,10.61
5429,"2024-10-21",A1镇,3,737,610,127,58,7,121.89,81.89,137,26,23,191,257,263,26,37,62,35,26,58,284,395,2.51,79.43,14,491,29,物业,723,扰民,439,道路,590,2,58,39.69,38,386,375,218,169,144,526,7,347,14,82.6
5430,"2024-10-21",B1镇,3,825,652,173,21,16,271.98,59.0,12,3,27,212,27,349,237,6,49,5,66,12,376,437,0.82,97.47,17,18,62,漏水,758,维修,288,供水,764,588,66,76.61,16,729,376,450,39,24,480,54,101,50,45.85
5431,"2024-10-22",A市,1,814,712,102,76,65,296.79,30.3,173,70,9,118,108,254,334,80,64,3,24,257,325,232,17.41,97.51,2,208,91,路灯,516,施工,91,垃圾,578,487,128,28.81,66,15,50,73,664,245,221,50,272,254,86.34
5432,"2024-10-22",B市,1,212,198,14,67,3,148.84,79.5,3,9,8,36,71,51,54,20,12,8,15,95,0,117,14.9,94.53,9,173,10,污染,46,信号,62,卫生,58,86,110,47.22,24,119,107,111,41,6,80,1,42,18,58.74
5433,"2024-10-22",A县,2,995,948,47,434,0,64.49,83.21,104,75,42,389,522,60,24,79,55,14,52,151,791,53,5.51,32.66,13,917,135,路灯,278,消防,843,漏水,550,678,191,29.45,34,137,48,15,222,30,864,27,391,34,70.07
5434,"2024-10-22",B县,2,207,177,30,40,16,106.25,88.58,8,12,3,101,72,20,14,6,15,8,5,40,52,115,4.83,93.4,7,131,32,污染,194,违建,76,宽带,154,78,3,80.54,68,97,118,11,122,84,50,53,160,77,12.91
5435,"2024-10-22",A1镇,3,345,261,84,9,30,194.64,83.81,50,22,4,101,103,26,115,24,2,17,25,67,135,143,18.49,69.56,17,25,39,漏水,325,停车,180,供电,78,240,95,45.82,28,23,31,4,92,10,208,52,27,27,39.51
5436,"2024-10-22",B1镇,3,735,596,139,336,8,192.24,98.41,73,47,5,464,6,95,170,54,38,0,6,84,289,362,2.74,42.98,13,179,110,信号,447,卫生,495,供暖,330,321,279,56.13,6,2,1,1,0,0,564,25,508,13,29.8
5437,"2024-10-23",A市,1,864,823,41,98,85,249.39,90.1,48,16,32,223,13,369,259,55,44,20,46,290,460,114,2.95,85.47,12,9,47,垃圾,682,排水,390,维修,789,557,44,77.38,307,499,296,628,66,13,661,31,152,85,15.5
5438,"2024-10-23",B市,1,965,803,162,111,72,198.33,32.58,221,76,37,235,158,403,169,68,66,25,7,466,323,176,0.81,74.64,1,748,100,维修,726,信号,555,绿化,443,652,114,51.17,424,41,18,443,648,218,17,426,457,395,76.71
5439,"2024-10-23",A县,2,169,148,21,2,0,22.08,83.41,34,7,6,37,24,58,50,15,16,6,11,93,21,55,4.0,33.33,6,95,19,垃圾,75,外卖,127,排水,57,31,92,74.89,51,10,1,22,69,37,108,35,53,2,51.27
5440,"2024-10-23",B县,2,603,537,66,180,0,63.39,89.89,90,23,12,75,208,173,147,1,36,21,0,33,245,325,6.87,45.05,12,416,92,信号,415,道路,354,物业,478,295,32,16.22,117,178,6,23,292,187,30,444,42,1,92.05
5441,"2024-10-23",A1镇,3,369,359,10,13,18,195.03,35.53,17,35,5,171,125,59,14,7,1,15,2,127,70,172,4.87,65.43,19,166,57,消防,307,停电,293,噪音,160,86,212,54.22,59,37,0,31,247,182,79,46,97,56,57.41
5442,"2024-10-23",B1镇,3,266,245,21,103,15,105.01,96.82,73,3,10,35,104,93,34,3,1,4,5,80,97,89,16.31,65.43,4,143,25,电梯,63,垃圾,226,外卖,117,212,25,68.55,210,22,142,58,28,0,227,10,173,28,15.36
5443,"2024-10-24",A市,1,211,175,36,24,15,242.96,67.58,26,21,7,67,48,80,16,5,14,3,7,76,83,52,0.16,52.09,13,51,24,违建,204,噪音,105,交通,209,199,2,73.87,7,30,24,30,20,19,80,15,157,82,77.73
5444,"2024-10-24",B市,1,277,255,22,102,9,296.27,81.96,45,4,5,109,11,74,83,13,9,4,20,157,2,118,2.02,88.84,1,171,3,施工,68,安全,90,信号,137,15,145,28.58,37,21,44,9,244,126,184,0,227,77,17.47
5445,"2024-10-24",A县,2,124,119,5,51,10,73.92,42.9,18,8,1,49,4,69,2,2,9,3,2,16,39,69,13.3,68.66,11,91,5,垃圾,69,扰民,75,安全,89,15,16,71.01,6,77,62,68,26,26,21,72,2,1,75.52
5446,"2024-10-24",B县,2,596,557,39,160,31,171.07,52.79,78,41,13,135,200,206,55,9,45,26,53,236,338,22,7.21,57.45,5,424,96,供暖,307,路灯,145,垃圾,251,87,103,59.04,76,23,17,72,470,341,309,246,498,346,84.4
5447,"2024-10-24",A1镇,3,993,820,173,358,67,281.99,47.07,218,43,1,234,306,235,218,26,73,37,23,549,265,179,13.93,81.65,10,472,146,卫生,120,漏水,212,停电,665,477,43,92.85,833,40,416,522,154,11,81,319,698,105,16.43
5448,"2024-10-24",B1镇,3,497,378,119,205,14,22.68,57.37,62,39,13,113,157,45,182,41,42,6,46,270,200,27,13.87,92.43,1,176,60,漏水,472,维修,255,违建,181,144,53,43.36,9,36,19,29,318,234,156,24,211,137,65.32
5449,"2024-10-25",A市,1,147,113,34,18,8,123.34,96.59,19,5,5,41,23,17,66,2,2,6,1,77,10,60,17.67,99.51,16,52,24,噪音,14,维修,40,路灯,139,117,16,77.11,129,16,64,121,4,0,9,9,3,0,51.51
5450,"2024-10-25",B市,1,956,838,118,464,33,133.41,85.55,131,92,8,75,262,319,300,47,10,16,61,24,483,449,14.25,69.74,7,176,22,供水,656,卫生,820,宽带,699,766,10,99.65,93,842,594,670,230,181,536,236,435,145,71.21
5451,"2024-10-25",A县,2,176,172,4,49,15,299.0,74.69,41,8,3,73,17,18,68,12,3,6,0,39,94,43,18.17,38.18,5,71,28,施工,87,快递,128,停车,29,136,36,48.19,9,1,9,7,19,11,125,1,33,6,25.94
5452,"2024-10-25",B县,2,596,464,132,240,20,76.96,39.21,37,34,29,57,225,73,241,6,14,20,32,108,236,252,9.31,59.21,14,73,49,交通,171,维修,192,网络,469,224,230,30.78,14,316,112,6,47,26,451,9,460,289,48.24
5453,"2024-10-25",A1镇,3,924,815,109,272,74,276.11,40.89,214,6,42,195,479,35,215,45,62,33,91,425,125,374,2.1,48.41,5,403,44,信号,461,供电,162,维修,655,758,56,35.67,29,763,278,189,570,15,560,203,770,453,22.11
5454,"2024-10-25",B1镇,3,640,508,132,263,32,71.44,74.78,109,54,12,202,123,247,68,27,52,30,40,195,214,231,5.15,39.63,9,262,24,停车,489,供暖,217,路灯,375,24,66,78.83,260,226,473,111,178,69,176,314,46,3,58.77
5455,"2024-10-26",A市,1,794,655,139,363,10,17.88,81.43,125,17,28,235,161,143,255,68,61,16,5,402,290,102,8.01,56.76,20,92,135,违建,103,消防,413,噪音,641,263,180,21.33,138,422,411,36,581,241,124,44,229,94,15.48
5456,"2024-10-26",B市,1,998,994,4,367,62,132.32,50.6,169,38,38,426,60,71,441,6,3,16,41,159,572,267,4.28,53.67,12,820,42,宽带,394,停车,968,安全,330,421,269,26.3,312,51,237,18,27,25,397,356,479,64,71.21
5457,"2024-10-26",A县,2,836,743,93,69,0,245.1,66.06,193,48,14,135,290,281,130,26,17,40,2,300,291,245,17.08,68.16,15,628,87,绿化,545,漏水,220,物业,692,500,171,64.36,82,535,138,16,348,83,501,212,251,17,50.66
5458,"2024-10-26",B县,2,704,577,127,283,11,151.51,37.05,44,62,19,33,315,327,29,10,6,32,51,95,319,290,12.45,30.19,1,97,15,路灯,94,维修,140,消防,598,7,121,96.03,303,388,88,252,452,5,183,81,13,7,61.49
5459,"2024-10-26",A1镇,3,794,737,57,93,47,92.29,47.62,58,13,18,190,51,231,322,57,35,14,36,7,408,379,0.12,34.8,13,81,30,施工,268,网络,719,停电,712,746,23,31.78,588,82,582,311,396,183,153,19,420,34,81.11
5460,"2024-10-26",B1镇,3,461,445,16,64,6,155.56,73.47,76,43,23,66,186,135,74,30,21,13,39,114,192,155,2.72,95.12,13,4,3,停电,416,垃圾,339,排水,376,72,329,26.23,28,413,186,382,177,121,381,38,444,373,74.97
5461,"2024-10-27",A市,1,869,766,103,4,68,181.71,93.24,43,0,24,205,283,219,162,32,45,16,69,99,349,421,13.74,56.71,18,140,77,电梯,600,违建,413,维修,378,848,19,38.12,93,146,163,113,664,503,101,553,201,137,85.97
5462,"2024-10-27",B市,1,954,842,112,265,5,97.78,80.13,27,33,45,122,300,258,274,48,38,1,25,351,111,492,0.44,68.17,18,5,155,路灯,366,燃气,860,外卖,238,538,145,79.38,53,45,43,7,646,8,542,178,691,450,81.07
5463,"2024-10-27",A县,2,949,724,225,183,94,195.39,97.3,213,65,16,338,94,267,250,93,87,29,58,490,399,60,10.18,65.96,3,117,9,污染,208,停车,209,卫生,707,442,126,63.89,253,532,465,59,27,26,79,531,80,63,68.83
5464,"2024-10-27",B县,2,690,613,77,341,41,132.78,93.81,25,24,19,65,104,186,335,62,3,34,22,49,621,20,2.12,60.33,12,248,89,燃气,670,外卖,562,停车,189,561,48,11.3,192,241,408,239,2,0,243,293,473,48,85.17
5465,"2024-10-27",A1镇,3,675,644,31,230,18,132.24,55.81,193,43,27,211,365,59,40,21,22,20,52,90,260,325,9.15,38.55,11,633,74,物业,78,交通,585,网络,311,463,112,76.64,180,399,408,335,49,40,369,210,242,88,70.74
5466,"2024-10-27",B1镇,3,290,255,35,101,20,22.12,99.58,40,29,10,25,49,140,76,5,6,10,18,36,36,218,19.24,42.67,6,84,7,宽带,264,污染,51,施工,91,124,47,31.64,6,3,2,8,222,103,199,46,245,76,61.66
5467,"2024-10-28",A市,1,438,356,82,118,8,13.39,84.31,70,2,4,28,148,169,93,2,2,18,14,380,22,36,16.73,42.02,7,181,69,电梯,84,供电,56,漏水,211,61,7,85.37,6,52,51,43,256,156,137,49,251,103,16.56
5468,"2024-10-28",B市,1,305,256,49,82,26,120.45,92.77,55,1,14,74,83,47,101,20,4,13,10,137,152,16,19.99,79.21,11,129,35,供水,194,停电,158,电梯,243,87,23,92.68,62,3,22,58,112,32,151,12,154,137,22.4
5469,"2024-10-28",A县,2,331,253,78,14,20,216.11,95.96,52,31,16,85,99,66,81,5,13,0,23,8,151,172,1.52,39.98,1,223,15,绿化,216,停车,135,交通,323,328,0,66.3,108,65,40,61,227,110,12,196,7,1,93.79
5470,"2024-10-28",B县,2,311,252,59,70,15,78.75,79.46,18,16,1,110,106,29,66,9,14,15,23,206,104,1,13.58,86.2,3,188,1,噪音,216,供电,204,宽带,247,5,195,84.31,2,60,59,33,228,100,193,55,39,7,86.94
5471,"2024-10-28",A1镇,3,233,202,31,67,3,261.05,32.33,31,20,8,79,84,17,53,9,7,7,13,45,144,44,5.68,50.07,17,109,20,卫生,196,消防,204,停车,170,127,75,28.45,86,137,88,212,180,118,152,24,58,22,55.16
5472,"2024-10-28",B1镇,3,699,671,28,24,14,224.4,97.48,96,56,34,168,153,228,150,10,12,30,2,337,204,158,11.4,64.4,16,182,35,安全,307,信号,698,外卖,284,151,103,46.93,41,372,35,64,371,273,535,22,458,425,72.7
5473,"2024-10-29",A市,1,190,176,14,17,11,72.43,60.45,7,10,0,52,42,70,26,0,12,2,9,40,140,10,0.96,61.97,10,119,11,物业,187,燃气,72,供电,168,142,7,30.97,47,70,12,63,128,14,105,5,156,119,32.22
5474,"2024-10-29",B市,1,576,491,85,57,48,237.72,59.52,92,41,21,203,215,33,125,10,50,3,0,134,168,274,0.46,90.42,19,87,90,供水,572,道路,313,信号,375,63,384,69.19,75,462,482,200,357,186,147,252,287,244,89.36
5475,"2024-10-29",A县,2,166,135,31,4,15,65.06,82.55,38,8,8,16,51,60,39,7,14,4,9,68,9,89,12.86,34.59,16,51,12,卫生,25,漏水,16,供电,148,85,11,44.55,0,113,38,30,129,10,50,52,83,12,46.23
5476,"2024-10-29",B县,2,506,474,32,122,38,213.46,75.66,126,15,8,367,24,30,85,10,39,1,15,169,131,206,13.93,42.56,13,250,37,外卖,384,供电,158,道路,316,296,100,67.08,49,60,13,69,107,7,31,207,326,272,95.69
5477,"2024-10-29",A1镇,3,233,198,35,86,8,18.78,81.91,54,3,6,55,60,67,51,22,13,4,15,171,40,22,7.09,90.14,4,89,7,物业,30,停电,137,停车,174,143,90,13.56,78,33,28,92,132,98,49,109,99,66,23.93
5478,"2024-10-29",B1镇,3,385,358,27,78,34,155.04,58.88,71,3,19,113,31,119,122,11,31,18,31,112,106,167,8.41,78.39,15,42,7,交通,246,消防,149,电梯,83,309,51,85.51,2,3,0,5,178,148,171,134,216,71,16.98
5479,"2024-10-30",A市,1,508,464,44,173,24,168.05,64.09,8,30,10,121,129,37,221,17,49,7,32,186,175,147,15.47,90.28,15,35,64,维修,79,外卖,256,快递,62,119,64,28.56,118,89,14,38,342,294,250,151,9,3,30.4
5480,"2024-10-30",B市,1,206,206,0,68,5,102.27,48.88,56,11,10,63,54,69,20,5,12,1,1,42,28,136,7.57,86.31,18,134,4,宽带,120,快递,27,交通,124,71,105,88.17,65,14,6,17,110,97,140,64,204,125,53.01
5481,"2024-10-30",A县,2,991,985,6,432,51,287.78,63.08,163,36,49,121,309,216,345,17,1,26,50,75,790,126,10.84,72.52,14,951,91,快递,658,停车,174,供电,251,792,190,95.58,25,521,171,222,898,577,882,12,226,80,35.84
5482,"2024-10-30",B县,2,663,591,72,268,59,75.02,48.2,103,1,17,289,82,138,154,11,51,18,23,202,212,249,10.15,84.6,4,358,101,交通,366,漏水,91,扰民,218,274,178,53.32,130,93,138,4,312,86,212,324,425,406,64.89
5483,"2024-10-30",A1镇,3,549,485,64,26,28,188.34,86.56,11,21,18,150,222,148,29,27,8,5,41,118,365,66,3.82,50.65,10,123,73,违建,138,物业,399,施工,436,169,338,89.49,186,11,166,133,152,5,96,20,65,29,42.11
5484,"2024-10-30",B1镇,3,179,164,15,59,16,37.17,74.7,12,13,8,152,13,9,5,0,5,8,6,16,94,69,15.75,72.36,6,6,6,污染,123,供暖,38,违建,55,97,41,52.49,129,11,69,107,25,12,101,36,119,64,15.22
5485,"2024-10-31",A市,1,903,765,138,63,15,159.46,55.26,181,34,23,137,323,109,334,29,69,39,39,224,274,405,5.68,49.22,1,25,121,电梯,508,网络,157,污染,441,533,258,32.16,26,65,14,52,497,48,343,38,129,40,68.6
5486,"2024-10-31",B市,1,622,553,69,254,30,170.77,83.56,125,32,25,165,210,191,56,29,39,22,0,26,350,246,14.92,38.0,1,486,15,扰民,154,信号,248,污染,617,100,339,33.81,171,37,14,56,318,190,87,236,534,1,85.9
5487,"2024-10-31",A县,2,520,514,6,140,22,23.24,54.18,44,13,21,253,254,1,12,8,36,4,17,285,66,169,12.69,47.88,3,204,27,安全,379,漏水,399,交通,52,64,25,67.03,163,351,164,306,29,11,97,220,178,43,21.04
5488,"2024-10-31",B县,2,204,161,43,25,16,194.06,88.64,41,3,4,99,88,13,4,3,4,9,15,70,72,62,7.78,83.22,13,73,2,卫生,176,消防,145,排水,43,57,57,41.24,96,104,110,195,65,35,117,41,128,90,74.15
5489,"2024-10-31",A1镇,3,815,814,1,9,39,253.1,45.76,222,10,4,177,182,354,102,33,43,23,38,188,276,351,7.45,59.45,6,477,134,安全,542,施工,123,扰民,100,439,214,66.83,195,10,73,111,14,4,300,295,779,151,12.37
5490,"2024-10-31",B1镇,3,948,839,109,176,40,256.02,57.08,54,4,22,232,353,127,236,58,47,7,83,187,306,455,17.73,33.8,3,53,63,燃气,526,供暖,493,安全,272,232,304,13.2,299,405,171,201,40,26,645,130,719,402,70.05
5491,"2024-11-01",A市,1,288,287,1,43,23,70.21,68.3,77,9,13,108,65,105,10,9,10,6,19,197,21,70,5.63,66.89,17,147,20,违建,243,消防,43,供暖,83,231,4,43.46,21,128,94,70,247,164,117,98,169,156,79.96
5492,"2024-11-01",B市,1,969,728,241,132,71,125.8,54.73,35,67,26,188,341,96,344,52,11,29,12,174,355,440,9.91,90.69,16,132,78,宽带,747,供水,693,道路,286,937,29,24.14,12,443,214,302,589,342,176,305,383,50,51.3
5493,"2024-11-01",A县,2,303,251,52,113,22,59.2,84.78,71,24,12,39,74,85,105,18,14,5,18,239,47,17,1.29,89.35,18,186,7,消防,208,燃气,198,施工,56,147,114,11.17,17,93,44,5,48,30,81,68,212,138,21.08
5494,"2024-11-01",B县,2,310,253,57,132,4,97.7,84.15,8,31,0,42,52,214,2,0,12,1,27,136,50,124,15.56,84.16,12,153,57,消防,251,信号,42,垃圾,293,54,205,39.66,101,17,54,90,34,17,181,46,158,151,36.34
5495,"2024-11-01",A1镇,3,986,784,202,347,20,148.13,34.96,29,22,8,169,243,227,347,60,98,1,8,54,249,683,1.25,99.5,12,292,110,停车,913,交通,879,网络,416,694,169,97.73,220,284,409,241,354,276,717,67,85,12,51.74
5496,"2024-11-01",B1镇,3,397,344,53,123,10,285.44,39.87,96,23,15,131,1,243,22,27,11,18,7,46,258,93,0.3,85.13,18,339,67,卫生,239,噪音,52,消防,184,237,23,36.26,113,44,28,68,283,62,218,32,145,98,61.47
5497,"2024-11-02",A市,1,817,654,163,265,81,134.68,42.88,113,49,24,222,239,38,318,9,4,17,11,387,33,397,9.36,79.54,7,50,160,燃气,709,外卖,784,维修,521,164,94,16.93,89,125,169,148,257,236,386,7,551,305,24.23
5498,"2024-11-02",B市,1,519,421,98,33,26,48.71,71.86,87,14,22,164,98,112,145,31,16,1,35,215,202,102,17.78,70.51,17,64,48,电梯,453,宽带,401,燃气,129,90,417,16.01,146,10,69,10,297,77,188,223,214,190,46.53
5499,"2024-11-02",A县,2,479,447,32,51,26,197.13,66.66,123,20,20,173,101,119,86,42,26,19,21,333,13,133,3.47,42.84,13,110,33,维修,459,信号,379,电梯,121,325,16,82.8,25,72,17,15,206,90,435,11,125,49,70.93
5500,"2024-11-02",B县,2,953,898,55,415,14,285.88,99.78,225,52,4,223,297,334,99,5,87,8,34,296,337,320,7.9,71.56,3,528,139,外卖,197,快递,718,噪音,266,700,115,44.09,132,213,47,274,674,141,344,38,136,45,21.91
5501,"2024-11-02",A1镇,3,722,575,147,316,42,276.0,94.46,47,49,16,201,208,140,173,41,66,25,35,290,132,300,6.43,64.69,16,175,58,快递,212,供电,341,物业,551,60,335,42.9,206,457,176,493,328,272,108,445,185,34,29.33
5502,"2024-11-02",B1镇,3,652,559,93,220,31,43.43,62.97,117,39,4,15,239,222,176,34,9,16,23,256,95,301,0.21,40.38,14,552,73,交通,372,路灯,486,停电,459,111,298,99.91,205,434,15,178,527,258,478,29,302,96,96.03
