"md_id","busi_time","hand_up_type","hand_up_cnt"
2859,"2024-12-08","3",18
2860,"2024-12-09","1",16
2861,"2024-12-09","2",27
2862,"2024-12-09","3",22
2863,"2024-12-10","1",145
2864,"2024-12-10","2",2
2865,"2024-12-10","3",47
2866,"2024-12-11","1",18
2867,"2024-12-11","2",5
2868,"2024-12-11","3",3
2869,"2024-12-12","1",79
2870,"2024-12-12","2",143
2871,"2024-12-12","3",5
2872,"2024-12-13","1",113
2873,"2024-12-13","2",9
2874,"2024-12-13","3",1
2875,"2024-12-14","1",6
2876,"2024-12-14","2",7
2877,"2024-12-14","3",64
2878,"2024-12-15","1",0
2879,"2024-12-15","2",0
2880,"2024-12-15","3",4
2881,"2024-12-16","1",62
2882,"2024-12-16","2",1
2883,"2024-12-16","3",9
2884,"2024-12-17","1",4
2885,"2024-12-17","2",8
2886,"2024-12-17","3",15
2887,"2024-12-18","1",109
2888,"2024-12-18","2",19
2889,"2024-12-18","3",22
2890,"2024-12-19","1",88
2891,"2024-12-19","2",106
2892,"2024-12-19","3",4
2893,"2024-12-20","1",26
2894,"2024-12-20","2",40
2895,"2024-12-20","3",14
2896,"2024-12-21","1",131
2897,"2024-12-21","2",49
2898,"2024-12-21","3",61
2899,"2024-12-22","1",19
2900,"2024-12-22","2",121
2901,"2024-12-22","3",14
2902,"2024-12-23","1",226
2903,"2024-12-23","2",14
2904,"2024-12-23","3",62
2905,"2024-12-24","1",28
2906,"2024-12-24","2",34
2907,"2024-12-24","3",112
2908,"2024-12-25","1",42
2909,"2024-12-25","2",4
2910,"2024-12-25","3",7
2911,"2024-12-26","1",187
2912,"2024-12-26","2",0
2913,"2024-12-26","3",12
2914,"2024-12-27","1",19
2915,"2024-12-27","2",37
2916,"2024-12-27","3",3
2917,"2024-12-28","1",8
2918,"2024-12-28","2",26
2919,"2024-12-28","3",81
2920,"2024-12-29","1",6
2921,"2024-12-29","2",9
2922,"2024-12-29","3",5
2923,"2024-12-30","1",78
2924,"2024-12-30","2",74
2925,"2024-12-30","3",54
2926,"2024-12-31","1",189
2927,"2024-12-31","2",3
2928,"2024-12-31","3",25
2929,"2025-01-01","1",111
2930,"2025-01-01","2",127
2931,"2025-01-01","3",90
2932,"2025-01-02","1",47
2933,"2025-01-02","2",110
2934,"2025-01-02","3",10
2935,"2025-01-03","1",37
2936,"2025-01-03","2",68
2937,"2025-01-03","3",9
2938,"2025-01-04","1",29
2939,"2025-01-04","2",6
2940,"2025-01-04","3",12
2941,"2025-01-05","1",212
2942,"2025-01-05","2",34
2943,"2025-01-05","3",3
2944,"2025-01-06","1",52
2945,"2025-01-06","2",80
2946,"2025-01-06","3",1
2947,"2025-01-07","1",16
2948,"2025-01-07","2",32
2949,"2025-01-07","3",28
2950,"2025-01-08","1",44
2951,"2025-01-08","2",164
2952,"2025-01-08","3",62
2953,"2025-01-09","1",24
2954,"2025-01-09","2",28
2955,"2025-01-09","3",30
2956,"2025-01-10","1",17
2957,"2025-01-10","2",2
2958,"2025-01-10","3",3
2959,"2025-01-11","1",134
2960,"2025-01-11","2",48
2961,"2025-01-11","3",0
2962,"2025-01-12","1",30
2963,"2025-01-12","2",71
2964,"2025-01-12","3",222
2965,"2025-01-13","1",17
2966,"2025-01-13","2",66
2967,"2025-01-13","3",16
2968,"2025-01-14","1",0
2969,"2025-01-14","2",20
2970,"2025-01-14","3",5
2971,"2025-01-15","1",18
2972,"2025-01-15","2",2
2973,"2025-01-15","3",2
2974,"2025-01-16","1",28
2975,"2025-01-16","2",59
2976,"2025-01-16","3",42
2977,"2025-01-17","1",84
2978,"2025-01-17","2",66
2979,"2025-01-17","3",117
2980,"2025-01-18","1",277
2981,"2025-01-18","2",25
2982,"2025-01-18","3",1
2983,"2025-01-19","1",64
2984,"2025-01-19","2",17
2985,"2025-01-19","3",48
2986,"2025-01-20","1",56
2987,"2025-01-20","2",11
2988,"2025-01-20","3",29
2989,"2025-01-21","1",3
2990,"2025-01-21","2",15
2991,"2025-01-21","3",4
2992,"2025-01-22","1",129
2993,"2025-01-22","2",14
2994,"2025-01-22","3",68
2995,"2025-01-23","1",96
2996,"2025-01-23","2",77
2997,"2025-01-23","3",41
2998,"2025-01-24","1",20
2999,"2025-01-24","2",24
3000,"2025-01-24","3",73
3001,"2025-01-25","1",211
3002,"2025-01-25","2",11
3003,"2025-01-25","3",59
3004,"2025-01-26","1",1
3005,"2025-01-26","2",1
3006,"2025-01-26","3",12
3007,"2025-01-27","1",4
3008,"2025-01-27","2",6
3009,"2025-01-27","3",3
3010,"2025-01-28","1",54
3011,"2025-01-28","2",17
3012,"2025-01-28","3",1
3013,"2025-01-29","1",123
3014,"2025-01-29","2",4
3015,"2025-01-29","3",37
3016,"2025-01-30","1",306
3017,"2025-01-30","2",20
3018,"2025-01-30","3",110
3019,"2025-01-31","1",311
3020,"2025-01-31","2",3
3021,"2025-01-31","3",1
3022,"2025-02-01","1",7
3023,"2025-02-01","2",84
3024,"2025-02-01","3",88
3025,"2025-02-02","1",50
3026,"2025-02-02","2",20
3027,"2025-02-02","3",4
3028,"2025-02-03","1",26
3029,"2025-02-03","2",94
3030,"2025-02-03","3",43
3031,"2025-02-04","1",124
3032,"2025-02-04","2",73
3033,"2025-02-04","3",0
3034,"2025-02-05","1",182
3035,"2025-02-05","2",10
3036,"2025-02-05","3",3
3037,"2025-02-06","1",90
3038,"2025-02-06","2",2
3039,"2025-02-06","3",9
3040,"2025-02-07","1",119
3041,"2025-02-07","2",1
3042,"2025-02-07","3",0
3043,"2025-02-08","1",23
3044,"2025-02-08","2",3
3045,"2025-02-08","3",2
3046,"2025-02-09","1",14
3047,"2025-02-09","2",40
3048,"2025-02-09","3",63
3049,"2025-02-10","1",19
3050,"2025-02-10","2",2
3051,"2025-02-10","3",5
3052,"2025-02-11","1",20
3053,"2025-02-11","2",116
3054,"2025-02-11","3",56
3055,"2025-02-12","1",59
3056,"2025-02-12","2",1
3057,"2025-02-12","3",131
3058,"2025-02-13","1",22
3059,"2025-02-13","2",101
3060,"2025-02-13","3",8
3061,"2025-02-14","1",4
3062,"2025-02-14","2",51
3063,"2025-02-14","3",79
3064,"2025-02-15","1",134
3065,"2025-02-15","2",32
3066,"2025-02-15","3",33
3067,"2025-02-16","1",78
3068,"2025-02-16","2",18
3069,"2025-02-16","3",1
3070,"2025-02-17","1",87
3071,"2025-02-17","2",39
3072,"2025-02-17","3",11
3073,"2025-02-18","1",75
3074,"2025-02-18","2",3
3075,"2025-02-18","3",0
3076,"2025-02-19","1",69
3077,"2025-02-19","2",22
3078,"2025-02-19","3",37
3079,"2025-02-20","1",27
3080,"2025-02-20","2",19
3081,"2025-02-20","3",4
3082,"2025-02-21","1",233
3083,"2025-02-21","2",57
3084,"2025-02-21","3",8
3085,"2025-02-22","1",43
3086,"2025-02-22","2",50
3087,"2025-02-22","3",297
3088,"2025-02-23","1",3
3089,"2025-02-23","2",0
3090,"2025-02-23","3",0
3091,"2025-02-24","1",4
3092,"2025-02-24","2",22
3093,"2025-02-24","3",73
3094,"2025-02-25","1",21
3095,"2025-02-25","2",17
3096,"2025-02-25","3",207
3097,"2025-02-26","1",36
3098,"2025-02-26","2",4
3099,"2025-02-26","3",13
3100,"2025-02-27","1",136
3101,"2025-02-27","2",84
3102,"2025-02-27","3",65
3103,"2025-02-28","1",192
3104,"2025-02-28","2",54
3105,"2025-02-28","3",12
3106,"2025-03-01","1",180
3107,"2025-03-01","2",30
3108,"2025-03-01","3",18
3109,"2025-03-02","1",65
3110,"2025-03-02","2",68
3111,"2025-03-02","3",17
3112,"2025-03-03","1",106
3113,"2025-03-03","2",0
3114,"2025-03-03","3",0
3115,"2025-03-04","1",22
3116,"2025-03-04","2",52
3117,"2025-03-04","3",49
3118,"2025-03-05","1",2
3119,"2025-03-05","2",69
3120,"2025-03-05","3",13
3121,"2025-03-06","1",94
3122,"2025-03-06","2",27
3123,"2025-03-06","3",115
3124,"2025-03-07","1",10
3125,"2025-03-07","2",2
3126,"2025-03-07","3",74
3127,"2025-03-08","1",146
3128,"2025-03-08","2",34
3129,"2025-03-08","3",15
3130,"2025-03-09","1",78
3131,"2025-03-09","2",145
3132,"2025-03-09","3",25
3133,"2025-03-10","1",101
3134,"2025-03-10","2",15
3135,"2025-03-10","3",21
3136,"2025-03-11","1",65
3137,"2025-03-11","2",32
3138,"2025-03-11","3",6
3139,"2025-03-12","1",21
3140,"2025-03-12","2",54
3141,"2025-03-12","3",0
3142,"2025-03-13","1",297
3143,"2025-03-13","2",20
3144,"2025-03-13","3",42
3145,"2025-03-14","1",5
3146,"2025-03-14","2",83
3147,"2025-03-14","3",44
3148,"2025-03-15","1",13
3149,"2025-03-15","2",27
3150,"2025-03-15","3",47
3151,"2025-03-16","1",55
3152,"2025-03-16","2",64
3153,"2025-03-16","3",4
3154,"2025-03-17","1",17
3155,"2025-03-17","2",3
3156,"2025-03-17","3",2
3157,"2025-03-18","1",12
3158,"2025-03-18","2",139
3159,"2025-03-18","3",1
3160,"2025-03-19","1",86
3161,"2025-03-19","2",79
3162,"2025-03-19","3",19
3163,"2025-03-20","1",110
3164,"2025-03-20","2",188
3165,"2025-03-20","3",36
3166,"2025-03-21","1",21
3167,"2025-03-21","2",7
3168,"2025-03-21","3",2
3169,"2025-03-22","1",8
3170,"2025-03-22","2",142
3171,"2025-03-22","3",15
3172,"2025-03-23","1",5
3173,"2025-03-23","2",29
3174,"2025-03-23","3",6
3175,"2025-03-24","1",6
3176,"2025-03-24","2",141
3177,"2025-03-24","3",9
3178,"2025-03-25","1",14
3179,"2025-03-25","2",2
3180,"2025-03-25","3",2
3181,"2025-03-26","1",8
3182,"2025-03-26","2",1
3183,"2025-03-26","3",11
3184,"2025-03-27","1",7
3185,"2025-03-27","2",29
3186,"2025-03-27","3",45
3187,"2025-03-28","1",140
3188,"2025-03-28","2",9
3189,"2025-03-28","3",17
3190,"2025-03-29","1",31
3191,"2025-03-29","2",19
3192,"2025-03-29","3",15
3193,"2025-03-30","1",51
3194,"2025-03-30","2",34
3195,"2025-03-30","3",11
3196,"2025-03-31","1",114
3197,"2025-03-31","2",0
3198,"2025-03-31","3",0
3199,"2025-04-01","1",41
3200,"2025-04-01","2",53
3201,"2025-04-01","3",40
3202,"2025-04-02","1",9
3203,"2025-04-02","2",92
3204,"2025-04-02","3",0
3205,"2025-04-03","1",18
3206,"2025-04-03","2",5
3207,"2025-04-03","3",0
3208,"2025-04-04","1",70
3209,"2025-04-04","2",87
3210,"2025-04-04","3",50
3211,"2025-04-05","1",75
3212,"2025-04-05","2",153
3213,"2025-04-05","3",164
3214,"2025-04-06","1",25
3215,"2025-04-06","2",32
3216,"2025-04-06","3",17
3217,"2025-04-07","1",18
3218,"2025-04-07","2",2
3219,"2025-04-07","3",9
3220,"2025-04-08","1",30
3221,"2025-04-08","2",19
3222,"2025-04-08","3",3
3223,"2025-04-09","1",19
3224,"2025-04-09","2",2
3225,"2025-04-09","3",1
3226,"2025-04-10","1",6
3227,"2025-04-10","2",44
3228,"2025-04-10","3",123
3229,"2025-04-11","1",39
3230,"2025-04-11","2",9
3231,"2025-04-11","3",4
3232,"2025-04-12","1",39
3233,"2025-04-12","2",27
3234,"2025-04-12","3",2
3235,"2025-04-13","1",245
3236,"2025-04-13","2",0
3237,"2025-04-13","3",1
3238,"2025-04-14","1",63
3239,"2025-04-14","2",33
3240,"2025-04-14","3",181
3241,"2025-04-15","1",42
3242,"2025-04-15","2",62
3243,"2025-04-15","3",46
3244,"2025-04-16","1",97
3245,"2025-04-16","2",118
3246,"2025-04-16","3",21
3247,"2025-04-17","1",36
3248,"2025-04-17","2",34
3249,"2025-04-17","3",105
3250,"2025-04-18","1",28
3251,"2025-04-18","2",5
3252,"2025-04-18","3",7
3253,"2025-04-19","1",30
3254,"2025-04-19","2",23
3255,"2025-04-19","3",1
3256,"2025-04-20","1",3
3257,"2025-04-20","2",1
3258,"2025-04-20","3",4
3259,"2025-04-21","1",315
3260,"2025-04-21","2",49
3261,"2025-04-21","3",7
3262,"2025-04-22","1",126
3263,"2025-04-22","2",0
3264,"2025-04-22","3",1
3265,"2025-04-23","1",120
3266,"2025-04-23","2",77
3267,"2025-04-23","3",139
3268,"2025-04-24","1",15
3269,"2025-04-24","2",248
3270,"2025-04-24","3",76
3271,"2025-04-25","1",4
3272,"2025-04-25","2",57
3273,"2025-04-25","3",303
3274,"2025-04-26","1",250
3275,"2025-04-26","2",9
3276,"2025-04-26","3",1
3277,"2025-04-27","1",14
3278,"2025-04-27","2",1
3279,"2025-04-27","3",45
3280,"2025-04-28","1",45
3281,"2025-04-28","2",8
3282,"2025-04-28","3",3
3283,"2025-04-29","1",4
3284,"2025-04-29","2",128
3285,"2025-04-29","3",47
3286,"2025-04-30","1",29
3287,"2025-04-30","2",91
3288,"2025-04-30","3",1
3289,"2025-05-01","1",24
3290,"2025-05-01","2",16
3291,"2025-05-01","3",18
3292,"2025-05-02","1",49
3293,"2025-05-02","2",54
3294,"2025-05-02","3",140
3295,"2025-05-03","1",2
3296,"2025-05-03","2",48
3297,"2025-05-03","3",15
3298,"2025-05-04","1",177
3299,"2025-05-04","2",46
3300,"2025-05-04","3",67
3301,"2025-05-05","1",1
3302,"2025-05-05","2",81
3303,"2025-05-05","3",69
3304,"2025-05-06","1",23
3305,"2025-05-06","2",69
3306,"2025-05-06","3",1
3307,"2025-05-07","1",23
3308,"2025-05-07","2",0
3309,"2025-05-07","3",3
3310,"2025-05-08","1",60
3311,"2025-05-08","2",1
3312,"2025-05-08","3",1
3313,"2025-05-09","1",37
3314,"2025-05-09","2",48
3315,"2025-05-09","3",28
3316,"2025-05-10","1",79
3317,"2025-05-10","2",28
3318,"2025-05-10","3",2
3319,"2025-05-11","1",59
3320,"2025-05-11","2",82
3321,"2025-05-11","3",9
3322,"2025-05-12","1",31
3323,"2025-05-12","2",6
3324,"2025-05-12","3",17
3325,"2025-05-13","1",77
3326,"2025-05-13","2",47
3327,"2025-05-13","3",1
3328,"2025-05-14","1",9
3329,"2025-05-14","2",12
3330,"2025-05-14","3",7
3331,"2025-05-15","1",300
3332,"2025-05-15","2",4
3333,"2025-05-15","3",5
3334,"2025-05-16","1",32
3335,"2025-05-16","2",10
3336,"2025-05-16","3",0
3337,"2025-05-17","1",78
3338,"2025-05-17","2",0
3339,"2025-05-17","3",8
3340,"2025-05-18","1",54
3341,"2025-05-18","2",107
3342,"2025-05-18","3",65
3343,"2025-05-19","1",45
3344,"2025-05-19","2",10
3345,"2025-05-19","3",40
3346,"2025-05-20","1",25
3347,"2025-05-20","2",6
3348,"2025-05-20","3",0
3349,"2025-05-21","1",79
3350,"2025-05-21","2",2
3351,"2025-05-21","3",25
3352,"2025-05-22","1",11
3353,"2025-05-22","2",112
3354,"2025-05-22","3",73
3355,"2025-05-23","1",127
3356,"2025-05-23","2",37
3357,"2025-05-23","3",40
3358,"2025-05-24","1",10
3359,"2025-05-24","2",35
3360,"2025-05-24","3",54
3361,"2025-05-25","1",186
3362,"2025-05-25","2",17
3363,"2025-05-25","3",1
3364,"2025-05-26","1",73
3365,"2025-05-26","2",59
3366,"2025-05-26","3",255
3367,"2025-05-27","1",23
3368,"2025-05-27","2",6
3369,"2025-05-27","3",50
3370,"2025-05-28","1",93
3371,"2025-05-28","2",5
3372,"2025-05-28","3",28
3373,"2025-05-29","1",24
3374,"2025-05-29","2",78
3375,"2025-05-29","3",195
3376,"2025-05-30","1",23
3377,"2025-05-30","2",54
3378,"2025-05-30","3",39
3379,"2025-05-31","1",88
3380,"2025-05-31","2",35
3381,"2025-05-31","3",24
3382,"2025-06-01","1",49
3383,"2025-06-01","2",58
3384,"2025-06-01","3",377
3385,"2025-06-02","1",62
3386,"2025-06-02","2",34
3387,"2025-06-02","3",43
3388,"2025-06-03","1",92
3389,"2025-06-03","2",109
3390,"2025-06-03","3",177
3391,"2025-06-04","1",44
3392,"2025-06-04","2",5
3393,"2025-06-04","3",189
3394,"2025-06-05","1",9
3395,"2025-06-05","2",2
3396,"2025-06-05","3",0
3397,"2025-06-06","1",51
3398,"2025-06-06","2",26
3399,"2025-06-06","3",14
3400,"2025-06-07","1",124
3401,"2025-06-07","2",35
3402,"2025-06-07","3",13
3403,"2025-06-08","1",156
3404,"2025-06-08","2",16
3405,"2025-06-08","3",5
3406,"2025-06-09","1",139
3407,"2025-06-09","2",109
3408,"2025-06-09","3",16
3409,"2025-06-10","1",31
3410,"2025-06-10","2",127
3411,"2025-06-10","3",49
3412,"2025-06-11","1",35
3413,"2025-06-11","2",39
3414,"2025-06-11","3",5
3415,"2025-06-12","1",208
3416,"2025-06-12","2",26
3417,"2025-06-12","3",103
3418,"2025-06-13","1",26
3419,"2025-06-13","2",74
3420,"2025-06-13","3",173
3421,"2025-06-14","1",71
3422,"2025-06-14","2",10
3423,"2025-06-14","3",13
3424,"2025-06-15","1",82
3425,"2025-06-15","2",9
3426,"2025-06-15","3",19
3427,"2025-06-16","1",46
3428,"2025-06-16","2",36
3429,"2025-06-16","3",80
3430,"2025-06-17","1",64
3431,"2025-06-17","2",1
3432,"2025-06-17","3",3
3433,"2025-06-18","1",80
3434,"2025-06-18","2",10
3435,"2025-06-18","3",0
3436,"2025-06-19","1",34
3437,"2025-06-19","2",88
3438,"2025-06-19","3",15
3439,"2025-06-20","1",0
3440,"2025-06-20","2",7
3441,"2025-06-20","3",7
3442,"2025-06-21","1",11
3443,"2025-06-21","2",86
3444,"2025-06-21","3",4
3445,"2025-06-22","1",167
3446,"2025-06-22","2",27
3447,"2025-06-22","3",46
3448,"2025-06-23","1",85
3449,"2025-06-23","2",39
3450,"2025-06-23","3",15
3451,"2025-06-24","1",92
3452,"2025-06-24","2",13
3453,"2025-06-24","3",1
3454,"2025-06-25","1",17
3455,"2025-06-25","2",53
3456,"2025-06-25","3",79
3457,"2025-06-26","1",20
3458,"2025-06-26","2",20
3459,"2025-06-26","3",1
3460,"2025-06-27","1",89
3461,"2025-06-27","2",11
3462,"2025-06-27","3",31
3463,"2025-06-28","1",10
3464,"2025-06-28","2",87
3465,"2025-06-28","3",48
3466,"2025-06-29","1",9
3467,"2025-06-29","2",0
3468,"2025-06-29","3",0
3469,"2025-06-30","1",57
3470,"2025-06-30","2",109
3471,"2025-06-30","3",48
3472,"2025-07-01","1",6
3473,"2025-07-01","2",1
3474,"2025-07-01","3",5
3475,"2025-07-02","1",236
3476,"2025-07-02","2",3
3477,"2025-07-02","3",69
3478,"2025-07-03","1",301
3479,"2025-07-03","2",0
3480,"2025-07-03","3",5
3481,"2025-07-04","1",54
3482,"2025-07-04","2",20
3483,"2025-07-04","3",82
3484,"2025-07-05","1",207
3485,"2025-07-05","2",6
3486,"2025-07-05","3",16
3487,"2025-07-06","1",2
3488,"2025-07-06","2",1
3489,"2025-07-06","3",0
3490,"2025-07-07","1",87
3491,"2025-07-07","2",5
3492,"2025-07-07","3",3
3493,"2025-07-08","1",8
3494,"2025-07-08","2",25
3495,"2025-07-08","3",106
3496,"2025-07-09","1",44
3497,"2025-07-09","2",49
3498,"2025-07-09","3",47
3499,"2025-07-10","1",11
3500,"2025-07-10","2",14
3501,"2025-07-10","3",14
3502,"2025-07-11","1",25
3503,"2025-07-11","2",234
3504,"2025-07-11","3",214
3505,"2025-07-12","1",225
3506,"2025-07-12","2",34
3507,"2025-07-12","3",23
3508,"2025-07-13","1",82
3509,"2025-07-13","2",230
3510,"2025-07-13","3",50
3511,"2025-07-14","1",154
3512,"2025-07-14","2",4
3513,"2025-07-14","3",0
3514,"2025-07-15","1",35
3515,"2025-07-15","2",74
3516,"2025-07-15","3",9
3517,"2025-07-16","1",48
3518,"2025-07-16","2",24
3519,"2025-07-16","3",6
3520,"2025-07-17","1",171
3521,"2025-07-17","2",27
3522,"2025-07-17","3",15
3523,"2025-07-18","1",26
3524,"2025-07-18","2",47
3525,"2025-07-18","3",7
3526,"2025-07-19","1",16
3527,"2025-07-19","2",122
3528,"2025-07-19","3",4
3529,"2025-07-20","1",108
3530,"2025-07-20","2",21
3531,"2025-07-20","3",22
3532,"2025-07-21","1",54
3533,"2025-07-21","2",12
3534,"2025-07-21","3",48
3535,"2025-07-22","1",131
3536,"2025-07-22","2",52
3537,"2025-07-22","3",41
3538,"2025-07-23","1",186
3539,"2025-07-23","2",17
3540,"2025-07-23","3",8
3541,"2025-07-24","1",1
3542,"2025-07-24","2",32
3543,"2025-07-24","3",36
3544,"2025-07-25","1",6
3545,"2025-07-25","2",11
3546,"2025-07-25","3",1
3547,"2025-07-26","1",72
3548,"2025-07-26","2",28
3549,"2025-07-26","3",10
3550,"2025-07-27","1",108
3551,"2025-07-27","2",46
3552,"2025-07-27","3",108
3553,"2025-07-28","1",132
3554,"2025-07-28","2",20
3555,"2025-07-28","3",20
3556,"2025-07-29","1",92
3557,"2025-07-29","2",37
3558,"2025-07-29","3",127
3559,"2025-07-30","1",245
3560,"2025-07-30","2",196
3561,"2025-07-30","3",1
3562,"2025-07-31","1",57
3563,"2025-07-31","2",86
3564,"2025-07-31","3",13
3565,"2025-08-01","1",3
3566,"2025-08-01","2",13
3567,"2025-08-01","3",47
