"md_id","busi_time","sub_name","assess_cnt","satisfaction_one_cnt","satisfaction_two_cnt","satisfaction_three_cnt","satisfaction_four_cnt","satisfaction_five_cnt","satisfaction_zero_cnt"
4664,"2024-11-18",农林牧渔,142,1,11,33,85,11,1
4665,"2024-11-19",科教文体,411,7,33,119,228,16,8
4666,"2024-11-19",公卫医疗,3,0,0,0,3,0,0
4667,"2024-11-19",城乡建设,62,1,5,19,32,5,0
4668,"2024-11-19",交通运输,345,6,23,111,181,18,6
4669,"2024-11-19",农林牧渔,774,15,63,219,420,50,7
4670,"2024-11-20",科教文体,143,6,9,43,78,6,1
4671,"2024-11-20",公卫医疗,74,2,3,22,41,4,2
4672,"2024-11-20",城乡建设,660,19,41,189,358,40,13
4673,"2024-11-20",交通运输,602,13,27,191,325,33,13
4674,"2024-11-20",农林牧渔,283,3,30,73,161,13,3
4675,"2024-11-21",科教文体,449,8,41,132,248,15,5
4676,"2024-11-21",公卫医疗,184,1,12,63,99,8,1
4677,"2024-11-21",城乡建设,488,9,22,149,265,37,6
4678,"2024-11-21",交通运输,136,4,8,45,74,5,0
4679,"2024-11-21",农林牧渔,322,8,23,100,168,18,5
4680,"2024-11-22",科教文体,175,3,13,52,94,13,0
4681,"2024-11-22",公卫医疗,536,7,41,161,296,30,1
4682,"2024-11-22",城乡建设,224,8,18,68,117,10,3
4683,"2024-11-22",交通运输,79,0,3,26,47,2,1
4684,"2024-11-22",农林牧渔,168,3,9,40,107,5,4
4685,"2024-11-23",科教文体,9,0,1,2,6,0,0
4686,"2024-11-23",公卫医疗,13,0,2,2,9,0,0
4687,"2024-11-23",城乡建设,0,0,0,0,0,0,0
4688,"2024-11-23",交通运输,70,1,1,23,40,4,1
4689,"2024-11-23",农林牧渔,414,9,34,129,219,16,7
4690,"2024-11-24",科教文体,542,9,38,154,310,26,5
4691,"2024-11-24",公卫医疗,217,8,17,63,117,11,1
4692,"2024-11-24",城乡建设,135,3,11,48,67,4,2
4693,"2024-11-24",交通运输,130,1,6,31,79,12,1
4694,"2024-11-24",农林牧渔,43,3,3,7,29,1,0
4695,"2024-11-25",科教文体,26,1,1,10,14,0,0
4696,"2024-11-25",公卫医疗,337,4,27,100,190,14,2
4697,"2024-11-25",城乡建设,543,14,33,171,299,22,4
4698,"2024-11-25",交通运输,329,7,26,105,176,14,1
4699,"2024-11-25",农林牧渔,132,1,10,32,80,4,5
4700,"2024-11-26",科教文体,95,3,5,31,51,5,0
4701,"2024-11-26",公卫医疗,638,16,44,222,311,38,7
4702,"2024-11-26",城乡建设,340,10,24,105,183,16,2
4703,"2024-11-26",交通运输,63,2,3,18,35,3,2
4704,"2024-11-26",农林牧渔,155,6,11,46,78,10,4
4705,"2024-11-27",科教文体,115,0,10,33,64,8,0
4706,"2024-11-27",公卫医疗,140,3,14,39,79,5,0
4707,"2024-11-27",城乡建设,66,1,5,18,37,4,1
4708,"2024-11-27",交通运输,118,1,5,33,66,10,3
4709,"2024-11-27",农林牧渔,47,0,4,11,31,1,0
4710,"2024-11-28",科教文体,17,0,0,6,10,1,0
4711,"2024-11-28",公卫医疗,1249,27,84,374,699,55,10
4712,"2024-11-28",城乡建设,379,11,22,98,220,25,3
4713,"2024-11-28",交通运输,39,0,2,13,22,2,0
4714,"2024-11-28",农林牧渔,236,7,14,74,127,13,1
4715,"2024-11-29",科教文体,296,4,17,88,174,11,2
4716,"2024-11-29",公卫医疗,380,7,22,124,206,14,7
4717,"2024-11-29",城乡建设,77,5,5,18,45,4,0
4718,"2024-11-29",交通运输,674,18,47,200,360,43,6
4719,"2024-11-29",农林牧渔,263,2,28,85,134,14,0
4720,"2024-11-30",科教文体,784,11,54,232,445,33,9
4721,"2024-11-30",公卫医疗,57,1,5,16,32,3,0
4722,"2024-11-30",城乡建设,372,15,19,121,199,17,1
4723,"2024-11-30",交通运输,314,8,28,95,167,15,1
4724,"2024-11-30",农林牧渔,47,1,4,14,27,0,1
4725,"2024-12-01",科教文体,289,7,27,84,145,21,5
4726,"2024-12-01",公卫医疗,845,13,52,245,473,48,14
4727,"2024-12-01",城乡建设,79,3,6,21,40,7,2
4728,"2024-12-01",交通运输,268,3,17,90,144,13,1
4729,"2024-12-01",农林牧渔,433,5,33,137,220,30,8
4730,"2024-12-02",科教文体,74,2,7,25,39,0,1
4731,"2024-12-02",公卫医疗,398,6,23,143,201,22,3
4732,"2024-12-02",城乡建设,152,4,9,49,81,9,0
4733,"2024-12-02",交通运输,157,3,12,38,92,10,2
4734,"2024-12-02",农林牧渔,281,6,21,81,159,14,0
4735,"2024-12-03",科教文体,445,7,31,129,249,26,3
4736,"2024-12-03",公卫医疗,469,6,30,132,271,22,8
4737,"2024-12-03",城乡建设,616,16,45,196,325,29,5
4738,"2024-12-03",交通运输,99,4,3,28,53,11,0
4739,"2024-12-03",农林牧渔,401,10,35,134,202,18,2
4740,"2024-12-04",科教文体,376,7,21,106,218,17,7
4741,"2024-12-04",公卫医疗,324,7,20,95,178,19,5
4742,"2024-12-04",城乡建设,514,11,43,159,271,25,5
4743,"2024-12-04",交通运输,91,1,7,20,56,5,2
4744,"2024-12-04",农林牧渔,159,3,10,42,91,10,3
4745,"2024-12-05",科教文体,66,0,6,17,40,3,0
4746,"2024-12-05",公卫医疗,80,3,5,28,38,5,1
4747,"2024-12-05",城乡建设,39,0,1,14,20,4,0
4748,"2024-12-05",交通运输,9,1,0,1,5,0,2
4749,"2024-12-05",农林牧渔,235,3,19,67,135,9,2
4750,"2024-12-06",科教文体,243,5,15,71,137,11,4
4751,"2024-12-06",公卫医疗,300,9,23,96,151,19,2
4752,"2024-12-06",城乡建设,663,14,31,205,366,36,11
4753,"2024-12-06",交通运输,87,6,5,25,43,8,0
4754,"2024-12-06",农林牧渔,87,0,8,27,50,1,1
4755,"2024-12-07",科教文体,11,0,0,3,8,0,0
4756,"2024-12-07",公卫医疗,112,1,4,37,60,8,2
4757,"2024-12-07",城乡建设,115,1,10,31,63,8,2
4758,"2024-12-07",交通运输,898,23,54,266,506,42,7
4759,"2024-12-07",农林牧渔,156,2,12,53,80,8,1
4760,"2024-12-08",科教文体,72,0,7,17,44,4,0
4761,"2024-12-08",公卫医疗,109,2,8,26,64,8,1
4762,"2024-12-08",城乡建设,1111,27,80,336,611,49,8
4763,"2024-12-08",交通运输,222,9,13,61,127,11,1
4764,"2024-12-08",农林牧渔,410,5,24,126,236,13,6
4765,"2024-12-09",科教文体,4,0,0,2,2,0,0
4766,"2024-12-09",公卫医疗,352,4,26,112,185,22,3
4767,"2024-12-09",城乡建设,287,10,25,85,152,13,2
4768,"2024-12-09",交通运输,175,2,16,52,94,10,1
4769,"2024-12-09",农林牧渔,105,3,10,37,51,4,0
4770,"2024-12-10",科教文体,30,0,2,11,16,1,0
4771,"2024-12-10",公卫医疗,71,1,4,27,34,2,3
4772,"2024-12-10",城乡建设,105,2,15,23,61,3,1
4773,"2024-12-10",交通运输,92,2,5,28,51,6,0
4774,"2024-12-10",农林牧渔,1214,16,85,369,662,66,16
4775,"2024-12-11",科教文体,306,9,20,106,154,12,5
4776,"2024-12-11",公卫医疗,242,4,12,79,123,18,6
4777,"2024-12-11",城乡建设,760,18,52,225,421,35,9
4778,"2024-12-11",交通运输,52,0,4,16,29,3,0
4779,"2024-12-11",农林牧渔,566,8,32,180,315,25,6
4780,"2024-12-12",科教文体,172,3,15,46,102,5,1
4781,"2024-12-12",公卫医疗,289,7,18,89,154,20,1
4782,"2024-12-12",城乡建设,258,5,20,77,142,13,1
4783,"2024-12-12",交通运输,633,19,58,181,338,30,7
4784,"2024-12-12",农林牧渔,42,1,6,9,24,1,1
4785,"2024-12-13",科教文体,351,9,28,110,182,19,3
4786,"2024-12-13",公卫医疗,147,1,10,43,83,8,2
4787,"2024-12-13",城乡建设,164,4,10,42,103,5,0
4788,"2024-12-13",交通运输,329,10,21,85,192,20,1
4789,"2024-12-13",农林牧渔,69,0,3,21,38,7,0
4790,"2024-12-14",科教文体,192,4,17,51,114,5,1
4791,"2024-12-14",公卫医疗,832,21,63,248,447,44,9
4792,"2024-12-14",城乡建设,574,13,39,171,313,31,7
4793,"2024-12-14",交通运输,158,1,17,52,86,2,0
4794,"2024-12-14",农林牧渔,134,3,10,44,65,9,3
4795,"2024-12-15",科教文体,285,5,16,88,165,9,2
4796,"2024-12-15",公卫医疗,198,7,12,53,114,9,3
4797,"2024-12-15",城乡建设,131,1,7,43,71,8,1
4798,"2024-12-15",交通运输,71,1,4,18,41,6,1
4799,"2024-12-15",农林牧渔,955,19,74,289,521,41,11
4800,"2024-12-16",科教文体,330,8,26,104,173,15,4
4801,"2024-12-16",公卫医疗,95,0,7,27,58,2,1
4802,"2024-12-16",城乡建设,215,2,16,62,121,14,0
4803,"2024-12-16",交通运输,509,11,38,156,274,24,6
4804,"2024-12-16",农林牧渔,325,5,23,91,180,22,4
4805,"2024-12-17",科教文体,229,6,14,67,124,16,2
4806,"2024-12-17",公卫医疗,98,0,5,33,57,3,0
4807,"2024-12-17",城乡建设,846,13,56,259,469,36,13
4808,"2024-12-17",交通运输,74,1,7,20,43,2,1
4809,"2024-12-17",农林牧渔,414,6,27,122,233,25,1
4810,"2024-12-18",科教文体,127,1,8,39,73,6,0
4811,"2024-12-18",公卫医疗,6,0,1,0,4,1,0
4812,"2024-12-18",城乡建设,283,10,19,91,145,16,2
4813,"2024-12-18",交通运输,24,1,1,6,16,0,0
4814,"2024-12-18",农林牧渔,11,1,3,1,6,0,0
4815,"2024-12-19",科教文体,116,1,3,35,72,4,1
4816,"2024-12-19",公卫医疗,10,0,1,6,3,0,0
4817,"2024-12-19",城乡建设,721,16,49,231,385,35,5
4818,"2024-12-19",交通运输,792,27,48,216,449,40,12
4819,"2024-12-19",农林牧渔,216,4,14,63,124,9,2
4820,"2024-12-20",科教文体,140,3,9,45,78,5,0
4821,"2024-12-20",公卫医疗,219,2,16,55,134,9,3
4822,"2024-12-20",城乡建设,406,10,35,121,220,16,4
4823,"2024-12-20",交通运输,503,9,44,171,246,25,8
4824,"2024-12-20",农林牧渔,407,8,21,134,219,22,3
4825,"2024-12-21",科教文体,174,1,14,45,103,11,0
4826,"2024-12-21",公卫医疗,796,20,40,225,462,45,4
4827,"2024-12-21",城乡建设,179,6,11,56,102,3,1
4828,"2024-12-21",交通运输,81,0,9,24,41,6,1
4829,"2024-12-21",农林牧渔,179,4,16,58,89,7,5
4830,"2024-12-22",科教文体,411,9,26,128,222,18,8
4831,"2024-12-22",公卫医疗,232,6,14,76,127,7,2
4832,"2024-12-22",城乡建设,455,13,32,143,242,20,5
4833,"2024-12-22",交通运输,203,4,9,65,118,7,0
4834,"2024-12-22",农林牧渔,26,1,3,8,13,1,0
4835,"2024-12-23",科教文体,354,7,25,101,207,10,4
4836,"2024-12-23",公卫医疗,914,18,65,275,491,52,13
4837,"2024-12-23",城乡建设,135,0,11,45,71,8,0
4838,"2024-12-23",交通运输,212,6,12,63,115,13,3
4839,"2024-12-23",农林牧渔,22,0,3,6,12,1,0
4840,"2024-12-24",科教文体,353,7,21,113,191,17,4
4841,"2024-12-24",公卫医疗,731,19,45,224,392,40,11
4842,"2024-12-24",城乡建设,127,2,8,36,74,4,3
4843,"2024-12-24",交通运输,398,10,35,141,195,15,2
4844,"2024-12-24",农林牧渔,335,6,28,103,183,13,2
4845,"2024-12-25",科教文体,134,1,8,39,75,10,1
4846,"2024-12-25",公卫医疗,333,9,14,101,186,20,3
4847,"2024-12-25",城乡建设,49,0,4,23,20,2,0
4848,"2024-12-25",交通运输,312,5,25,91,174,13,4
4849,"2024-12-25",农林牧渔,250,5,10,76,145,12,2
4850,"2024-12-26",科教文体,46,2,4,11,28,1,0
4851,"2024-12-26",公卫医疗,76,0,5,16,50,5,0
4852,"2024-12-26",城乡建设,350,7,25,103,194,20,1
4853,"2024-12-26",交通运输,517,5,39,158,275,33,7
4854,"2024-12-26",农林牧渔,161,3,13,55,87,0,3
4855,"2024-12-27",科教文体,247,3,16,83,130,11,4
4856,"2024-12-27",公卫医疗,148,2,14,40,79,11,2
4857,"2024-12-27",城乡建设,40,1,1,19,16,3,0
4858,"2024-12-27",交通运输,691,12,56,219,357,37,10
4859,"2024-12-27",农林牧渔,236,7,18,73,120,17,1
4860,"2024-12-28",科教文体,381,9,28,106,221,15,2
4861,"2024-12-28",公卫医疗,521,5,38,166,292,20,0
4862,"2024-12-28",城乡建设,74,1,6,24,41,2,0
4863,"2024-12-28",交通运输,62,0,4,19,34,4,1
4864,"2024-12-28",农林牧渔,178,3,11,63,95,6,0
4865,"2024-12-29",科教文体,272,5,21,78,149,18,1
4866,"2024-12-29",公卫医疗,716,13,55,203,381,55,9
4867,"2024-12-29",城乡建设,60,2,5,14,36,3,0
4868,"2024-12-29",交通运输,757,18,54,229,423,31,2
4869,"2024-12-29",农林牧渔,62,1,6,20,32,1,2
4870,"2024-12-30",科教文体,191,2,19,55,102,11,2
4871,"2024-12-30",公卫医疗,522,9,45,152,280,29,7
4872,"2024-12-30",城乡建设,88,2,10,22,51,2,1
4873,"2024-12-30",交通运输,691,13,41,221,382,30,4
4874,"2024-12-30",农林牧渔,49,1,3,7,35,3,0
4875,"2024-12-31",科教文体,643,15,37,204,354,28,5
4876,"2024-12-31",公卫医疗,471,7,30,152,260,14,8
4877,"2024-12-31",城乡建设,151,4,10,47,82,7,1
4878,"2024-12-31",交通运输,196,4,8,61,110,11,2
4879,"2024-12-31",农林牧渔,607,12,39,179,341,29,7
4880,"2025-01-01",科教文体,256,5,20,80,143,8,0
4881,"2025-01-01",公卫医疗,308,6,28,98,153,18,5
4882,"2025-01-01",城乡建设,28,0,2,6,17,3,0
4883,"2025-01-01",交通运输,277,6,21,88,144,18,0
4884,"2025-01-01",农林牧渔,55,0,4,18,29,3,1
4885,"2025-01-02",科教文体,173,2,14,52,94,9,2
4886,"2025-01-02",公卫医疗,747,22,43,234,403,32,13
4887,"2025-01-02",城乡建设,440,6,30,129,240,30,5
4888,"2025-01-02",交通运输,137,3,7,34,86,6,1
4889,"2025-01-02",农林牧渔,96,2,6,29,55,4,0
4890,"2025-01-03",科教文体,202,6,18,49,120,6,3
4891,"2025-01-03",公卫医疗,258,2,18,87,134,12,5
4892,"2025-01-03",城乡建设,133,2,8,51,64,7,1
4893,"2025-01-03",交通运输,18,1,0,6,6,5,0
4894,"2025-01-03",农林牧渔,3,0,0,1,1,1,0
4895,"2025-01-04",科教文体,413,5,30,121,226,26,5
4896,"2025-01-04",公卫医疗,579,8,33,163,342,29,4
4897,"2025-01-04",城乡建设,220,4,16,68,119,12,1
4898,"2025-01-04",交通运输,516,12,29,140,311,22,2
4899,"2025-01-04",农林牧渔,174,6,17,45,95,10,1
4900,"2025-01-05",科教文体,125,1,9,47,57,8,3
4901,"2025-01-05",公卫医疗,167,5,13,54,90,3,2
4902,"2025-01-05",城乡建设,738,18,41,204,435,33,7
4903,"2025-01-05",交通运输,344,6,30,91,199,17,1
4904,"2025-01-05",农林牧渔,576,9,40,173,326,22,6
4905,"2025-01-06",科教文体,906,19,63,276,496,40,12
4906,"2025-01-06",公卫医疗,387,5,33,107,217,18,7
4907,"2025-01-06",城乡建设,14,1,2,7,4,0,0
4908,"2025-01-06",交通运输,133,4,9,45,69,6,0
4909,"2025-01-06",农林牧渔,529,18,21,155,312,19,4
4910,"2025-01-07",科教文体,193,4,13,57,115,4,0
4911,"2025-01-07",公卫医疗,823,18,52,229,480,36,8
4912,"2025-01-07",城乡建设,95,1,7,19,62,5,1
4913,"2025-01-07",交通运输,103,0,8,24,68,3,0
4914,"2025-01-07",农林牧渔,213,7,13,76,111,5,1
4915,"2025-01-08",科教文体,338,5,24,112,178,15,4
4916,"2025-01-08",公卫医疗,300,6,25,95,162,7,5
4917,"2025-01-08",城乡建设,895,25,73,276,469,43,9
4918,"2025-01-08",交通运输,57,0,3,13,38,1,2
4919,"2025-01-08",农林牧渔,481,9,36,141,262,31,2
4920,"2025-01-09",科教文体,600,11,47,167,330,34,11
4921,"2025-01-09",公卫医疗,127,2,11,37,70,6,1
4922,"2025-01-09",城乡建设,218,4,12,66,125,6,5
4923,"2025-01-09",交通运输,405,11,30,125,217,20,2
4924,"2025-01-09",农林牧渔,408,7,28,115,233,22,3
4925,"2025-01-10",科教文体,52,0,2,14,30,6,0
4926,"2025-01-10",公卫医疗,57,1,1,11,41,2,1
4927,"2025-01-10",城乡建设,58,1,5,20,28,4,0
4928,"2025-01-10",交通运输,825,21,43,277,442,36,6
4929,"2025-01-10",农林牧渔,263,6,14,75,147,19,2
4930,"2025-01-11",科教文体,189,1,6,58,109,13,2
4931,"2025-01-11",公卫医疗,715,11,53,219,399,28,5
4932,"2025-01-11",城乡建设,254,4,17,87,138,7,1
4933,"2025-01-11",交通运输,60,0,4,13,36,6,1
4934,"2025-01-11",农林牧渔,262,4,25,79,141,9,4
4935,"2025-01-12",科教文体,64,1,6,12,40,5,0
4936,"2025-01-12",公卫医疗,566,16,41,152,332,24,1
4937,"2025-01-12",城乡建设,55,2,2,21,27,3,0
4938,"2025-01-12",交通运输,18,1,3,5,7,1,1
4939,"2025-01-12",农林牧渔,300,7,25,87,166,15,0
4940,"2025-01-13",科教文体,1010,17,68,310,552,53,10
4941,"2025-01-13",公卫医疗,291,4,21,89,166,9,2
4942,"2025-01-13",城乡建设,83,1,8,19,52,2,1
4943,"2025-01-13",交通运输,219,9,14,62,117,14,3
4944,"2025-01-13",农林牧渔,313,3,19,98,172,15,6
4945,"2025-01-14",科教文体,129,3,12,46,61,6,1
4946,"2025-01-14",公卫医疗,124,1,10,36,70,5,2
4947,"2025-01-14",城乡建设,209,8,17,56,117,11,0
4948,"2025-01-14",交通运输,597,13,36,183,320,36,9
4949,"2025-01-14",农林牧渔,153,4,10,47,80,8,4
4950,"2025-01-15",科教文体,47,2,2,11,32,0,0
4951,"2025-01-15",公卫医疗,61,1,2,25,32,1,0
4952,"2025-01-15",城乡建设,901,14,71,290,479,41,6
4953,"2025-01-15",交通运输,393,6,20,116,220,27,4
4954,"2025-01-15",农林牧渔,147,4,15,41,77,8,2
4955,"2025-01-16",科教文体,584,15,28,176,333,28,4
4956,"2025-01-16",公卫医疗,30,0,2,12,11,4,1
4957,"2025-01-16",城乡建设,973,15,77,295,523,58,5
4958,"2025-01-16",交通运输,97,1,11,16,64,4,1
4959,"2025-01-16",农林牧渔,424,6,35,119,242,19,3
4960,"2025-01-17",科教文体,105,4,4,28,66,3,0
4961,"2025-01-17",公卫医疗,431,10,30,139,231,18,3
4962,"2025-01-17",城乡建设,561,10,46,169,307,24,5
4963,"2025-01-17",交通运输,9,0,2,3,4,0,0
4964,"2025-01-17",农林牧渔,302,9,12,100,166,11,4
4965,"2025-01-18",科教文体,248,6,22,84,124,10,2
4966,"2025-01-18",公卫医疗,118,4,8,35,68,3,0
4967,"2025-01-18",城乡建设,260,1,15,74,155,14,1
4968,"2025-01-18",交通运输,243,4,15,71,136,13,4
4969,"2025-01-18",农林牧渔,31,0,1,12,16,2,0
4970,"2025-01-19",科教文体,562,14,33,184,295,29,7
4971,"2025-01-19",公卫医疗,223,6,18,64,120,14,1
4972,"2025-01-19",城乡建设,45,0,4,11,24,5,1
4973,"2025-01-19",交通运输,431,5,29,123,245,23,6
4974,"2025-01-19",农林牧渔,559,11,40,162,316,25,5
4975,"2025-01-20",科教文体,7,0,0,2,4,1,0
4976,"2025-01-20",公卫医疗,555,14,40,162,304,33,2
4977,"2025-01-20",城乡建设,404,7,20,137,218,20,2
4978,"2025-01-20",交通运输,1105,25,76,328,597,69,10
4979,"2025-01-20",农林牧渔,108,1,12,22,67,6,0
4980,"2025-01-21",科教文体,93,1,4,28,53,7,0
4981,"2025-01-21",公卫医疗,232,4,16,68,127,16,1
4982,"2025-01-21",城乡建设,176,3,13,46,104,8,2
4983,"2025-01-21",交通运输,700,12,51,208,385,33,11
4984,"2025-01-21",农林牧渔,204,5,19,73,97,8,2
4985,"2025-01-22",科教文体,903,12,61,276,499,46,9
4986,"2025-01-22",公卫医疗,67,1,7,17,37,2,3
4987,"2025-01-22",城乡建设,537,17,38,148,310,18,6
4988,"2025-01-22",交通运输,426,7,23,136,236,17,7
4989,"2025-01-22",农林牧渔,36,1,2,13,19,0,1
4990,"2025-01-23",科教文体,4,0,0,1,3,0,0
4991,"2025-01-23",公卫医疗,606,22,39,169,341,33,2
4992,"2025-01-23",城乡建设,139,1,10,42,81,4,1
4993,"2025-01-23",交通运输,389,4,28,105,228,18,6
4994,"2025-01-23",农林牧渔,121,1,10,40,63,5,2
4995,"2025-01-24",科教文体,212,3,14,65,119,9,2
4996,"2025-01-24",公卫医疗,218,2,11,58,130,14,3
4997,"2025-01-24",城乡建设,521,10,28,165,288,26,4
4998,"2025-01-24",交通运输,219,3,13,63,126,9,5
4999,"2025-01-24",农林牧渔,102,1,7,30,58,5,1
5000,"2025-01-25",科教文体,101,2,6,33,55,5,0
5001,"2025-01-25",公卫医疗,642,15,41,171,379,34,2
5002,"2025-01-25",城乡建设,24,3,1,6,13,0,1
5003,"2025-01-25",交通运输,400,6,24,120,221,23,6
5004,"2025-01-25",农林牧渔,420,7,38,116,239,18,2
5005,"2025-01-26",科教文体,97,1,4,29,59,4,0
5006,"2025-01-26",公卫医疗,769,16,62,201,440,42,8
5007,"2025-01-26",城乡建设,274,4,18,89,149,12,2
5008,"2025-01-26",交通运输,29,0,4,6,16,2,1
5009,"2025-01-26",农林牧渔,109,1,6,43,50,7,2
5010,"2025-01-27",科教文体,790,15,52,252,432,34,5
5011,"2025-01-27",公卫医疗,574,8,43,167,330,20,6
5012,"2025-01-27",城乡建设,313,4,27,89,175,17,1
5013,"2025-01-27",交通运输,289,3,23,75,168,19,1
5014,"2025-01-27",农林牧渔,93,2,5,22,58,6,0
5015,"2025-01-28",科教文体,132,5,7,30,80,8,2
5016,"2025-01-28",公卫医疗,459,10,41,132,244,26,6
5017,"2025-01-28",城乡建设,0,0,0,0,0,0,0
5018,"2025-01-28",交通运输,149,3,11,49,80,5,1
5019,"2025-01-28",农林牧渔,258,3,24,76,143,7,5
5020,"2025-01-29",科教文体,353,9,21,110,190,20,3
5021,"2025-01-29",公卫医疗,108,1,10,36,54,7,0
5022,"2025-01-29",城乡建设,108,0,3,35,67,3,0
5023,"2025-01-29",交通运输,268,5,20,77,145,16,5
5024,"2025-01-29",农林牧渔,210,6,14,57,121,11,1
5025,"2025-01-30",科教文体,30,0,2,10,14,3,1
5026,"2025-01-30",公卫医疗,10,0,0,3,6,1,0
5027,"2025-01-30",城乡建设,325,1,27,90,189,13,5
5028,"2025-01-30",交通运输,463,13,29,137,257,26,1
5029,"2025-01-30",农林牧渔,166,3,15,55,83,10,0
5030,"2025-01-31",科教文体,582,14,32,155,336,39,6
5031,"2025-01-31",公卫医疗,388,11,25,132,191,26,3
5032,"2025-01-31",城乡建设,106,1,4,32,60,8,1
5033,"2025-01-31",交通运输,50,0,4,18,23,4,1
5034,"2025-01-31",农林牧渔,328,10,20,95,186,16,1
5035,"2025-02-01",科教文体,32,1,2,9,20,0,0
5036,"2025-02-01",公卫医疗,623,12,52,188,339,26,6
5037,"2025-02-01",城乡建设,76,1,6,26,40,3,0
5038,"2025-02-01",交通运输,269,8,15,90,136,18,2
5039,"2025-02-01",农林牧渔,681,14,53,221,353,36,4
5040,"2025-02-02",科教文体,97,1,8,24,58,5,1
5041,"2025-02-02",公卫医疗,126,6,7,34,68,8,3
5042,"2025-02-02",城乡建设,247,2,19,73,135,16,2
5043,"2025-02-02",交通运输,977,11,65,285,553,52,11
5044,"2025-02-02",农林牧渔,86,2,6,26,47,3,2
5045,"2025-02-03",科教文体,427,11,31,138,217,24,6
5046,"2025-02-03",公卫医疗,853,15,63,258,469,41,7
5047,"2025-02-03",城乡建设,124,1,9,37,68,8,1
5048,"2025-02-03",交通运输,51,0,4,10,33,3,1
5049,"2025-02-03",农林牧渔,367,4,24,103,215,15,6
5050,"2025-02-04",科教文体,29,0,0,6,22,1,0
5051,"2025-02-04",公卫医疗,348,10,25,113,181,15,4
5052,"2025-02-04",城乡建设,204,6,14,51,118,11,4
5053,"2025-02-04",交通运输,691,12,36,215,387,37,4
5054,"2025-02-04",农林牧渔,192,2,19,72,90,8,1
5055,"2025-02-05",科教文体,499,11,34,148,277,24,5
5056,"2025-02-05",公卫医疗,36,2,3,9,20,2,0
5057,"2025-02-05",城乡建设,777,15,34,249,418,48,13
5058,"2025-02-05",交通运输,12,1,2,4,4,1,0
5059,"2025-02-05",农林牧渔,5,0,0,2,3,0,0
5060,"2025-02-06",科教文体,147,4,6,43,84,10,0
5061,"2025-02-06",公卫医疗,0,0,0,0,0,0,0
5062,"2025-02-06",城乡建设,170,4,11,50,92,12,1
5063,"2025-02-06",交通运输,801,13,43,246,455,31,13
5064,"2025-02-06",农林牧渔,529,6,40,184,279,18,2
5065,"2025-02-07",科教文体,231,8,18,62,131,11,1
5066,"2025-02-07",公卫医疗,329,8,27,105,166,21,2
5067,"2025-02-07",城乡建设,179,4,18,56,93,7,1
5068,"2025-02-07",交通运输,134,6,6,48,67,5,2
5069,"2025-02-07",农林牧渔,82,0,2,25,52,2,1
5070,"2025-02-08",科教文体,231,4,9,75,129,11,3
5071,"2025-02-08",公卫医疗,110,2,8,33,62,4,1
5072,"2025-02-08",城乡建设,278,7,24,91,140,15,1
5073,"2025-02-08",交通运输,440,8,26,136,243,22,5
5074,"2025-02-08",农林牧渔,403,2,22,124,229,22,4
5075,"2025-02-09",科教文体,2,0,0,1,1,0,0
5076,"2025-02-09",公卫医疗,526,19,29,158,290,23,7
5077,"2025-02-09",城乡建设,506,8,35,156,277,22,8
5078,"2025-02-09",交通运输,182,4,17,49,100,10,2
5079,"2025-02-09",农林牧渔,84,3,6,27,40,7,1
5080,"2025-02-10",科教文体,989,23,54,310,536,56,10
5081,"2025-02-10",公卫医疗,141,2,6,52,71,8,2
5082,"2025-02-10",城乡建设,109,3,8,34,53,9,2
5083,"2025-02-10",交通运输,321,6,22,88,189,15,1
5084,"2025-02-10",农林牧渔,339,12,24,102,181,18,2
5085,"2025-02-11",科教文体,82,0,7,27,43,5,0
5086,"2025-02-11",公卫医疗,305,4,18,90,171,17,5
5087,"2025-02-11",城乡建设,584,12,43,167,326,25,11
5088,"2025-02-11",交通运输,207,3,15,62,116,9,2
5089,"2025-02-11",农林牧渔,493,12,38,139,275,25,4
5090,"2025-02-12",科教文体,460,8,39,127,255,26,5
5091,"2025-02-12",公卫医疗,182,3,4,62,99,13,1
5092,"2025-02-12",城乡建设,551,9,39,190,283,26,4
5093,"2025-02-12",交通运输,206,3,7,50,134,11,1
5094,"2025-02-12",农林牧渔,181,6,12,61,98,4,0
5095,"2025-02-13",科教文体,750,10,49,224,428,32,7
5096,"2025-02-13",公卫医疗,70,2,5,20,36,7,0
5097,"2025-02-13",城乡建设,397,9,31,109,226,20,2
5098,"2025-02-13",交通运输,177,1,14,71,82,8,1
5099,"2025-02-13",农林牧渔,217,1,18,73,113,11,1
5100,"2025-02-14",科教文体,330,6,19,102,185,14,4
5101,"2025-02-14",公卫医疗,254,6,17,74,137,16,4
5102,"2025-02-14",城乡建设,574,10,34,166,319,36,9
5103,"2025-02-14",交通运输,321,8,24,91,180,15,3
5104,"2025-02-14",农林牧渔,241,9,18,76,130,4,4
5105,"2025-02-15",科教文体,95,1,6,32,53,2,1
5106,"2025-02-15",公卫医疗,638,8,47,191,362,26,4
5107,"2025-02-15",城乡建设,427,8,36,116,243,21,3
5108,"2025-02-15",交通运输,324,3,16,99,178,22,6
5109,"2025-02-15",农林牧渔,620,12,35,188,348,31,6
5110,"2025-02-16",科教文体,355,9,24,116,183,23,0
5111,"2025-02-16",公卫医疗,310,10,23,100,161,15,1
