"md_id","busi_time","reply_total","receive_cnt","handle_cnt","hot_line_handle_cnt","reply_on_time_cnt","chan_type"
1710,"2024-09-01",646,766,22,37,80.0,2
1711,"2024-09-02",72,213,66,80,42.0,1
1712,"2024-09-02",288,547,232,182,148.0,2
1713,"2024-09-03",34,596,160,380,21.0,1
1714,"2024-09-03",241,308,81,181,177.0,2
1715,"2024-09-04",266,624,38,37,126.0,1
1716,"2024-09-04",670,926,101,547,24.0,2
1717,"2024-09-05",361,681,145,63,171.0,1
1718,"2024-09-05",192,616,158,424,70.0,2
1719,"2024-09-06",790,954,162,677,391.0,1
1720,"2024-09-06",59,230,124,34,31.0,2
1721,"2024-09-07",163,565,266,78,65.0,1
1722,"2024-09-07",684,809,43,585,27.0,2
1723,"2024-09-08",12,663,362,130,6.0,1
1724,"2024-09-08",69,373,149,74,49.0,2
1725,"2024-09-09",177,277,38,109,81.0,1
1726,"2024-09-09",323,706,280,131,261.0,2
1727,"2024-09-10",103,228,46,52,36.0,1
1728,"2024-09-10",80,221,57,123,74.0,2
1729,"2024-09-11",222,523,245,254,77.0,1
1730,"2024-09-11",176,630,195,378,152.0,2
1731,"2024-09-12",218,599,314,228,129.0,1
1732,"2024-09-12",30,382,170,190,5.0,2
1733,"2024-09-13",546,579,196,29,244.0,1
1734,"2024-09-13",56,202,102,53,20.0,2
1735,"2024-09-14",609,651,315,159,318.0,1
1736,"2024-09-14",659,762,179,212,149.0,2
1737,"2024-09-15",490,858,111,428,56.0,1
1738,"2024-09-15",220,344,14,280,106.0,2
1739,"2024-09-16",212,339,105,191,110.0,1
1740,"2024-09-16",104,621,195,187,92.0,2
1741,"2024-09-17",167,442,100,104,134.0,1
1742,"2024-09-17",64,229,87,19,64.0,2
1743,"2024-09-18",379,700,365,73,274.0,1
1744,"2024-09-18",221,245,95,146,117.0,2
1745,"2024-09-19",102,213,122,9,26.0,1
1746,"2024-09-19",785,999,278,44,525.0,2
1747,"2024-09-20",616,835,151,565,266.0,1
1748,"2024-09-20",271,401,131,124,168.0,2
1749,"2024-09-21",136,555,68,400,80.0,1
1750,"2024-09-21",362,593,247,277,295.0,2
1751,"2024-09-22",508,977,403,333,305.0,1
1752,"2024-09-22",763,894,388,16,167.0,2
1753,"2024-09-23",690,973,44,709,14.0,1
1754,"2024-09-23",321,571,301,6,168.0,2
1755,"2024-09-24",81,698,31,366,5.0,1
1756,"2024-09-24",526,641,167,189,401.0,2
1757,"2024-09-25",5,764,324,330,2.0,1
1758,"2024-09-25",359,708,332,186,252.0,2
1759,"2024-09-26",25,582,161,303,19.0,1
1760,"2024-09-26",446,799,24,687,364.0,2
1761,"2024-09-27",553,565,139,365,218.0,1
1762,"2024-09-27",796,851,456,285,445.0,2
1763,"2024-09-28",557,713,202,486,468.0,1
1764,"2024-09-28",320,673,272,220,79.0,2
1765,"2024-09-29",27,535,225,283,15.0,1
1766,"2024-09-29",14,404,85,48,5.0,2
1767,"2024-09-30",38,821,157,102,14.0,1
1768,"2024-09-30",50,454,107,114,36.0,2
1769,"2024-10-01",782,789,419,41,600.0,1
1770,"2024-10-01",407,596,167,278,255.0,2
1771,"2024-10-02",706,838,406,201,641.0,1
1772,"2024-10-02",109,734,369,45,105.0,2
1773,"2024-10-03",150,305,32,123,50.0,1
1774,"2024-10-03",59,522,33,118,5.0,2
1775,"2024-10-04",124,309,93,21,23.0,1
1776,"2024-10-04",473,624,134,463,15.0,2
1777,"2024-10-05",234,508,267,172,17.0,1
1778,"2024-10-05",328,746,349,356,97.0,2
1779,"2024-10-06",228,280,91,145,27.0,1
1780,"2024-10-06",212,349,184,148,167.0,2
1781,"2024-10-07",681,782,73,103,54.0,1
1782,"2024-10-07",222,666,367,274,126.0,2
1783,"2024-10-08",119,317,122,181,56.0,1
1784,"2024-10-08",120,296,48,94,81.0,2
1785,"2024-10-09",14,595,194,53,5.0,1
1786,"2024-10-09",228,268,109,104,112.0,2
1787,"2024-10-10",422,940,373,5,151.0,1
1788,"2024-10-10",81,871,205,47,8.0,2
1789,"2024-10-11",222,943,163,324,219.0,1
1790,"2024-10-11",240,326,27,212,198.0,2
1791,"2024-10-12",64,275,75,72,4.0,1
1792,"2024-10-12",105,272,154,88,12.0,2
1793,"2024-10-13",143,320,77,5,38.0,1
1794,"2024-10-13",525,766,345,40,170.0,2
1795,"2024-10-14",321,709,297,217,71.0,1
1796,"2024-10-14",17,267,160,19,9.0,2
1797,"2024-10-15",167,494,152,21,55.0,1
1798,"2024-10-15",339,635,39,147,280.0,2
1799,"2024-10-16",220,858,473,380,174.0,1
1800,"2024-10-16",288,610,110,369,110.0,2
1801,"2024-10-17",797,952,407,150,112.0,1
1802,"2024-10-17",1,843,392,171,0.0,2
1803,"2024-10-18",19,346,12,19,4.0,1
1804,"2024-10-18",156,457,26,57,57.0,2
1805,"2024-10-19",228,297,85,170,92.0,1
1806,"2024-10-19",414,533,303,98,224.0,2
1807,"2024-10-20",470,527,50,214,185.0,1
1808,"2024-10-20",125,303,143,139,27.0,2
1809,"2024-10-21",264,597,248,119,249.0,1
1810,"2024-10-21",228,885,71,33,123.0,2
1811,"2024-10-22",241,682,395,67,3.0,1
1812,"2024-10-22",333,795,19,261,19.0,2
1813,"2024-10-23",225,634,269,294,218.0,1
1814,"2024-10-23",162,589,249,20,70.0,2
1815,"2024-10-24",90,328,65,262,6.0,1
1816,"2024-10-24",73,500,254,25,11.0,2
1817,"2024-10-25",208,738,409,240,45.0,1
1818,"2024-10-25",15,378,14,279,15.0,2
1819,"2024-10-26",46,378,171,68,7.0,1
1820,"2024-10-26",18,508,179,88,18.0,2
1821,"2024-10-27",436,546,5,319,172.0,1
1822,"2024-10-27",655,928,414,99,311.0,2
1823,"2024-10-28",479,578,276,287,342.0,1
1824,"2024-10-28",307,390,43,190,248.0,2
1825,"2024-10-29",335,615,368,75,0.0,1
1826,"2024-10-29",307,450,236,132,98.0,2
1827,"2024-10-30",94,341,25,278,57.0,1
1828,"2024-10-30",470,993,405,236,90.0,2
1829,"2024-10-31",141,272,23,97,139.0,1
1830,"2024-10-31",56,386,96,229,19.0,2
1831,"2024-11-01",128,511,122,151,68.0,1
1832,"2024-11-01",864,885,135,519,210.0,2
1833,"2024-11-02",652,926,431,209,473.0,1
1834,"2024-11-02",111,275,128,52,7.0,2
1835,"2024-11-03",296,503,140,319,215.0,1
1836,"2024-11-03",120,952,463,96,95.0,2
1837,"2024-11-04",246,346,5,26,88.0,1
1838,"2024-11-04",15,386,126,141,11.0,2
1839,"2024-11-05",194,820,386,386,6.0,1
1840,"2024-11-05",883,947,541,371,406.0,2
1841,"2024-11-06",579,658,216,341,515.0,1
1842,"2024-11-06",181,212,57,25,174.0,2
1843,"2024-11-07",215,481,171,59,73.0,1
1844,"2024-11-07",480,966,212,297,137.0,2
1845,"2024-11-08",150,288,159,65,76.0,1
1846,"2024-11-08",317,349,168,64,109.0,2
1847,"2024-11-09",326,548,314,132,217.0,1
1848,"2024-11-09",177,257,131,49,0.0,2
1849,"2024-11-10",450,558,239,286,221.0,1
1850,"2024-11-10",348,435,82,323,219.0,2
1851,"2024-11-11",339,884,437,173,184.0,1
1852,"2024-11-11",169,991,49,57,148.0,2
1853,"2024-11-12",64,265,129,75,30.0,1
1854,"2024-11-12",353,371,46,99,221.0,2
1855,"2024-11-13",75,318,93,170,9.0,1
1856,"2024-11-13",217,947,198,331,89.0,2
1857,"2024-11-14",598,944,463,237,415.0,1
1858,"2024-11-14",382,831,106,362,251.0,2
1859,"2024-11-15",207,226,130,76,52.0,1
1860,"2024-11-15",249,325,152,90,4.0,2
1861,"2024-11-16",442,442,182,119,358.0,1
1862,"2024-11-16",709,915,90,604,671.0,2
1863,"2024-11-17",290,844,466,55,197.0,1
1864,"2024-11-17",366,717,58,313,146.0,2
1865,"2024-11-18",737,808,354,412,684.0,1
1866,"2024-11-18",591,821,412,2,0.0,2
1867,"2024-11-19",790,898,516,81,42.0,1
1868,"2024-11-19",314,463,259,83,83.0,2
1869,"2024-11-20",23,510,114,143,16.0,1
1870,"2024-11-20",194,279,30,120,68.0,2
1871,"2024-11-21",450,846,440,184,345.0,1
1872,"2024-11-21",38,686,393,247,15.0,2
1873,"2024-11-22",114,462,197,108,2.0,1
1874,"2024-11-22",298,375,211,39,150.0,2
1875,"2024-11-23",560,636,197,47,186.0,1
1876,"2024-11-23",260,446,173,92,172.0,2
1877,"2024-11-24",257,732,300,265,143.0,1
1878,"2024-11-24",167,779,443,37,159.0,2
1879,"2024-11-25",711,904,234,387,26.0,1
1880,"2024-11-25",55,439,15,129,9.0,2
1881,"2024-11-26",622,911,340,39,107.0,1
1882,"2024-11-26",204,257,133,41,55.0,2
1883,"2024-11-27",650,800,399,90,581.0,1
1884,"2024-11-27",105,255,32,152,74.0,2
1885,"2024-11-28",118,939,330,590,66.0,1
1886,"2024-11-28",349,928,324,150,204.0,2
1887,"2024-11-29",248,306,122,23,170.0,1
1888,"2024-11-29",432,903,31,224,262.0,2
1889,"2024-11-30",133,322,149,116,105.0,1
1890,"2024-11-30",57,403,90,202,37.0,2
1891,"2024-12-01",32,654,191,220,21.0,1
1892,"2024-12-01",65,409,98,79,26.0,2
1893,"2024-12-02",5,679,181,5,1.0,1
1894,"2024-12-02",220,576,40,505,85.0,2
1895,"2024-12-03",178,548,218,121,109.0,1
1896,"2024-12-03",178,833,296,188,1.0,2
1897,"2024-12-04",67,303,57,27,56.0,1
1898,"2024-12-04",11,395,225,65,9.0,2
1899,"2024-12-05",48,827,321,121,8.0,1
1900,"2024-12-05",10,667,11,292,3.0,2
1901,"2024-12-06",319,853,198,457,161.0,1
1902,"2024-12-06",18,893,8,117,14.0,2
1903,"2024-12-07",642,723,73,454,57.0,1
1904,"2024-12-07",462,807,224,252,180.0,2
1905,"2024-12-08",796,944,320,273,60.0,1
1906,"2024-12-08",460,987,591,185,363.0,2
1907,"2024-12-09",337,514,20,155,116.0,1
1908,"2024-12-09",52,254,49,194,38.0,2
1909,"2024-12-10",607,657,48,411,419.0,1
1910,"2024-12-10",700,934,225,575,17.0,2
1911,"2024-12-11",135,820,330,168,70.0,1
1912,"2024-12-11",510,527,215,292,304.0,2
1913,"2024-12-12",378,484,150,268,154.0,1
1914,"2024-12-12",140,513,176,293,40.0,2
1915,"2024-12-13",235,616,214,298,206.0,1
1916,"2024-12-13",901,944,44,512,598.0,2
1917,"2024-12-14",434,573,75,32,231.0,1
1918,"2024-12-14",546,643,217,187,152.0,2
1919,"2024-12-15",602,684,136,98,124.0,1
1920,"2024-12-15",298,859,19,321,21.0,2
1921,"2024-12-16",195,475,61,249,135.0,1
1922,"2024-12-16",508,694,226,255,330.0,2
1923,"2024-12-17",249,541,297,196,97.0,1
1924,"2024-12-17",326,335,151,175,172.0,2
1925,"2024-12-18",685,995,271,286,473.0,1
1926,"2024-12-18",338,730,382,161,48.0,2
1927,"2024-12-19",168,353,50,288,37.0,1
1928,"2024-12-19",280,490,21,189,214.0,2
1929,"2024-12-20",502,644,304,197,119.0,1
1930,"2024-12-20",48,650,78,182,5.0,2
1931,"2024-12-21",337,888,410,51,306.0,1
1932,"2024-12-21",25,341,44,274,4.0,2
1933,"2024-12-22",254,320,170,12,60.0,1
1934,"2024-12-22",169,272,115,137,112.0,2
1935,"2024-12-23",207,802,17,161,16.0,1
1936,"2024-12-23",58,485,136,78,1.0,2
1937,"2024-12-24",199,776,238,318,118.0,1
1938,"2024-12-24",223,604,272,102,55.0,2
1939,"2024-12-25",80,296,11,139,19.0,1
1940,"2024-12-25",133,234,27,112,107.0,2
1941,"2024-12-26",148,590,291,113,137.0,1
1942,"2024-12-26",543,776,33,603,170.0,2
1943,"2024-12-27",110,804,322,205,6.0,1
1944,"2024-12-27",168,231,99,109,9.0,2
1945,"2024-12-28",0,591,225,102,0.0,1
1946,"2024-12-28",160,645,27,311,29.0,2
1947,"2024-12-29",345,873,480,65,3.0,1
1948,"2024-12-29",547,814,418,60,219.0,2
1949,"2024-12-30",420,601,220,287,119.0,1
1950,"2024-12-30",498,921,50,525,209.0,2
1951,"2024-12-31",235,784,121,603,213.0,1
1952,"2024-12-31",257,385,34,71,36.0,2
1953,"2025-01-01",670,812,202,319,514.0,1
1954,"2025-01-01",243,510,262,19,79.0,2
1955,"2025-01-02",148,860,9,579,148.0,1
1956,"2025-01-02",139,927,470,347,129.0,2
1957,"2025-01-03",144,617,234,28,24.0,1
1958,"2025-01-03",345,446,246,155,308.0,2
1959,"2025-01-04",204,688,319,1,172.0,1
1960,"2025-01-04",270,925,388,407,225.0,2
1961,"2025-01-05",57,954,60,361,36.0,1
1962,"2025-01-05",114,764,11,220,74.0,2
1963,"2025-01-06",401,888,78,694,35.0,1
1964,"2025-01-06",87,291,143,9,52.0,2
1965,"2025-01-07",434,809,219,326,372.0,1
1966,"2025-01-07",252,655,240,110,33.0,2
1967,"2025-01-08",217,325,118,44,165.0,1
1968,"2025-01-08",48,418,100,227,40.0,2
1969,"2025-01-09",322,796,180,604,21.0,1
1970,"2025-01-09",259,399,218,19,221.0,2
1971,"2025-01-10",272,898,326,269,54.0,1
1972,"2025-01-10",896,976,125,545,868.0,2
1973,"2025-01-11",273,490,44,314,22.0,1
1974,"2025-01-11",11,532,121,230,10.0,2
1975,"2025-01-12",188,445,1,228,28.0,1
1976,"2025-01-12",465,596,109,129,228.0,2
1977,"2025-01-13",572,827,168,290,487.0,1
1978,"2025-01-13",243,381,12,37,93.0,2
1979,"2025-01-14",12,930,453,27,5.0,1
1980,"2025-01-14",124,883,222,591,53.0,2
1981,"2025-01-15",3,406,125,31,1.0,1
1982,"2025-01-15",98,223,38,52,36.0,2
1983,"2025-01-16",434,878,226,145,252.0,1
1984,"2025-01-16",207,855,116,38,134.0,2
1985,"2025-01-17",282,533,153,287,205.0,1
1986,"2025-01-17",336,442,213,163,99.0,2
1987,"2025-01-18",608,813,353,136,456.0,1
1988,"2025-01-18",323,889,14,425,168.0,2
1989,"2025-01-19",588,863,197,133,181.0,1
1990,"2025-01-19",293,811,335,306,34.0,2
1991,"2025-01-20",34,689,208,295,19.0,1
1992,"2025-01-20",919,959,357,441,570.0,2
1993,"2025-01-21",50,783,22,288,35.0,1
1994,"2025-01-21",442,512,91,246,243.0,2
1995,"2025-01-22",292,393,83,81,132.0,1
1996,"2025-01-22",42,221,44,63,12.0,2
1997,"2025-01-23",565,598,358,140,478.0,1
1998,"2025-01-23",155,687,21,570,64.0,2
1999,"2025-01-24",337,455,212,117,44.0,1
2000,"2025-01-24",443,623,273,19,155.0,2
2001,"2025-01-25",472,912,224,99,128.0,1
2002,"2025-01-25",154,788,136,177,28.0,2
2003,"2025-01-26",205,223,53,143,108.0,1
2004,"2025-01-26",479,793,308,403,363.0,2
2005,"2025-01-27",229,894,68,325,218.0,1
2006,"2025-01-27",231,861,218,99,122.0,2
2007,"2025-01-28",622,803,456,322,527.0,1
2008,"2025-01-28",435,577,270,106,150.0,2
2009,"2025-01-29",56,487,250,218,30.0,1
2010,"2025-01-29",58,255,15,7,24.0,2
2011,"2025-01-30",439,650,208,437,179.0,1
2012,"2025-01-30",454,914,228,74,94.0,2
2013,"2025-01-31",292,418,153,231,229.0,1
2014,"2025-01-31",326,395,182,112,273.0,2
2015,"2025-02-01",20,634,99,125,18.0,1
2016,"2025-02-01",626,772,53,60,501.0,2
2017,"2025-02-02",59,442,108,223,6.0,1
2018,"2025-02-02",279,994,578,405,35.0,2
2019,"2025-02-03",275,295,108,104,221.0,1
2020,"2025-02-03",238,949,268,250,61.0,2
2021,"2025-02-04",219,518,169,106,93.0,1
2022,"2025-02-04",354,437,185,72,209.0,2
2023,"2025-02-05",57,666,280,64,23.0,1
2024,"2025-02-05",125,296,14,212,25.0,2
2025,"2025-02-06",163,919,434,321,84.0,1
2026,"2025-02-06",451,686,40,486,108.0,2
2027,"2025-02-07",58,571,131,355,36.0,1
2028,"2025-02-07",205,525,139,275,169.0,2
2029,"2025-02-08",32,746,189,503,10.0,1
2030,"2025-02-08",438,563,179,6,342.0,2
2031,"2025-02-09",303,575,303,36,45.0,1
2032,"2025-02-09",173,477,46,355,166.0,2
2033,"2025-02-10",286,756,248,111,37.0,1
2034,"2025-02-10",288,362,210,23,139.0,2
2035,"2025-02-11",719,958,33,405,30.0,1
2036,"2025-02-11",72,495,39,336,10.0,2
2037,"2025-02-12",377,471,196,52,188.0,1
2038,"2025-02-12",594,851,108,559,37.0,2
2039,"2025-02-13",284,395,82,260,140.0,1
2040,"2025-02-13",0,390,169,27,0.0,2
2041,"2025-02-14",387,1000,358,270,336.0,1
2042,"2025-02-14",421,462,42,227,102.0,2
2043,"2025-02-15",48,281,144,51,3.0,1
2044,"2025-02-15",558,717,4,294,175.0,2
2045,"2025-02-16",395,548,80,198,377.0,1
2046,"2025-02-16",374,613,191,242,365.0,2
2047,"2025-02-17",564,656,249,14,420.0,1
2048,"2025-02-17",618,782,350,146,450.0,2
2049,"2025-02-18",54,414,175,74,35.0,1
2050,"2025-02-18",317,429,157,119,190.0,2
2051,"2025-02-19",11,319,109,54,5.0,1
2052,"2025-02-19",75,268,134,125,0.0,2
2053,"2025-02-20",586,968,53,623,577.0,1
2054,"2025-02-20",145,355,33,100,128.0,2
2055,"2025-02-21",338,911,34,803,108.0,1
2056,"2025-02-21",299,798,317,40,48.0,2
2057,"2025-02-22",327,904,364,381,170.0,1
2058,"2025-02-22",185,521,198,30,91.0,2
2059,"2025-02-23",336,339,122,13,318.0,1
2060,"2025-02-23",29,720,428,263,17.0,2
2061,"2025-02-24",126,374,84,275,14.0,1
2062,"2025-02-24",275,331,26,226,246.0,2
2063,"2025-02-25",883,891,218,544,246.0,1
2064,"2025-02-25",264,627,193,252,238.0,2
2065,"2025-02-26",553,897,467,212,495.0,1
2066,"2025-02-26",265,912,246,311,98.0,2
2067,"2025-02-27",47,428,108,55,17.0,1
2068,"2025-02-27",127,884,509,37,23.0,2
2069,"2025-02-28",908,999,79,166,646.0,1
2070,"2025-02-28",485,707,136,49,4.0,2
2071,"2025-03-01",650,843,348,190,331.0,1
2072,"2025-03-01",528,922,377,153,3.0,2
2073,"2025-03-02",242,472,234,215,178.0,1
2074,"2025-03-02",179,763,245,50,161.0,2
2075,"2025-03-03",18,234,76,10,8.0,1
2076,"2025-03-03",92,251,112,112,90.0,2
2077,"2025-03-04",251,361,153,186,49.0,1
2078,"2025-03-04",329,676,295,25,147.0,2
2079,"2025-03-05",200,288,86,11,6.0,1
2080,"2025-03-05",393,472,8,392,309.0,2
2081,"2025-03-06",795,906,253,603,724.0,1
2082,"2025-03-06",108,292,125,79,86.0,2
2083,"2025-03-07",480,705,178,471,119.0,1
2084,"2025-03-07",116,585,209,376,1.0,2
2085,"2025-03-08",461,909,76,485,350.0,1
2086,"2025-03-08",72,283,33,200,63.0,2
2087,"2025-03-09",103,610,164,370,57.0,1
2088,"2025-03-09",97,316,160,120,9.0,2
2089,"2025-03-10",589,956,393,342,151.0,1
2090,"2025-03-10",210,236,3,167,144.0,2
2091,"2025-03-11",122,991,125,820,30.0,1
2092,"2025-03-11",18,818,320,151,17.0,2
2093,"2025-03-12",587,859,218,81,205.0,1
2094,"2025-03-12",406,562,89,144,227.0,2
2095,"2025-03-13",38,560,183,75,38.0,1
2096,"2025-03-13",362,414,3,372,67.0,2
2097,"2025-03-14",500,852,202,238,441.0,1
2098,"2025-03-14",388,741,322,185,122.0,2
2099,"2025-03-15",211,303,123,155,11.0,1
2100,"2025-03-15",42,572,137,423,13.0,2
2101,"2025-03-16",775,877,122,322,356.0,1
2102,"2025-03-16",191,686,152,337,154.0,2
2103,"2025-03-17",201,252,108,89,181.0,1
2104,"2025-03-17",103,438,253,79,1.0,2
2105,"2025-03-18",219,776,73,153,180.0,1
2106,"2025-03-18",274,857,382,119,265.0,2
2107,"2025-03-19",600,874,399,239,220.0,1
2108,"2025-03-19",567,583,88,279,342.0,2
2109,"2025-03-20",452,920,325,435,19.0,1
2110,"2025-03-20",46,785,278,357,10.0,2
2111,"2025-03-21",417,553,55,157,260.0,1
2112,"2025-03-21",95,918,241,319,18.0,2
2113,"2025-03-22",715,968,197,188,145.0,1
2114,"2025-03-22",636,746,217,153,458.0,2
2115,"2025-03-23",106,286,97,3,48.0,1
2116,"2025-03-23",617,741,192,122,398.0,2
2117,"2025-03-24",81,707,227,324,21.0,1
2118,"2025-03-24",202,474,188,133,2.0,2
2119,"2025-03-25",240,481,199,82,234.0,1
2120,"2025-03-25",588,602,205,287,257.0,2
2121,"2025-03-26",753,839,416,335,254.0,1
2122,"2025-03-26",184,328,96,135,49.0,2
2123,"2025-03-27",319,944,379,495,84.0,1
2124,"2025-03-27",682,918,208,324,21.0,2
2125,"2025-03-28",232,468,39,416,41.0,1
2126,"2025-03-28",580,590,307,283,557.0,2
2127,"2025-03-29",136,508,132,66,96.0,1
2128,"2025-03-29",602,753,87,307,101.0,2
2129,"2025-03-30",174,743,333,248,139.0,1
2130,"2025-03-30",242,253,124,47,79.0,2
2131,"2025-03-31",96,449,124,49,79.0,1
2132,"2025-03-31",363,379,66,127,257.0,2
2133,"2025-04-01",248,751,177,289,129.0,1
2134,"2025-04-01",168,303,160,75,137.0,2
2135,"2025-04-02",40,855,56,677,7.0,1
2136,"2025-04-02",449,639,49,63,197.0,2
2137,"2025-04-03",203,925,99,527,79.0,1
2138,"2025-04-03",36,209,101,93,17.0,2
2139,"2025-04-04",857,881,43,485,313.0,1
2140,"2025-04-04",240,871,305,421,121.0,2
2141,"2025-04-05",112,499,112,381,33.0,1
2142,"2025-04-05",356,804,144,641,37.0,2
2143,"2025-04-06",694,808,159,182,172.0,1
2144,"2025-04-06",129,338,177,135,116.0,2
2145,"2025-04-07",5,425,136,94,0.0,1
2146,"2025-04-07",151,254,72,93,66.0,2
2147,"2025-04-08",493,648,206,170,13.0,1
2148,"2025-04-08",271,604,122,109,74.0,2
2149,"2025-04-09",541,568,164,83,262.0,1
2150,"2025-04-09",90,201,109,82,21.0,2
2151,"2025-04-10",126,606,168,182,58.0,1
2152,"2025-04-10",197,952,391,230,76.0,2
2153,"2025-04-11",449,713,38,586,317.0,1
2154,"2025-04-11",390,960,6,305,175.0,2
2155,"2025-04-12",257,658,191,112,96.0,1
2156,"2025-04-12",566,992,489,473,366.0,2
2157,"2025-04-13",756,882,191,593,408.0,1
2158,"2025-04-13",611,898,82,218,123.0,2
2159,"2025-04-14",254,384,217,97,42.0,1
2160,"2025-04-14",181,269,115,56,102.0,2
2161,"2025-04-15",114,212,83,85,80.0,1
2162,"2025-04-15",128,589,264,68,68.0,2
2163,"2025-04-16",112,263,6,158,38.0,1
2164,"2025-04-16",392,641,211,230,60.0,2
2165,"2025-04-17",109,518,133,11,36.0,1
2166,"2025-04-17",467,945,350,585,156.0,2
2167,"2025-04-18",240,806,257,57,40.0,1
2168,"2025-04-18",600,763,402,288,372.0,2
2169,"2025-04-19",372,372,69,303,170.0,1
2170,"2025-04-19",0,555,329,84,0.0,2
2171,"2025-04-20",255,586,273,158,21.0,1
2172,"2025-04-20",619,930,538,10,467.0,2
2173,"2025-04-21",53,336,101,45,6.0,1
2174,"2025-04-21",77,989,153,700,39.0,2
2175,"2025-04-22",359,359,196,68,138.0,1
2176,"2025-04-22",429,962,132,638,14.0,2
2177,"2025-04-23",43,220,114,34,37.0,1
2178,"2025-04-23",2,747,158,319,1.0,2
2179,"2025-04-24",108,863,486,276,21.0,1
2180,"2025-04-24",274,652,379,14,107.0,2
2181,"2025-04-25",220,308,67,239,181.0,1
2182,"2025-04-25",34,212,115,26,27.0,2
2183,"2025-04-26",295,779,154,157,116.0,1
2184,"2025-04-26",225,375,131,55,12.0,2
2185,"2025-04-27",159,214,101,80,141.0,1
2186,"2025-04-27",311,615,176,79,3.0,2
2187,"2025-04-28",335,943,495,218,296.0,1
2188,"2025-04-28",507,917,348,469,466.0,2
2189,"2025-04-29",286,473,169,185,261.0,1
2190,"2025-04-29",215,250,109,129,204.0,2
2191,"2025-04-30",283,599,48,326,56.0,1
2192,"2025-04-30",836,890,195,609,580.0,2
2193,"2025-05-01",416,911,298,19,24.0,1
2194,"2025-05-01",268,510,11,31,199.0,2
2195,"2025-05-02",20,619,206,182,9.0,1
2196,"2025-05-02",50,253,36,110,18.0,2
2197,"2025-05-03",530,687,37,248,82.0,1
2198,"2025-05-03",272,485,265,146,249.0,2
2199,"2025-05-04",536,641,117,343,17.0,1
2200,"2025-05-04",38,319,133,56,35.0,2
2201,"2025-05-05",328,583,269,260,67.0,1
2202,"2025-05-05",512,565,297,75,326.0,2
2203,"2025-05-06",25,662,254,318,2.0,1
2204,"2025-05-06",104,567,103,56,90.0,2
2205,"2025-05-07",476,588,218,259,443.0,1
2206,"2025-05-07",690,992,568,84,230.0,2
2207,"2025-05-08",98,635,22,587,71.0,1
2208,"2025-05-08",192,293,105,86,166.0,2
2209,"2025-05-09",274,558,269,267,130.0,1
2210,"2025-05-09",606,781,231,439,311.0,2
2211,"2025-05-10",181,941,153,666,148.0,1
2212,"2025-05-10",98,507,10,497,87.0,2
2213,"2025-05-11",517,783,134,16,374.0,1
2214,"2025-05-11",725,911,515,84,686.0,2
2215,"2025-05-12",659,815,447,100,285.0,1
2216,"2025-05-12",389,486,83,48,107.0,2
2217,"2025-05-13",494,725,168,281,415.0,1
2218,"2025-05-13",236,875,517,357,187.0,2
2219,"2025-05-14",228,590,77,407,153.0,1
2220,"2025-05-14",198,475,219,177,170.0,2
2221,"2025-05-15",436,590,90,68,424.0,1
2222,"2025-05-15",421,982,444,269,196.0,2
2223,"2025-05-16",40,667,177,123,19.0,1
2224,"2025-05-16",431,539,26,436,284.0,2
2225,"2025-05-17",310,367,189,137,128.0,1
2226,"2025-05-17",295,349,39,219,248.0,2
2227,"2025-05-18",260,325,126,71,227.0,1
2228,"2025-05-18",158,750,94,492,48.0,2
2229,"2025-05-19",290,965,206,375,54.0,1
2230,"2025-05-19",755,868,457,205,260.0,2
2231,"2025-05-20",112,423,237,54,0.0,1
2232,"2025-05-20",103,252,98,2,57.0,2
2233,"2025-05-21",132,924,18,335,74.0,1
2234,"2025-05-21",113,284,48,123,105.0,2
2235,"2025-05-22",525,999,430,244,459.0,1
2236,"2025-05-22",19,311,24,254,14.0,2
2237,"2025-05-23",817,991,16,217,16.0,1
2238,"2025-05-23",694,988,576,265,611.0,2
2239,"2025-05-24",615,877,514,304,576.0,1
2240,"2025-05-24",289,858,496,226,9.0,2
2241,"2025-05-25",467,726,327,323,272.0,1
2242,"2025-05-25",198,234,138,71,29.0,2
2243,"2025-05-26",530,729,375,111,196.0,1
2244,"2025-05-26",688,828,81,642,427.0,2
2245,"2025-05-27",69,901,282,310,66.0,1
2246,"2025-05-27",414,605,122,226,191.0,2
2247,"2025-05-28",62,590,306,137,52.0,1
2248,"2025-05-28",237,514,128,243,21.0,2
2249,"2025-05-29",10,758,316,259,1.0,1
2250,"2025-05-29",375,767,108,196,137.0,2
2251,"2025-05-30",67,555,116,319,64.0,1
2252,"2025-05-30",435,595,290,263,15.0,2
2253,"2025-05-31",150,346,49,262,97.0,1
2254,"2025-05-31",534,597,130,317,531.0,2
2255,"2025-06-01",229,369,189,124,202.0,1
2256,"2025-06-01",446,463,51,407,107.0,2
2257,"2025-06-02",29,403,210,108,17.0,1
2258,"2025-06-02",86,224,77,34,1.0,2
2259,"2025-06-03",283,934,119,299,255.0,1
2260,"2025-06-03",223,305,37,122,135.0,2
2261,"2025-06-04",341,527,152,235,218.0,1
2262,"2025-06-04",667,737,353,307,184.0,2
2263,"2025-06-05",503,583,298,162,152.0,1
2264,"2025-06-05",455,509,259,190,145.0,2
2265,"2025-06-06",653,955,440,34,247.0,1
2266,"2025-06-06",310,691,359,207,140.0,2
