"md_id","busi_time","sub_name","type_name","type_cnt","finish_cnt","satisfaction_cnt","avg_handler_time"
41568,"2025-03-05",公卫医疗,咨询,9,9,8,4.28
41569,"2025-03-05",公卫医疗,投诉,9,9,8,23.63
41570,"2025-03-05",公卫医疗,意见建议,3,3,3,9.73
41571,"2025-03-05",公卫医疗,求助,13,12,11,16.83
41572,"2025-03-05",公卫医疗,表扬,12,11,11,1.81
41573,"2025-03-05",公卫医疗,举报,8,8,8,26.03
41574,"2025-03-05",公卫医疗,无效,5,5,4,1.24
41575,"2025-03-05",公卫医疗,其他,3,3,3,18.09
41576,"2025-03-05",城乡建设,咨询,23,22,21,4.91
41577,"2025-03-05",城乡建设,投诉,19,19,18,21.35
41578,"2025-03-05",城乡建设,意见建议,6,6,6,10.08
41579,"2025-03-05",城乡建设,求助,14,14,13,32.9
41580,"2025-03-05",城乡建设,表扬,5,5,5,2.06
41581,"2025-03-05",城乡建设,举报,8,8,8,34.58
41582,"2025-03-05",城乡建设,无效,13,12,12,1.95
41583,"2025-03-05",城乡建设,其他,14,14,13,10.04
41584,"2025-03-05",交通运输,咨询,25,24,23,3.58
41585,"2025-03-05",交通运输,投诉,9,9,8,18.72
41586,"2025-03-05",交通运输,意见建议,20,19,18,6.16
41587,"2025-03-05",交通运输,求助,15,14,14,27.73
41588,"2025-03-05",交通运输,表扬,13,13,12,3.95
41589,"2025-03-05",交通运输,举报,24,23,23,28.83
41590,"2025-03-05",交通运输,无效,5,5,5,1.24
41591,"2025-03-05",交通运输,其他,34,33,30,16.44
41592,"2025-03-05",农林牧渔,咨询,7,7,7,2.02
41593,"2025-03-05",农林牧渔,投诉,6,6,6,12.47
41594,"2025-03-05",农林牧渔,意见建议,10,10,9,9.67
41595,"2025-03-05",农林牧渔,求助,6,6,6,14.71
41596,"2025-03-05",农林牧渔,表扬,3,3,3,1.06
41597,"2025-03-05",农林牧渔,举报,4,4,4,32.69
41598,"2025-03-05",农林牧渔,无效,5,5,4,1.35
41599,"2025-03-05",农林牧渔,其他,6,6,5,13.29
41600,"2025-03-06",科教文体,咨询,7,7,6,3.07
41601,"2025-03-06",科教文体,投诉,8,8,8,21.08
41602,"2025-03-06",科教文体,意见建议,1,1,1,8.1
41603,"2025-03-06",科教文体,求助,2,2,2,11.47
41604,"2025-03-06",科教文体,表扬,7,7,7,1.8
41605,"2025-03-06",科教文体,举报,6,6,5,37.56
41606,"2025-03-06",科教文体,无效,7,7,6,1.31
41607,"2025-03-06",科教文体,其他,5,5,4,14.12
41608,"2025-03-06",公卫医疗,咨询,34,33,30,2.58
41609,"2025-03-06",公卫医疗,投诉,6,6,6,21.49
41610,"2025-03-06",公卫医疗,意见建议,11,11,11,9.4
41611,"2025-03-06",公卫医疗,求助,37,36,34,28.88
41612,"2025-03-06",公卫医疗,表扬,16,15,15,3.42
41613,"2025-03-06",公卫医疗,举报,2,2,2,34.96
41614,"2025-03-06",公卫医疗,无效,31,30,29,1.98
41615,"2025-03-06",公卫医疗,其他,9,9,8,14.61
41616,"2025-03-06",城乡建设,咨询,12,11,11,5.55
41617,"2025-03-06",城乡建设,投诉,43,42,40,15.19
41618,"2025-03-06",城乡建设,意见建议,18,17,16,7.48
41619,"2025-03-06",城乡建设,求助,0,0,0,24.8
41620,"2025-03-06",城乡建设,表扬,45,43,39,1.92
41621,"2025-03-06",城乡建设,举报,9,9,9,40.17
41622,"2025-03-06",城乡建设,无效,23,22,21,0.68
41623,"2025-03-06",城乡建设,其他,26,25,25,6.56
41624,"2025-03-06",交通运输,咨询,42,40,36,2.97
41625,"2025-03-06",交通运输,投诉,7,7,6,14.73
41626,"2025-03-06",交通运输,意见建议,8,8,7,13.51
41627,"2025-03-06",交通运输,求助,33,32,32,25.53
41628,"2025-03-06",交通运输,表扬,32,31,30,2.36
41629,"2025-03-06",交通运输,举报,15,14,14,40.41
41630,"2025-03-06",交通运输,无效,15,15,14,1.35
41631,"2025-03-06",交通运输,其他,46,45,39,17.12
41632,"2025-03-06",农林牧渔,咨询,10,10,9,5.47
41633,"2025-03-06",农林牧渔,投诉,1,1,1,8.91
41634,"2025-03-06",农林牧渔,意见建议,2,2,2,6.85
41635,"2025-03-06",农林牧渔,求助,7,7,6,27.28
41636,"2025-03-06",农林牧渔,表扬,8,8,8,1.81
41637,"2025-03-06",农林牧渔,举报,8,8,7,15.54
41638,"2025-03-06",农林牧渔,无效,16,16,15,1.13
41639,"2025-03-06",农林牧渔,其他,3,3,3,16.74
41640,"2025-03-07",科教文体,咨询,27,26,23,5.45
41641,"2025-03-07",科教文体,投诉,58,56,56,12.03
41642,"2025-03-07",科教文体,意见建议,34,32,31,15.47
41643,"2025-03-07",科教文体,求助,66,65,57,13.32
41644,"2025-03-07",科教文体,表扬,20,19,18,2.43
41645,"2025-03-07",科教文体,举报,61,59,56,40.33
41646,"2025-03-07",科教文体,无效,4,4,4,1.45
41647,"2025-03-07",科教文体,其他,59,57,57,9.17
41648,"2025-03-07",公卫医疗,咨询,5,5,5,5.69
41649,"2025-03-07",公卫医疗,投诉,3,3,3,16.15
41650,"2025-03-07",公卫医疗,意见建议,8,8,7,16.48
41651,"2025-03-07",公卫医疗,求助,8,8,7,24.82
41652,"2025-03-07",公卫医疗,表扬,7,7,6,1.52
41653,"2025-03-07",公卫医疗,举报,3,3,3,45.76
41654,"2025-03-07",公卫医疗,无效,4,4,4,1.07
41655,"2025-03-07",公卫医疗,其他,6,6,6,19.12
41656,"2025-03-07",城乡建设,咨询,21,21,18,5.39
41657,"2025-03-07",城乡建设,投诉,28,27,27,23.48
41658,"2025-03-07",城乡建设,意见建议,5,5,4,8.29
41659,"2025-03-07",城乡建设,求助,21,20,20,27.94
41660,"2025-03-07",城乡建设,表扬,11,10,11,2.65
41661,"2025-03-07",城乡建设,举报,19,18,17,21.1
41662,"2025-03-07",城乡建设,无效,20,19,18,0.86
41663,"2025-03-07",城乡建设,其他,19,18,16,11.45
41664,"2025-03-07",交通运输,咨询,2,2,2,5.52
41665,"2025-03-07",交通运输,投诉,37,35,33,15.69
41666,"2025-03-07",交通运输,意见建议,20,19,17,11.86
41667,"2025-03-07",交通运输,求助,31,30,28,24.12
41668,"2025-03-07",交通运输,表扬,27,26,25,1.35
41669,"2025-03-07",交通运输,举报,12,12,11,28.92
41670,"2025-03-07",交通运输,无效,20,19,17,1.95
41671,"2025-03-07",交通运输,其他,31,30,30,18.47
41672,"2025-03-07",农林牧渔,咨询,15,15,14,2.47
41673,"2025-03-07",农林牧渔,投诉,41,40,39,21.16
41674,"2025-03-07",农林牧渔,意见建议,20,19,19,6.51
41675,"2025-03-07",农林牧渔,求助,5,5,5,22.25
41676,"2025-03-07",农林牧渔,表扬,5,5,4,2.04
41677,"2025-03-07",农林牧渔,举报,23,22,22,30.64
41678,"2025-03-07",农林牧渔,无效,33,32,29,0.87
41679,"2025-03-07",农林牧渔,其他,20,19,19,14.43
41680,"2025-03-08",科教文体,咨询,45,44,39,2.72
41681,"2025-03-08",科教文体,投诉,38,37,33,20.44
41682,"2025-03-08",科教文体,意见建议,37,36,34,16.68
41683,"2025-03-08",科教文体,求助,15,14,14,35.09
41684,"2025-03-08",科教文体,表扬,11,11,10,3.88
41685,"2025-03-08",科教文体,举报,19,18,17,16.25
41686,"2025-03-08",科教文体,无效,36,34,34,1.24
41687,"2025-03-08",科教文体,其他,4,4,4,10.4
41688,"2025-03-08",公卫医疗,咨询,1,1,1,2.18
41689,"2025-03-08",公卫医疗,投诉,0,0,0,15.63
41690,"2025-03-08",公卫医疗,意见建议,0,0,0,10.36
41691,"2025-03-08",公卫医疗,求助,1,1,1,31.04
41692,"2025-03-08",公卫医疗,表扬,1,1,1,2.27
41693,"2025-03-08",公卫医疗,举报,1,1,1,41.51
41694,"2025-03-08",公卫医疗,无效,1,1,1,1.96
41695,"2025-03-08",公卫医疗,其他,-1,-1,-1,6.38
41696,"2025-03-08",城乡建设,咨询,7,7,6,5.83
41697,"2025-03-08",城乡建设,投诉,8,8,8,10.09
41698,"2025-03-08",城乡建设,意见建议,33,32,32,17.52
41699,"2025-03-08",城乡建设,求助,47,45,45,11.11
41700,"2025-03-08",城乡建设,表扬,7,7,7,3.74
41701,"2025-03-08",城乡建设,举报,52,50,48,46.88
41702,"2025-03-08",城乡建设,无效,18,17,16,1.99
41703,"2025-03-08",城乡建设,其他,12,11,12,16.64
41704,"2025-03-08",交通运输,咨询,9,9,8,3.3
41705,"2025-03-08",交通运输,投诉,3,3,3,16.05
41706,"2025-03-08",交通运输,意见建议,1,1,1,17.55
41707,"2025-03-08",交通运输,求助,8,8,8,14.13
41708,"2025-03-08",交通运输,表扬,7,7,7,3.41
41709,"2025-03-08",交通运输,举报,5,5,5,37.11
41710,"2025-03-08",交通运输,无效,8,8,7,1.85
41711,"2025-03-08",交通运输,其他,2,2,2,19.22
41712,"2025-03-08",农林牧渔,咨询,7,7,7,3.0
41713,"2025-03-08",农林牧渔,投诉,4,4,4,14.74
41714,"2025-03-08",农林牧渔,意见建议,3,3,3,15.27
41715,"2025-03-08",农林牧渔,求助,6,6,6,28.4
41716,"2025-03-08",农林牧渔,表扬,1,1,1,2.72
41717,"2025-03-08",农林牧渔,举报,0,0,0,29.0
41718,"2025-03-08",农林牧渔,无效,9,9,8,1.94
41719,"2025-03-08",农林牧渔,其他,3,3,3,8.49
41720,"2025-03-09",科教文体,咨询,0,0,0,2.52
41721,"2025-03-09",科教文体,投诉,8,8,7,23.4
41722,"2025-03-09",科教文体,意见建议,12,12,11,15.23
41723,"2025-03-09",科教文体,求助,1,1,1,23.01
41724,"2025-03-09",科教文体,表扬,9,9,8,3.23
41725,"2025-03-09",科教文体,举报,9,9,8,21.87
41726,"2025-03-09",科教文体,无效,13,12,11,0.92
41727,"2025-03-09",科教文体,其他,9,9,8,4.97
41728,"2025-03-09",公卫医疗,咨询,9,9,8,3.81
41729,"2025-03-09",公卫医疗,投诉,10,10,9,22.52
41730,"2025-03-09",公卫医疗,意见建议,3,3,3,7.35
41731,"2025-03-09",公卫医疗,求助,2,2,2,18.6
41732,"2025-03-09",公卫医疗,表扬,8,8,8,2.06
41733,"2025-03-09",公卫医疗,举报,7,7,6,35.62
41734,"2025-03-09",公卫医疗,无效,13,12,11,1.45
41735,"2025-03-09",公卫医疗,其他,5,5,4,6.03
41736,"2025-03-09",城乡建设,咨询,2,2,2,3.77
41737,"2025-03-09",城乡建设,投诉,11,11,10,12.82
41738,"2025-03-09",城乡建设,意见建议,8,8,7,9.74
41739,"2025-03-09",城乡建设,求助,5,5,4,28.41
41740,"2025-03-09",城乡建设,表扬,19,18,18,1.28
41741,"2025-03-09",城乡建设,举报,4,4,4,12.62
41742,"2025-03-09",城乡建设,无效,26,25,24,0.54
41743,"2025-03-09",城乡建设,其他,22,21,20,7.15
41744,"2025-03-09",交通运输,咨询,4,4,3,3.95
41745,"2025-03-09",交通运输,投诉,15,15,14,19.87
41746,"2025-03-09",交通运输,意见建议,17,17,16,14.12
41747,"2025-03-09",交通运输,求助,2,2,2,13.84
41748,"2025-03-09",交通运输,表扬,9,9,8,3.84
41749,"2025-03-09",交通运输,举报,8,8,8,38.08
41750,"2025-03-09",交通运输,无效,11,11,11,1.27
41751,"2025-03-09",交通运输,其他,0,0,0,7.19
41752,"2025-03-09",农林牧渔,咨询,2,2,2,5.59
41753,"2025-03-09",农林牧渔,投诉,5,5,5,14.03
41754,"2025-03-09",农林牧渔,意见建议,5,5,5,6.79
41755,"2025-03-09",农林牧渔,求助,1,1,1,13.42
41756,"2025-03-09",农林牧渔,表扬,5,5,5,1.78
41757,"2025-03-09",农林牧渔,举报,6,6,6,23.74
41758,"2025-03-09",农林牧渔,无效,7,7,7,1.01
41759,"2025-03-09",农林牧渔,其他,7,7,7,10.38
41760,"2025-03-10",科教文体,咨询,34,33,29,3.33
41761,"2025-03-10",科教文体,投诉,30,29,28,19.01
41762,"2025-03-10",科教文体,意见建议,27,26,25,16.32
41763,"2025-03-10",科教文体,求助,15,14,14,31.73
41764,"2025-03-10",科教文体,表扬,59,58,52,3.75
41765,"2025-03-10",科教文体,举报,71,68,63,24.86
41766,"2025-03-10",科教文体,无效,30,29,29,1.18
41767,"2025-03-10",科教文体,其他,41,40,37,19.75
41768,"2025-03-10",公卫医疗,咨询,17,17,15,2.93
41769,"2025-03-10",公卫医疗,投诉,19,19,16,18.16
41770,"2025-03-10",公卫医疗,意见建议,9,9,8,6.89
41771,"2025-03-10",公卫医疗,求助,2,2,2,11.93
41772,"2025-03-10",公卫医疗,表扬,8,8,7,1.38
41773,"2025-03-10",公卫医疗,举报,12,11,10,37.37
41774,"2025-03-10",公卫医疗,无效,17,17,16,1.37
41775,"2025-03-10",公卫医疗,其他,13,13,13,18.5
41776,"2025-03-10",城乡建设,咨询,12,12,12,3.09
41777,"2025-03-10",城乡建设,投诉,5,5,4,15.34
41778,"2025-03-10",城乡建设,意见建议,11,10,10,8.25
41779,"2025-03-10",城乡建设,求助,15,14,14,19.91
41780,"2025-03-10",城乡建设,表扬,6,6,5,3.2
41781,"2025-03-10",城乡建设,举报,11,11,10,29.09
41782,"2025-03-10",城乡建设,无效,11,11,10,1.17
41783,"2025-03-10",城乡建设,其他,3,3,3,11.77
41784,"2025-03-10",交通运输,咨询,8,8,7,4.05
41785,"2025-03-10",交通运输,投诉,2,2,2,8.51
41786,"2025-03-10",交通运输,意见建议,3,3,3,15.38
41787,"2025-03-10",交通运输,求助,21,20,18,20.03
41788,"2025-03-10",交通运输,表扬,3,3,3,2.97
41789,"2025-03-10",交通运输,举报,21,20,18,23.44
41790,"2025-03-10",交通运输,无效,18,17,16,1.14
41791,"2025-03-10",交通运输,其他,21,20,18,7.37
41792,"2025-03-10",农林牧渔,咨询,6,6,6,4.18
41793,"2025-03-10",农林牧渔,投诉,18,17,16,15.15
41794,"2025-03-10",农林牧渔,意见建议,17,16,16,12.9
41795,"2025-03-10",农林牧渔,求助,6,6,5,14.99
41796,"2025-03-10",农林牧渔,表扬,7,7,7,3.07
41797,"2025-03-10",农林牧渔,举报,9,9,9,15.17
41798,"2025-03-10",农林牧渔,无效,14,13,12,0.7
41799,"2025-03-10",农林牧渔,其他,19,18,17,8.04
41800,"2025-03-11",科教文体,咨询,11,10,10,2.54
41801,"2025-03-11",科教文体,投诉,13,12,12,8.33
41802,"2025-03-11",科教文体,意见建议,28,27,24,6.16
41803,"2025-03-11",科教文体,求助,19,19,17,31.61
41804,"2025-03-11",科教文体,表扬,32,31,30,1.42
41805,"2025-03-11",科教文体,举报,7,7,6,38.66
41806,"2025-03-11",科教文体,无效,23,22,21,1.26
41807,"2025-03-11",科教文体,其他,28,27,24,9.5
41808,"2025-03-11",公卫医疗,咨询,10,10,9,3.65
41809,"2025-03-11",公卫医疗,投诉,4,4,4,10.33
41810,"2025-03-11",公卫医疗,意见建议,34,33,29,14.66
41811,"2025-03-11",公卫医疗,求助,47,45,41,27.68
41812,"2025-03-11",公卫医疗,表扬,43,41,41,2.15
41813,"2025-03-11",公卫医疗,举报,61,59,59,34.77
41814,"2025-03-11",公卫医疗,无效,58,56,53,0.82
41815,"2025-03-11",公卫医疗,其他,44,43,38,19.2
41816,"2025-03-11",城乡建设,咨询,16,15,14,2.91
41817,"2025-03-11",城乡建设,投诉,23,23,22,13.64
41818,"2025-03-11",城乡建设,意见建议,13,13,12,13.76
41819,"2025-03-11",城乡建设,求助,25,24,23,26.25
41820,"2025-03-11",城乡建设,表扬,22,21,19,2.9
41821,"2025-03-11",城乡建设,举报,28,27,25,18.67
41822,"2025-03-11",城乡建设,无效,17,17,15,1.76
41823,"2025-03-11",城乡建设,其他,23,22,20,15.98
41824,"2025-03-11",交通运输,咨询,15,15,13,3.4
41825,"2025-03-11",交通运输,投诉,43,42,40,14.44
41826,"2025-03-11",交通运输,意见建议,54,51,47,17.33
41827,"2025-03-11",交通运输,求助,24,23,21,32.83
41828,"2025-03-11",交通运输,表扬,28,27,25,3.54
41829,"2025-03-11",交通运输,举报,52,51,44,12.09
41830,"2025-03-11",交通运输,无效,21,21,19,0.61
41831,"2025-03-11",交通运输,其他,43,41,39,10.49
41832,"2025-03-11",农林牧渔,咨询,1,1,1,3.14
41833,"2025-03-11",农林牧渔,投诉,1,1,1,20.81
41834,"2025-03-11",农林牧渔,意见建议,1,1,1,15.6
41835,"2025-03-11",农林牧渔,求助,0,0,0,14.56
41836,"2025-03-11",农林牧渔,表扬,1,1,1,2.02
41837,"2025-03-11",农林牧渔,举报,0,0,0,22.18
41838,"2025-03-11",农林牧渔,无效,1,1,1,1.38
41839,"2025-03-11",农林牧渔,其他,1,1,1,9.44
41840,"2025-03-12",科教文体,咨询,30,29,28,4.64
41841,"2025-03-12",科教文体,投诉,39,38,34,14.52
41842,"2025-03-12",科教文体,意见建议,9,9,8,7.43
41843,"2025-03-12",科教文体,求助,38,37,33,29.96
41844,"2025-03-12",科教文体,表扬,30,29,26,2.69
41845,"2025-03-12",科教文体,举报,11,11,9,12.07
41846,"2025-03-12",科教文体,无效,26,25,22,0.77
41847,"2025-03-12",科教文体,其他,18,17,16,15.62
41848,"2025-03-12",公卫医疗,咨询,29,28,25,5.97
41849,"2025-03-12",公卫医疗,投诉,16,15,14,16.89
41850,"2025-03-12",公卫医疗,意见建议,48,46,41,7.6
41851,"2025-03-12",公卫医疗,求助,8,8,8,22.43
41852,"2025-03-12",公卫医疗,表扬,33,32,30,3.47
41853,"2025-03-12",公卫医疗,举报,17,16,16,23.92
41854,"2025-03-12",公卫医疗,无效,53,51,50,0.53
41855,"2025-03-12",公卫医疗,其他,54,53,46,8.37
41856,"2025-03-12",城乡建设,咨询,3,3,3,2.04
41857,"2025-03-12",城乡建设,投诉,4,4,4,13.75
41858,"2025-03-12",城乡建设,意见建议,2,2,2,16.77
41859,"2025-03-12",城乡建设,求助,5,5,5,25.49
41860,"2025-03-12",城乡建设,表扬,0,0,0,1.84
41861,"2025-03-12",城乡建设,举报,2,2,2,13.6
41862,"2025-03-12",城乡建设,无效,2,2,2,0.63
41863,"2025-03-12",城乡建设,其他,5,5,5,4.97
41864,"2025-03-12",交通运输,咨询,5,5,5,2.96
41865,"2025-03-12",交通运输,投诉,8,8,7,9.3
41866,"2025-03-12",交通运输,意见建议,10,10,9,7.21
41867,"2025-03-12",交通运输,求助,0,0,0,22.71
41868,"2025-03-12",交通运输,表扬,12,12,11,3.76
41869,"2025-03-12",交通运输,举报,11,10,10,34.09
41870,"2025-03-12",交通运输,无效,17,16,15,1.22
41871,"2025-03-12",交通运输,其他,11,11,10,18.02
41872,"2025-03-12",农林牧渔,咨询,69,66,60,4.72
41873,"2025-03-12",农林牧渔,投诉,6,6,5,19.46
41874,"2025-03-12",农林牧渔,意见建议,38,36,36,17.87
41875,"2025-03-12",农林牧渔,求助,48,46,42,30.72
41876,"2025-03-12",农林牧渔,表扬,25,24,24,2.52
41877,"2025-03-12",农林牧渔,举报,5,5,5,42.48
41878,"2025-03-12",农林牧渔,无效,31,30,29,1.63
41879,"2025-03-12",农林牧渔,其他,55,54,51,5.96
41880,"2025-03-13",科教文体,咨询,25,24,24,3.08
41881,"2025-03-13",科教文体,投诉,17,17,15,16.12
41882,"2025-03-13",科教文体,意见建议,1,1,1,10.64
41883,"2025-03-13",科教文体,求助,12,12,10,27.96
41884,"2025-03-13",科教文体,表扬,15,14,14,2.1
41885,"2025-03-13",科教文体,举报,24,23,23,47.38
41886,"2025-03-13",科教文体,无效,4,4,4,0.69
41887,"2025-03-13",科教文体,其他,20,19,17,15.22
41888,"2025-03-13",公卫医疗,咨询,7,7,6,5.28
41889,"2025-03-13",公卫医疗,投诉,2,2,2,20.91
41890,"2025-03-13",公卫医疗,意见建议,6,6,6,11.53
41891,"2025-03-13",公卫医疗,求助,4,4,4,24.55
41892,"2025-03-13",公卫医疗,表扬,6,6,5,3.78
41893,"2025-03-13",公卫医疗,举报,0,0,0,37.67
41894,"2025-03-13",公卫医疗,无效,1,1,1,1.33
41895,"2025-03-13",公卫医疗,其他,7,7,6,16.43
41896,"2025-03-13",城乡建设,咨询,3,3,3,2.18
41897,"2025-03-13",城乡建设,投诉,1,1,1,22.07
41898,"2025-03-13",城乡建设,意见建议,5,5,5,15.71
41899,"2025-03-13",城乡建设,求助,6,6,5,12.29
41900,"2025-03-13",城乡建设,表扬,2,2,2,1.95
41901,"2025-03-13",城乡建设,举报,9,9,8,12.73
41902,"2025-03-13",城乡建设,无效,6,6,5,0.56
41903,"2025-03-13",城乡建设,其他,3,3,3,18.74
41904,"2025-03-13",交通运输,咨询,11,10,11,5.86
41905,"2025-03-13",交通运输,投诉,15,14,14,21.35
41906,"2025-03-13",交通运输,意见建议,4,4,4,16.84
41907,"2025-03-13",交通运输,求助,5,5,4,17.83
41908,"2025-03-13",交通运输,表扬,0,0,0,2.42
41909,"2025-03-13",交通运输,举报,17,17,16,36.35
41910,"2025-03-13",交通运输,无效,20,19,18,1.37
41911,"2025-03-13",交通运输,其他,20,19,19,15.86
41912,"2025-03-13",农林牧渔,咨询,9,9,8,2.14
41913,"2025-03-13",农林牧渔,投诉,9,9,8,14.87
41914,"2025-03-13",农林牧渔,意见建议,15,15,13,8.68
41915,"2025-03-13",农林牧渔,求助,6,6,5,24.36
41916,"2025-03-13",农林牧渔,表扬,5,5,5,1.19
41917,"2025-03-13",农林牧渔,举报,11,11,11,27.76
41918,"2025-03-13",农林牧渔,无效,3,3,3,1.77
41919,"2025-03-13",农林牧渔,其他,16,15,15,4.78
41920,"2025-03-14",科教文体,咨询,26,25,23,2.18
41921,"2025-03-14",科教文体,投诉,24,23,21,20.82
41922,"2025-03-14",科教文体,意见建议,23,22,20,14.83
41923,"2025-03-14",科教文体,求助,14,13,13,18.78
41924,"2025-03-14",科教文体,表扬,22,21,19,3.34
41925,"2025-03-14",科教文体,举报,8,8,8,20.64
41926,"2025-03-14",科教文体,无效,4,4,4,1.93
41927,"2025-03-14",科教文体,其他,14,13,13,17.89
41928,"2025-03-14",公卫医疗,咨询,4,4,3,4.39
41929,"2025-03-14",公卫医疗,投诉,5,5,4,9.22
41930,"2025-03-14",公卫医疗,意见建议,4,4,3,8.68
41931,"2025-03-14",公卫医疗,求助,16,16,15,21.81
41932,"2025-03-14",公卫医疗,表扬,24,23,21,3.4
41933,"2025-03-14",公卫医疗,举报,2,2,2,41.63
41934,"2025-03-14",公卫医疗,无效,11,11,10,1.7
41935,"2025-03-14",公卫医疗,其他,25,24,24,17.4
41936,"2025-03-14",城乡建设,咨询,1,1,1,5.9
41937,"2025-03-14",城乡建设,投诉,2,2,2,21.74
41938,"2025-03-14",城乡建设,意见建议,1,1,1,8.33
41939,"2025-03-14",城乡建设,求助,2,2,2,34.87
41940,"2025-03-14",城乡建设,表扬,1,1,1,1.56
41941,"2025-03-14",城乡建设,举报,1,1,1,37.18
41942,"2025-03-14",城乡建设,无效,0,0,0,1.63
41943,"2025-03-14",城乡建设,其他,2,2,2,17.95
41944,"2025-03-14",交通运输,咨询,20,19,19,5.37
41945,"2025-03-14",交通运输,投诉,20,19,18,21.47
41946,"2025-03-14",交通运输,意见建议,16,15,14,9.9
41947,"2025-03-14",交通运输,求助,12,11,11,19.45
41948,"2025-03-14",交通运输,表扬,5,5,4,2.47
41949,"2025-03-14",交通运输,举报,10,10,9,23.11
41950,"2025-03-14",交通运输,无效,19,18,17,1.55
41951,"2025-03-14",交通运输,其他,14,13,12,9.42
41952,"2025-03-14",农林牧渔,咨询,4,4,4,4.74
41953,"2025-03-14",农林牧渔,投诉,0,0,0,19.33
41954,"2025-03-14",农林牧渔,意见建议,0,0,0,10.88
41955,"2025-03-14",农林牧渔,求助,1,1,1,11.76
41956,"2025-03-14",农林牧渔,表扬,2,2,2,2.84
41957,"2025-03-14",农林牧渔,举报,0,0,0,36.91
41958,"2025-03-14",农林牧渔,无效,2,2,2,1.01
41959,"2025-03-14",农林牧渔,其他,3,3,3,4.19
41960,"2025-03-15",科教文体,咨询,0,0,0,5.71
41961,"2025-03-15",科教文体,投诉,3,3,3,13.02
41962,"2025-03-15",科教文体,意见建议,0,0,0,15.72
41963,"2025-03-15",科教文体,求助,3,3,3,19.62
41964,"2025-03-15",科教文体,表扬,2,2,2,3.91
41965,"2025-03-15",科教文体,举报,1,1,1,42.61
41966,"2025-03-15",科教文体,无效,1,1,1,0.89
41967,"2025-03-15",科教文体,其他,1,1,1,16.46
41968,"2025-03-15",公卫医疗,咨询,16,15,15,2.29
41969,"2025-03-15",公卫医疗,投诉,1,1,1,8.62
41970,"2025-03-15",公卫医疗,意见建议,8,8,7,6.6
41971,"2025-03-15",公卫医疗,求助,24,23,21,15.69
41972,"2025-03-15",公卫医疗,表扬,23,22,21,1.25
41973,"2025-03-15",公卫医疗,举报,7,7,6,41.28
41974,"2025-03-15",公卫医疗,无效,22,21,20,1.56
41975,"2025-03-15",公卫医疗,其他,16,15,14,7.26
41976,"2025-03-15",城乡建设,咨询,14,14,13,3.07
41977,"2025-03-15",城乡建设,投诉,19,19,17,13.09
41978,"2025-03-15",城乡建设,意见建议,14,14,13,17.26
41979,"2025-03-15",城乡建设,求助,18,17,16,22.76
41980,"2025-03-15",城乡建设,表扬,2,2,2,3.1
41981,"2025-03-15",城乡建设,举报,12,12,10,38.33
41982,"2025-03-15",城乡建设,无效,1,1,1,1.16
41983,"2025-03-15",城乡建设,其他,15,14,13,16.67
41984,"2025-03-15",交通运输,咨询,22,21,19,5.84
41985,"2025-03-15",交通运输,投诉,8,8,7,19.13
41986,"2025-03-15",交通运输,意见建议,19,18,18,12.93
41987,"2025-03-15",交通运输,求助,12,12,11,21.76
41988,"2025-03-15",交通运输,表扬,10,10,9,1.61
41989,"2025-03-15",交通运输,举报,1,1,1,19.3
41990,"2025-03-15",交通运输,无效,13,12,11,1.63
41991,"2025-03-15",交通运输,其他,13,13,13,19.38
41992,"2025-03-15",农林牧渔,咨询,2,2,2,2.29
41993,"2025-03-15",农林牧渔,投诉,4,4,4,18.55
41994,"2025-03-15",农林牧渔,意见建议,1,1,1,12.58
41995,"2025-03-15",农林牧渔,求助,2,2,2,15.99
41996,"2025-03-15",农林牧渔,表扬,2,2,2,2.09
41997,"2025-03-15",农林牧渔,举报,6,6,6,39.82
41998,"2025-03-15",农林牧渔,无效,5,5,5,1.73
41999,"2025-03-15",农林牧渔,其他,0,0,0,7.59
42000,"2025-03-16",科教文体,咨询,7,7,7,4.44
42001,"2025-03-16",科教文体,投诉,13,13,12,19.02
42002,"2025-03-16",科教文体,意见建议,3,3,3,8.33
42003,"2025-03-16",科教文体,求助,26,25,24,11.65
42004,"2025-03-16",科教文体,表扬,31,30,27,1.92
42005,"2025-03-16",科教文体,举报,5,5,5,45.17
42006,"2025-03-16",科教文体,无效,56,55,50,1.21
42007,"2025-03-16",科教文体,其他,31,30,29,13.61
42008,"2025-03-16",公卫医疗,咨询,14,13,13,5.99
42009,"2025-03-16",公卫医疗,投诉,17,16,15,13.75
42010,"2025-03-16",公卫医疗,意见建议,3,3,3,6.47
42011,"2025-03-16",公卫医疗,求助,8,8,7,23.66
42012,"2025-03-16",公卫医疗,表扬,30,29,27,2.84
42013,"2025-03-16",公卫医疗,举报,4,4,3,36.73
42014,"2025-03-16",公卫医疗,无效,12,12,11,1.47
42015,"2025-03-16",公卫医疗,其他,6,6,6,17.53
42016,"2025-03-16",城乡建设,咨询,2,2,2,5.73
42017,"2025-03-16",城乡建设,投诉,36,35,32,10.79
42018,"2025-03-16",城乡建设,意见建议,32,31,27,12.89
42019,"2025-03-16",城乡建设,求助,26,25,25,29.12
42020,"2025-03-16",城乡建设,表扬,27,26,25,1.91
42021,"2025-03-16",城乡建设,举报,37,36,35,23.14
42022,"2025-03-16",城乡建设,无效,1,1,1,0.53
